	sentence	label
39	cuts right through the b . s . giving a big middle-fingered `` shut up `` to those who talk up what is nothing more than two guys beating the hell outta one another .	1
40	it made me want to wrench my eyes out of my head and toss them at the screen .	1
41	the words , 'frankly , my dear , i do n't give a damn , ' have never been more appropriate .	1
42	this director 's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera .	1
43	this is a poster movie , a mediocre tribute to films like them !	1
44	adam sandler is to gary cooper what a gnat is to a racehorse .	1
45	a movie that will wear you out and make you misty even when you do n't want to be .	1
46	in its chicken heart , crush goes to absurd lengths to duck the very issues it raises .	1
47	you 'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .	1
48	a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama . it ends up being neither , and fails at both endeavors .	1
49	this thing works on no level whatsoever for me .	1
50	welles groupie/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst .	1
51	an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch .	1
52	s1m0ne 's satire is not subtle , but it is effective . it 's a quirky , off-beat project . . . .	1
53	hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world .	1
54	feels a little too carefully crafted to be absolutely truthful , but nonetheless yields rich food for thought about the pains of the creative process and the insecurities of the artistic temperament .	1
55	. . . while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .	1
56	if you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .	1
57	'you 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you 'll feel like you ate a reeses without the peanut butter . . . '	1
58	uneven but ultimately appealing satire of the dreck we call white man 's rap music . some good performances and an often goofy script make for a generally good time .	1
59	this is human comedy at its most amusing , interesting and confirming .	1
60	the result is mesmerizing -- filled with menace and squalor .	1
61	anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self-actualization knows few continental divides .	1
62	suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 .	1
63	just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm .	1
