	sentence	label
30	he is an aspiring writer struggling with these : endless nights marked by creative block , memories of a childhood rotten with abuse , and the thirst of unspeakable sexual desires .	0
31	a greek film maker ( the narrator ) has his film banned by the military government in his own country .	0
32	but when his reputation is challenged by an aggressive racer with a fast ride , he ca n't back down .	0
33	set in the colourful world of horseracing , horseplay follows the chaotic life of a wannabe horse trainer as he deals with the turf , the ladies and everyone else out to get him .	0
34	in 19th-century new mexico , a father ( tommy lee jones ) comes back home , hoping to reconcile with his adult daughter maggie ( cate blanchett ) .	0
35	george discovers both the princess and the truth behind her strange disappearance .	0
36	jimmy ( thomas ) is a highly educated barber with a superiority complex who ca n't stand isaac ( garity ) , the new , white barber who just wants a shot at cutting some hair .	0
37	her mother , ingrid , is a beautiful , free-spirited poet .	0
38	but mathayus ends up getting much more than he bargained for .	0
39	susie resorts to these to become the most beautiful woman in the world .	0
40	as well as a study of mepe 's demise ; an american made dam that stopped the flow of the river which fishermen depended on for survival .	0
41	they swore to have their unborn babies get married when they grew up .	0
42	serious and conservative , jamie ( moore ) was as far from cool as she could possibly be , and did n't care .	0
43	many can not hold a job , or choose not to .	0
44	one day a mysterious young man enters her world .	0
45	the case is re-opened when two more bodies are discovered , both pregnant women .	0
46	the water game is a teen action drama following a group of graduating high school students as they embark on playing a spy vs . spy type game three weeks prior to graduation .	0
47	the two jedi are then sent on two different missions , anakin is sent to naboo with padme and obi-wan is sent to the planet of kamino where he will investigate the assassination attempts .	0
48	although their characters and temperaments could n't be less alike , 19-year olds wei and jie are best friends .	0
49	a squad of british soldiers on training in the lonesome scottish wilderness find a wounded special forces captain and the carnaged remains of his team .	0
50	as fate would have it , they realize how close they all are from the other side ; of life , of love , and of losing it .	0
51	set in an american town in the rocky mountains in the 1930s .	0
52	all her father gus wants is for her to get married to a nice greek boy .	0
53	ramu stands in and repeats the wisdom of sharonna , freeing the mind of the posh guests and attracting lexi to him .	0
54	she must look beyond her history with men into a childhood that stopped short because of a shocking event that she has buried deep inside herself .	0
55	with this relation the characters will discover lot of things about their past .	0
56	besides him , the other residents are `` baggers , `` human-like creatures that are infected by the tall man 's blood , the dwarves , and , of course , the silver spheres , all trying to break out of the barrier that contains them and into the real world .	0
57	its purpose is to use the precog ( nitive ) potential of three genetically altered humans to prevent murders .	0
58	the only thing that can help him is a very expensive operation , an operation their family can in no way afford .	0
59	peter parker must now juggle three things in his life ; his new job at the local newspaper under a perpetually on-edge employer , his battle against the evil green goblin , and his fight to win the affections of beautiful classmate mary jane watson , against none other than his best friend harry osborn , son of norman osborn !	0
60	alex enlists the aid of his old comrade father thomas ( addy ) and of a troubled artist ( sossamon ) upon whom he once performed an exorcism .	0
61	the fictional film `` the dragon `` tells the story of how a young boy , who 's master is killed by a group of thugs , grows up to avenge his teacher 's murder .	0
62	in this prequel to the exorcist , father merrin is a younger man working on a dig in africa .	0
63	eddie is investigated and forced to exile himself from his family until the matter is dealt with .	0
64	coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .	1
65	none of this is half as moving as the filmmakers seem to think .	1
66	[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .	1
67	filled with alexandre desplat 's haunting and sublime music , the movie completely transfixes the audience .	1
68	one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .	1
69	surprisingly , considering that baird is a former film editor , the movie is rather choppy .	1
70	the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .	1
71	when the movie mixes the cornpone and the cosa nostra , it finds a nice rhythm .	1
72	an entertaining , surprisingly well-written and often rowdily amusing picture .	1
73	peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .	1
74	the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time .	1
75	passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . .	1
76	if you love motown music , you 'll love this documentary .	1
77	short and sweet , but also more than anything else slightM-^E tadpole pulls back from the consequences of its own actions and revelations .	1
78	although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .	1
79	claire is a terrific role for someone like judd , who really ought to be playing villains .	1
80	a good music documentary , probably one of the best since the last waltz .	1
81	. . . in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes .	1
82	this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers . for the rest of us , sitting through dahmer 's two hours amounts to little more than punishment .	1
83	the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .	1
84	like to think of the film as local hero for kids , as the boy has to adapt from his urban kid lifestyle to the slow , simple ways of generations before . will he do it ? will it work out ? can love overcome ?	1
85	though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .	1
86	the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .	1
87	[ nM-fs ] directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage .	1
88	adam sandler 's heart may be in the right place , but he needs to pull his head out of his butt	1
89	you 'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .	1
90	it 's slow -- very , very slow . it 's not the ultimate depression-era gangster movie . that 's pure pr hype .	1
91	brings a rare , clinically specific sense of moral complexity and humanistic sympathy to the usual regimen of finger-pointing and exposure .	1
92	this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .	1
93	it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .	1
94	a by-the-numbers patient/doctor pic that covers all the usual ground	1
95	if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .	1
96	as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ?	1
97	the mood , look and tone of the film fit the incredible storyline to a t .	1
98	less funny than it should be and less funny than it thinks it is .	1
99	the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .	1
100	in its dry and forceful way , it delivers the same message as jiri menzel 's closely watched trains and danis tanovic 's no man 's land .	1
101	with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland 's wild soil -- and the rock once again resists the intrusion .	1
102	the first question to ask about bad company is why anthony hopkins is in it . we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low .	1
103	it 's as raw and action-packed an experience as a ringside seat at a tough-man contest .	1
104	wilco fans will have a great time , and the movie should win the band a few new converts , too .	1
105	waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .	1
106	while it does n't expose any new truths about the problems posed by reaching middle age , it reflects wisely on the truths that already exist .	1
107	unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile .	1
108	more intimate than spectacular , e . t . is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .	1
109	legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral .	1
110	a passionately inquisitive film determined to uncover the truth and hopefully inspire action .	1
111	the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .	1
112	this is as lax and limp a comedy as i 've seen in a while , a meander through worn-out material .	1
113	i can easily imagine benigni 's pinocchio becoming a christmas perennial . coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .	1
114	the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .	1
115	just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .	1
116	a refreshing change from the usual whoopee-cushion effort aimed at the youth market .	1
117	despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie	1
118	the ill-conceived modern-day ending falls flat where it should deliver a moral punch .	1
119	a tender , witty , captivating film about friendship , love , memory , trust and loyalty .	1
120	depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply .	1
121	human resources was a good , straightforward tale , but time out is better . it 's haunting . it 's like a poem .	1
122	i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .	1
123	it may be a prize winner , but teacher is a bomb .	1
124	captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other . ``	1
125	embarrassed myself about laughing out loud multiple times , i found myself enjoying the movie much more than i ever enjoyed the tv show . . . and these pseudo-homo-erotic stunts .	1
126	i 'm not sure all about lily chou-chou made sense in my head , but it made sense in my heart .	1
127	feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .	1
