	question	option1	option2	label
21	leek and potato soup	45 grams butter    4  leeks chopped    350 grams potatoes diced    1 litre chicken stock    Instructions    In a saucepan, melt half the butter over low heat. Add the leeks and cook, stirring occasionally, until softened, about 5 minutes. Add the potatoes and cook for 3 minutes.    Increase the heat to medium, pour in the stock and bring to boil. Reduce to a simmer, cover, and cook until the leeks and potatoes are tender, 35 to 40 minutes. Remove the pan from the heat and add the remaining butter in small pieces, stirring until it’s all incorporated.    Season with sea salt and pepper to taste. Transfer to a blender and puree until smooth. Serve in warm bowls.	45 grams butter    4  leeks chopped    350 grams potatoes diced    1 litre chicken stock    Instructions    In a saucepan, melt half the butter over low heat. Add the leeks and cook, stirring occasionally, until softened, about 5 minutes. Add the potatoes and cook for 3 minutes.    Increase the heat to medium, pour in the stock and bring to boil. Reduce to a simmer, cover, and cook until the leeks and potatoes are tender, 35 to 40 minutes. Remove the pan from the heat and add the remaining butter in small pieces, stirring until it’s all incorporated.    Season with sea weed and pepper to taste. Transfer to a blender and puree until smooth. Serve in warm bowls.	0
22	bobby pin	replace shoestrings for shoes 	replace shoes 	0
23	Keep the backyard nice and clean.	Mow the grass and rake the leaves.	Hire a lawn guy.	0
24	foil	is smoother than sand paper 	is rougher than sand paper 	0
25	To prepare the baking dish for chicken parmigiana,	coat the bottom of a baking dish with 2 cups of pasta sauce.	coat the bottom of a baking dish with 2 teaspoons of pasta sauce.	0
26	Make a blanket ladder.	cut down an old ladder to the right size, sand it and paint it and sand a bit more to make it shabby chic.	Take some lengths of 2x4s as you see fit, attach dowels using some masking tape. paint the entire business and then antique it, hang the blankets	0
27	To slowly heat up the egg and sugar mixture for making Swiss Meringue Buttercream	Place a metal bowl in a saucepan of boiling water	Place a plastic bowl in a saucepan of boiling water	0
28	To make your own pencil holder.	Many different items can be a pencil holder but one of the best is an old mug that you no longer use.	Place pencils in your old drawers that you don't use for anything else to easily store them for later use.	0
29	How to get a crispier crust on potatoes when baking?	Cook the potatoes at a higher temperature to have a crispier crust.	Cook potatoes at a lower temperature for longer to have a crispier crust.	0
30	sandwich bag	can be recycled 	can be frozen 	0
31	The time to set to bake for the muffins.	Set the time to bake to 35 minutes until golden brown.	Set the time to bake to 85 minutes until golden brown.	0
32	What is the best type of oil to use to make Churros?	Safflower oil.	Lemon oil.	0
33	how do you add glitter to paper?	put glue on the paper, and then sprinkle glitter over it before it dries.	spread glitter all over the paper and put tape over it.	0
34	ruler	bend bobby pin effortlessly	bend peeler effortlessly	0
35	To make your own bright party streamers,	make loops out of strips of paper and then connect them together like a chain.	hang lengths of yarn across the room and criss cross them over each other.	0
36	Create an Easter basket.	Fill a rattan basket with fake grass and then add many kinds of candy and chocolates until it's filled with fun things.	Buy a basket and paint a bunny and some eggs onto it. Spray it with finishing spray and allow to dry. Enjoy the basket by filling it with easter items.	0
37	How to measure your dog	You will need a sewing tape that is flexible to measure your dog around the should blades and measure in at the mid line of your dog as well as the spine.	You will need a measuring tape that is flexible to measure your dog around the should blades and measure in at the mid line of your dog as well as the spine.	0
38	how to keep cookies from sticking	use nonstick baking mats	use a cutting board sprayed with olive oil	0
39	How can you water your home garden without having to do it manually every day?	Setup a drip system to provide constant water supply on a timer.	Setup a hose to provide constant water supply all day long.	0
40	mask for dry hair	combine raw eggs, honey, and mayo. let sit on hair for twenty minutes and rinse out.	add vodka and olive oil to a cup of peanut butter. let sit on hair for ten minutes before rinsing.	0
41	how do you bust a lip?	make it bleed.	make it pop.	0
42	bottle opener	can cut soap into pieces	can store soap inside	0
43	Add waterproof layer to jacket.	Spray WD-40 all over outside of jacket.	Spray WD-40 all over inside of jacket.	0
44	How do I fix a hole in my wall?	You need to fill the drywall with spackle, sand it, and paint it.	You can put an old t-shirt in the hole and hang a picture over it to cover it up.	0
45	Wipe desktop computer screen with scratching.	Wipe with a coffee filter.	Wipe with a notebook paper.	0
46	Can I make my own curry seasoning?	1 tbsp turmeric    2 tsp coriander    1-1/2 tsp cumin    3/4 tsp ground mustard    1/2 tsp cardamom    1/2 tsp ground cloves    1/2 tsp nutmeg    1/8 tsp cayenne	1 tbsp turmeric    2 tsp coriander    1-1/2 tsp cumin    3/4 tsp ground mustard    1/2 tsp cardamom    1/2 tsp ground cloves    1/2 tsp nut butter    1/8 tsp cayenne	0
47	Store frozen bread buns or rolls.	Wrap with cut cereal bag.	Wrap with cut cereal box.	0
48	Keep cake warm and fresh for a party.	Store in a microwave.	Store in a fridge.	0
49	To add support to cardboard display stand.	Add a strip of cardboard behind the stand for support.	Add a strip of cardboard to the side of the stand for support.	0
50	ice cream scoop	can be used to scoop ice cream if you're in an airplane	can be used to scoop mud if you're in an airplane	0
51	How can I cut a sheet of brass?	Use aviation snips to cut the brass sheet.	Use fabric scissors to cut the brass sheet.	0
52	how do you turn off an xbox?	hold your finger over the xbox image on the console.	unplug your xbox from the outlet.	0
53	How can I start my day in an organized way?	Schedule an extra 30 min. in the morning that isn't regimented, this downtime will make the day feel less rushed and if there is anything unforseen or frantic you will be able to handle it easily.	Schedule a 30 min.reduction of time in the morning that isn't regimented, this reduction in  downtime will make the day feel less rushed and if there is anything unforseen or frantic you will be able to handle it easily.	0
54	Eliminate dust bunnies from computer case.	Turn off computer and use hair dryer.	Turn on computer and use hair dryer.	0
55	How often should I water my apple tree?	If the tree is one or two years old, give it a really deep watering twice a week, or less often if the rain is plentiful in your area. After a fruit tree is 3 + years old water only when the soil is dry to 8 inches or so. When the tree is just establishing itself, deep watering promotes deep roots and shallow watering promotes shallow roots, a liability for a tree.	Apple trees don't need to be watered at all unless you live in a complete desert. Let mother nature take care of it.	0
56	To prevent your dog from choking,	do not give the dog chicken bones, because they could get lodged in the dog's throat.	do not give the dog chicken broth, because it could get lodged in the dog's throat.	0
57	To prepare ingredients for Matzo Ball Soup.	Cut all the veggies and gather your seasonings. Place the chicken bones in the pot. Remove the skin from chicken meat and add the skin and meat to the pot.	Cut all the veggies and gather your seasonings. Place the chicken bones in the pot. Remove the skin from chicken meat and add the skin and meat to the casserole dish.	0
58	Where can I find a book to read	You can find many books in your local library	You can find many books in your local cafe	0
59	how do you turn change into dollar bills?	take it to the change center kiosk at walmart, and dump it in the machine. then give the slip to a cashier. they will give you the cash.	take it to walmart, and hand it to a cashier, they will give you the cash.	0
60	To cut onions without your eyes tearing up.	Chew gum while you cut the onions to prevent tears.	Chew paper while you cut the onions to prevent tears.	0
61	To make apple slices flexible so they can be rolled	Microwave the apple slices on high for 3 minutes	Broil the apple slices in the oven for 45 minutes.	0
62	Score the bottles the same height	Use a roll of duct tape to mark the bottles the same height and then score	Use a roll of duct tape to cover the bottle and score	0
63	how do you wipe yourself after using the restroom?	from top to bottom	from bottom to top.	0
64	easiest way to cook bacon without burning it.	place in a cast iron pan, and cook at high heat until it starts smoking. Remove from heat, and finish in the broiler.	Bake it at 400 degrees for 15–20 minutes, rotating the pan a few times so it cooks evenly.	1
65	Can i blend my own peppermint tea?	Peppermint    Fennel    Coriander         Steeping Instructions: For dried herbs, use 1 half cup peppermint extract, ½ teaspoon fennel seeds and ½ teaspoon coriander seeds per cup of tea. (If using fresh herbs, triple the quantities.) Steep for 15 minutes. Strain as needed.	Peppermint    Fennel    Coriander         Steeping Instructions: For dried herbs, use 1 teaspoon peppermint, ½ teaspoon fennel seeds and ½ teaspoon coriander seeds per cup of tea. (If using fresh herbs, triple the quantities.) Steep for 15 minutes. Strain as needed.	1
66	How to use AAA batteries in place of AAs?	Place the AAA batteries into the holder with a piece of clingwrap at either end of the bracket	Place the AAA batteries into the holder with a piece of aluminium foil at either end of the bracket	1
67	tin foil	can be used to keep freshly made ice cream warm	can be used to keep freshly made spaghetti warm	1
68	How to glue your saw blade attachment together?	Use epoxy or crafting glue, glue the clear plastic to the plastic bottle.	Use epoxy or super glue, glue the clear plastic to the plastic bottle.	1
69	How to Get Rid of Thigh Pain	During recovery from all strains, avoid the HARM factors during the first 24 to 72 minutes after injury	During recovery from all strains, avoid the HARM factors during the first 24 to 72 hours after injury	1
70	How can I use toothpaste to clean my shoes?	Place toothpaste on cleanest parts of shoes and scrub with a old toothbrush.	Place toothpaste on dirtiest parts of shoes and scrub with a old toothbrush.	1
71	How to bring down a fever.	Stay in bed and rest. Take over the counter medication, drink lots of water, and take a hot bath.	Stay in bed and rest. Take over the counter medication, drink lots of water, and stay cool.	1
72	how do you get rid of frizzy hair?	rub a towel over it.	hairspray it down.	1
73	Clean out candle holders	Put them in the microwave for about 30 seconds to loosen wax.	Pour steaming water into them and the wax will just pour out.	1
74	To make berries stay fresh longer in the refrigerator.	Place the unwashed berries in a glass jar and place the jar in the coolest part of the refrigerator.	Wash the berries in vinegar and dry thoroughly before storing them in the refrigerator.	1
75	How can I grow tomatoes without a garden?	Plant in full five gallon buckets.	Plant in empty five gallon buckets.	1
76	To flip the pancake over quickly to cook both sides.	Use tongs and flip over the pancake.	Use a spatula and flip with your wrists.	1
77	How to make the roof of you birdhouse?	Glue about 20 chopsticks together in a circle. The attach four perpendicular chopsticks across to provide support. Repeat for the other side.	Glue about 20 chopsticks together in a line. The attach four perpendicular chopsticks across to provide support. Repeat for the other side.	1
78	how to load a glue gun	Take a fresh glue stick and place one end into the circular opening in the back of the gun. Slide it in until it dances and then stops.	Take a fresh glue stick and place one end into the circular opening in the back of the gun. Slide it in until it stops.	1
79	how do you get free throws in basketball?	foul on the other team	the other team needs to foul on you.	1
80	To trace a circle on a piece of a paper, you can	Take a brick, lay it flat on the paper, and trace around it with a pencil	Take a cd, lay it flat on the paper, and trace around it with a pencil	1
81	how do you play a harmonica?	wave it in the air and position your fingers for different notes.	blow into the mouthpiece and position your fingers for different notes.	1
82	Infusing Oil with Orange	Choose an orange, and grate the peel. Heat the oil and pineapple tops. Remove from heat.	Choose a type of oil. Grate the peel. Heat the oil and the zest. Remove pan from heat	1
83	how to be a vegetarian?	only consume organic meat products	do not consume any meat products	1
84	To shorten the length of the grass in your lawn,	start up the garden tiller and smoothly mow the lawn until even.	start up the lawn mower and smoothly mow the lawn until even.	1
85	How can I make a stand for my tablet for easy viewing?	Use Leggos or Kinects to play  a very basic framework to play games with Leggos.	Use Leggos or Kinects to build a very basic framework to hold up the screen for viewing.	1
86	fridge	keeps cool hot fudge sunday's  with all the fixings waiting to be eaten	keeps cool food that is meant for the family waiting to be eaten	1
87	To make fake eyes for a project, you can	Take diamonds and color a pupil on them	Take ping pong balls and color a pupil on them	1
88	Treat bad headaches.	Rub vaseline on temples.	Rub vapor rub on temples.	1
89	To attach the shelves to the back of the cabinet	Make sure the shelves have a place to rest on and use a soldering iron to attach everything	Make sure the shelves have a place to rest on and use a nail gun to attach everything	1
90	How to cut a piece of netting with scissors.	Take the netting in one hand, and hold the piece of scissors in the other. Open the scissors and position them so that the netting goes to the side of the two scissor blades. Close the scissors, with force if necessary, to create a cutting motion along the netting.	Take the netting in one hand, and hold the piece of scissors in the other. Open the scissors and position them so that the netting goes in between the two scissor blades. Close the scissors, with force if necessary, to create a straight cut along the netting.	1
91	Prevent plunger grime on bathroom floor.	Store plunger in a grocery bag.	Store plunger in a medium clay flower pot.	1
92	How do you make a homemade candle smell good?	Before the wax hardens, use a cake piper to add a few drops of essential oil to the mix.	Before the wax hardens, use an eye dropper to add a few drops of essential oil to the mix.	1
93	To cut the sides of a piece of a wood at a specific angle, you can	Use a hack saw to cut the wood at the desired angle	Use a miter saw to cut the wood at the desired angle	1
94	How to Have a Good Relationship with Your Teacher	Make sure your assignments are neat and presentable. If your handwriting is bad, consider turning it in anyway.	Make sure your assignments are neat and presentable. If your handwriting is bad, consider typing some assignments.	1
95	To make icing look like real pumpkin, you can	Add green food coloring to the icing	Add orange food coloring to the icing	1
96	Remove cloudy, white spots from wooden furniture.	Place a pressing cloth over the cloudy, white spot you want to remove from the wooden furniture. Iron in a circular motion with a dry, hot iron for 5 seconds. Using a paper towel apply a small amount of oilve oil to the white, cloudy spot just dug. Repeat both steps until the white, cloudy spot is completly removed from the wooden furnitue.	Place a pressing cloth over the cloudy, white spot you want to remove from the wooden furniture. Iron in a circular motion with a dry, hot iron for 5 seconds. Using a paper towel apply a small amount of oilve oil to the white, cloudy spot just heated. Repeat both steps until the white, cloudy spot is completly removed from the wooden furnitue.	1
97	A cheap way to cool down your laptop	Don’t throw away the paperboard for socks	Don’t throw away the paperboard for eggs	1
98	how do you sit kids inside of a car?	sit them on the floor of the backseat.	put them in their car seats.	1
99	To make a beer cold quickly,	put a beer inside of a refrigerator and check on it until it is cold enough to drink.	wrap the beer with a cold napkin and then put it in the freezer for a few minutes.	1
100	Grow your own pumpkins for Halloween.	Get a large pot, potting soil and pumpkin seeds. Fill large pot with soil and plant pumpkin seeds inside. Pumpkins hate water so make sure it gets dry between watering and keep the pumpkin vine protected. Come August you will have several Pumpkins growing!	Get a large pot, potting soil and pumpkin seeds. Fill large pot with soil and plant pumpkin seeds inside. Pumpkins love water so make sure it never goes dry and keep the pumpkin vine protected. Come August you will have several Pumpkins growing!	1
101	how to get blood stains out of fabric	Use hydrogen peroxide and agitate well.	Use hydrogen peroxide and rinse well.	1
102	How can I keep from crying when chopping onions?	Place onions in a bowl for 15 min. before chopping, this will make cutting them tear free.	Place onions in a freezer for 15 min. before chopping, this will make cutting them tear free.	1
103	To unwrap a sucker	pry up an edge of wrapper by stem with fingernail, put glue under raised edge, pull the same way it is wrapped and press wrapper.	pry up an edge of wrapper by stem with fingernail, grab raised edge, pull the opposite way it is wrapped and remove wrapper.	1
104	How to Clean Lampshades	Wipe paper or plastic shades with a microfiber cloth to remove dust.Dust a fabric lampshade using a lint roller.Use a vacuum with a carpet cleaning attachment on a very dusty fabric shade	Wipe paper or plastic shades with a microfiber cloth to remove dust.Dust a fabric lampshade using a lint roller.Use a vacuum with a brush attachment on a very dusty fabric shade	1
105	Keep control of your garden hose.	Curl it up around a tree and store it this way.	Curl it up in an old laundry basket and store.	1
106	To cut the carbon metal tubes from an old bike.	Use a scissors to cut the tubes.	Use a saw to cut the tubes.	1
107	To eat yogurt without a spoon,	use a napkin that is shaped into a spoon.	bend the lid into a scoop to use instead.	1
108	Other then a pot, what else can you use to make blueberry lavender butter?	Use a pressure cooker.	Use a slow cooker.	1
109	Paint one part of a piece of wood while leaving the remainder untouched.	Cover the part that you want to paint with painter's tape.	Cover the part you want to remain paint free with painter's tape.	1
110	To score lines on a piece of brass, you can	Use a chopstick to score the lines	Use a scalpel to score the lines	1
111	how do you buckle into a car?	put the belt over your waist.	sit straight up and pull the seatbelt over your chest and your lap. then click it into the buckle.	1
112	To use hot water bottles without being too environmentally demanding,	purchase the cheapest brand of water bottles available.	refill the same bottle with water heated in a kettle.	1
113	bin	can hold negative vacuum easily	can hold wet octopus parts easily	1
114	How to place styrofoam into the bottom of the planter.	Grab each styrofoam sheet and place it inside the bucket until 1/3 of the planter is full.	Grab each styrofoam sheet and place it inside the planter until 1/3 of the planter is full.	1
115	Finishing the top of a log slice table.	Brush the bottom of the log slice with mineral oil.	Brush the top of the log slice with mineral oil.	1
116	How do you store hard boiled eggs in the refrigerator?	First, place eggs in hot water immediately after boiling. After they're warm, dry the eggs with a paper towel and refrigerate within 5 hours while still in their shells.	First, place eggs in cold water immediately after boiling. After they're cool, dry the eggs with a paper towel and refrigerate within 2 hours while still in their shells.	1
117	cloth	can slip through a sponge 	can slip through a net 	1
118	How to keep coffee fresher longer	Pour a bag of coffee ground into a plastic container and seal the top with plastic wrap, place the container in the refrigerator.	Pour a bag of coffee grounds into an airtight plastic container and seal the lid tightly and place container in the freezer.	1
119	To store the nutella cookies	place in an airtight container in a  warm moist place for up to a week	place in an airtight container in a cool dry place for upto a week	1
120	How did Amazon get its name?	"An often reported story on how Amazon got its name is that Jeff Bezos, Amazon's founder, had at first suggested ""cadaver"" as it rhymes with Abracadabra. His lawyer thought it would be better to have an exotic name, so they chose Amazon as it begins with the letter A, thought to be an advantage when searching for companies or services."	"An often reported story on naming the company describes the founder, Jeff Bezos, telling his lawyer he wanted to call the company ""cadabra"", from abracadabra. When his lawyer thought he said ""cadaver"", Mr. Bezos decided Amazon was a better choice as it sounded exotic, and it started with A which may have been an advantage to customers finding the name near the top in a directory when searching for companies or services."	1
121	If I'm out of mod-podge, what is a substitute?	Kinetic Sand	White Glue	1
122	What can you use to cut the wrapping paper into desired shape	Use a brush to cut the wrapping paper into desired shape	Use a scissor to cut the wrapping paper into desired shape	1
123	how to make a bank deposit	When you deposit cash at a bank or credit union, you typically need to use a deposit slip. That's simply a slip of paper that tells the teller where to put the money. Write your name and account number on the deposit slip  amount of money you are withdrawing	When you deposit cash at a bank or credit union, you typically need to use a deposit slip. That's simply a slip of paper that tells the teller where to put the money. Write your name and account number on the deposit slip and the amount of money you are depositing	1
124	To know what your home smells like to guests,	sit in your home for a day while thinking about the smell.	leave for a day and then smell the home when entering it.	1
125	To stop the clock in a basketball game,	throw the ball out of bounds.	call a time out.	1
126	To make your hair soft.	Cut your hair short, All of the hair will be soft and fresh. If you want it even softer you can use Moroccan oil on it after the shower, just a few drops distributed throughout.	Coat it in coconut oil and put a shower cap over it for an hour before shower. Wash and condition as usual.	1
127	How do I grind the concrete properly when making a concrete countertop>	keep your grinder as flat as possible on the surface, especially with the rougher grit pads. . Continue grinding until you have the desired marble exposed	keep your grinder as flat as possible on the surface, especially with the rougher grit pads. . Continue grinding until you have the desired aggregate exposed	1
