	question	option1	option2	label
10	To cook dough into a satisfying, delicious bread, you can	Bake it a 450 F in a metal pan in the oven until golden brown	Bake it on high in a metal pan in the microwave until golden brown	0
11	to protect a Christmas ornament in storage	wrap the ornament in packing paper, secure the paper with Scotch tape, place ornament into a box	wrap the ornament in tinsel, secure the tinsel with Scotch tape, place ornament into a box	0
12	remove a twist off beer bottle cap	use your hand to twist the cap to the left and pull off	use your hand to twist the cap downward and pull off	0
13	How does one eat a kiwifruit?	Cut one end of the fruit off with a paring knife as close as possible to the edge. Use a spoon to scoop out the inside of the fruit to eat.	Cut one end of the fruit off with a paring knife as close as possible to the edge. Use the knife to scoop out the inside of the fruit to eat.	0
14	Eliminate gunk from garden shovel.	Spray WD-40 on shovel and scrub with rag.	Spray hairspray on shovel and scrub with rag.	0
15	tumbler	can contain the  blade 	can paint  blade 	0
16	How to charge your apple watch.	Place the watch on its charger and let sit overnight.	Place the watch on its charger and make sure it charges to 100%, if you take it off earlier it could potentially limit the battery life.	0
17	How to avoid newspaper ink on one’s fingers	Take the day’s newspaper and unfold completely. Carefully and thoroughly iron the newspaper on medium heat and separate each page till cool. Refold the newspaper.	Take the day’s newspaper and unfold completely. Carefully and thoroughly iron the newspaper on extreme heat and separate each page till cool. Refold the newspaper.	0
18	Untangle a shoe lace knot.	Rub cornstarch on knot.	Rub mashed corn on knot.	0
19	To prepare the canned beans for the salad,	pour the beans from the can into a colander in your sink, and rinse the beans well with cool water and drain.	pour the beans from the can into a bowl in your sink, and rinse the beans well with cool water and let them soak.	0
20	How to Write and Publish a Children's Picture Book	You will want to have between 24 and 34 pages that tell your story. Select a theme that will be enjoyed by preschoolers through the age of 7 years old	You will want to have between 240 and 340 pages that tell your story. Select a theme that will be enjoyed by preschoolers through the age of 7 years old	0
21	How to cover stamp in ink.	Carefully fill a bowl or plate with desired ink. Lower stamp onto ink evenly and slowly. Use the stamp quickly before the ink dries.	Take a brush and paint the bottom half of the stamp with the desired ink until it is coated evenly.	0
22	To tell when yeast is done, you can	Wait for it to become foamy	Wait for it to become creamy	0
23	To get a rebound in a basketball game,	jump up and grab the basketball after a shot is missed.	jump up and grab the basketball after a shot is made.	0
24	Fix stinky bad breath.	Put a slice of cucumber on roof of mouth for half a minute.	Put a slice of jalapeno on roof of mouth for half a minute.	0
25	To make a bar cart out of IKEA furnitire	Purchase a Vittsjo laptop desk from IKEA and assemble it according to the instructions, then turn the desk onto its side. Screw in industrial casters on the bottom of the feet so that the desk will roll when it is stood upright.	Purchase a Vittsjo laptop desk from IKEA and assemble it according to the instructions, then turn the desk onto its side. Screw in industrial casters on the top of  the desk so that the desk  will roll when it is stood upright.	0
26	How do you use a pastry cutter to cut shortening into the dry ingredients?	Add the shortening to the dry ingredients. Use the cutter to lightly toss some of the dry mix over the shortening. Press the pastry cutter down into the shortening, twisting and turning the cutter as you reach the bottom of the bowl. Use the cutter to fluff the dry mix over the shortening again. Repeat the process until the shortening is chopped into pea-sized pieces or smaller and most of the dry mix has been incorporated.	Add the shortening to the dry ingredients. Use the cutter to spread the dry mix over the shortening. Stir the cutter around the bowl in progressively small circles until you reach the center of the bowl. Use the cutter to fluff the dry mix over the shortening again. Repeat the process until the shortening is chopped into all the pieces or smaller and most of the dry mix as been incorporated into the wet mix.	0
27	How do you make a pillow with a design you created.	Cut out a design from adhesive paper and spray paint the design then remove the paper.	Cut out a design from paper towel and spray paint the design then remove the paper.	0
28	To get a design on wood without a laser cutter.	Use a cut-out template and spray paint the design on.	Use a solid template and spray paint the design on.	0
29	To prevent burning cheese when cooking a dish with cheese on top,	add the cheese five minutes before it finishes to prevent burning,	add the cheese right away to get the proper sear on the cheese.	0
30	How can I fill the pond I just made in my backyard?	Take a hose, turn it on and lay the hose into the pond, watch it fill to the top, making sure to stop it when the water reaches the top.	Take a cup and fill it with water, pour the cup of water into the pond one cup at a time, making sure to stop pouring when the water reaches the top?	0
31	To cut perfect cookies	With scissors, cut a large rectangle of baking parchment and lay it out on a cutting board. Still in the bowl, take your cookie dough and roll it into a ball with your clean hands. Place the ball in the center of the baking parchment and start rolling it back and forth with your hands, so that it starts to elongate into a fat cylinder. Keep rolling back and forth, keeping the shape evenly cylindrical as it lengthens, until it's a long, fat sausage the width of the cookies you want to make. Tuck the ends of the parchment over the ends of the dough, and starting at one side tightly wrap the sausage of dough up in the parchment. Place it in the refrigerator overnight to cool. When you're ready to bake it, take it out of the oven, unwrap the dough, slice it in equally width pucks, place them on a lines cookie sheet and bake in the oven.	With scissors, cut a large rectangle of baking parchment and lay it out on a cutting board. Still in the bowl, take your cookie dough and roll it into a ball with your clean hands. Place the ball in the center of the baking parchment and start rolling it back and forth with your hands, so that it starts to elongate into a fat cylinder. Keep rolling back and forth, keeping the shape evenly cylindrical as it lengthens, until it's a long, fat sausage the width of the cookies you want to make. Tuck the ends of the parchment over the ends of the dough, and starting at one side tightly wrap the sausage of dough up in the parchment. Place it in the refrigerator overnight to cool. When you're ready to bake it, take it out of the oven, and with the dough still wrapped slice it in equally width pucks, place them on a lines cookie sheet and bake in the oven.	0
32	Reduce gas use on stove.	Line stove with saran wrap to increase heat.	Line stove with foil to increase heat.	1
33	watering can	pour water into a paintbrush easily	pour water into a vase easily	1
34	Use a washing machine.	Gather all your dirty clothes and put in the washer. Close the door and open the detergent drawer. Add 1/2 cup dish detergent and push the button to start the machine.	Gather all your dirty clothes and put in the washer. Close the door and open the detergent drawer. Add 1/2 cup clothing detergent and push the button to start the machine.	1
35	how to unclog a toilet without a plunger	Pour 1 cup baking soda and 2 cups drywall mud into the toilet. Allow it to fizz for a half hour. If the clog doesn't dissipate, try the hot water trick to unclog a toilet without a plunger	Pour 1 cup baking soda and 2 cups vinegar into the toilet. Allow it to fizz for a half hour. If the clog doesn't dissipate, try the hot water trick to unclog a toilet without a plunger	1
36	How to make a Straw Oboe	To make a Straw Oboe, you'll first need to gather some materials. You will need a drinking straw; One sno-cone; Scissors; Masking tape; Pencil	To make a Straw Oboe, you'll first need to gather some materials. You will need a drinking straw; One paper cone cup; Scissors; Masking tape; Pencil	1
37	Open a can of tuna.	Clamp down on the middle of the can with the can opener, then twist the crank to cut open the lid of the can.	Clamp down on the edge of the can with the can opener, then twist the crank to cut open the lid of the can.	1
38	How to make a white wash.	Take 66ML of paint and put it in a bottle with 33ML of water. Shake the bottle vigorously without the capping the bottle until mixed.	Take 66ML of paint and put it in a bottle with 33ML of water. Close the cap and shake the bottle vigorously until mixed.	1
39	how do you shovel a driveway of snow?	use your car to move the snow.	use a shovel to pick up the snow in your way, and then toss the snow over to a pile where it won't be in the way.	1
40	make an indention in a cookie	remove cookie from cookie sheet and press a toothpick into the center.	immediately after removing from oven, press the back of a cold spoon onto the middle of the cookie.	1
41	To attach a sheltering tarp to a bike basket	Use nails and chalk to make a decorative tie off for your rolled up cover.	Use buttons and string to make a decorative tie off for your rolled up cover.	1
42	how do you center a picture?	put it on the edge.	put it in the middle.	1
43	How to protect your work surface while staining wood	Line your work station with glue and newspaper to protect it from wood stain.	Line your work station with plastic and newspaper to protect it from wood stain.	1
44	Where can I take my dog to play	You can go to your nearest garden and let it play with others	You can go to your nearest dog park and let it play with others	1
45	How do I clean a pair of satin high heels?	Prepare Your Shoes. Using a dry cloth, gently wipe all dust and dirt off of the shoes. ...    Blot the Stains. Dampen a dirty rag with cold water. ...    Dry. Dry your satin heels immediately with a hand towel. ...    Deeper Cleaning. ...    Dab the Stains. ...    Remove the Soap Residue. ...    Dry the Satin Heels.	Prepare Your Shoes. Using a dry cloth, gently wipe all dust and dirt off of the shoes. ...    Blot the Stains. Dampen a cloth with cold water. ...    Dry. Dry your satin heels immediately with a hand towel. ...    Deeper Cleaning. ...    Dab the Stains. ...    Remove the Soap Residue. ...    Dry the Satin Heels.	1
46	How to Make Balloon Rocket Cars	To make balloon rocket cars, first gather your supplies. For the vehicle, you will need 1 corrugated sheet of cardboard or plastic; 2 plastic coffee stirrers; 1 plastic drinking straw cut into two equally sized pieces; 4 foam disks for the wheels (or cardboard cut into small circles) Tape; For the Rocket Balloon Power you'll need 1 plastic drinking straw; 1 roll of bubble wrap	To make balloon rocket cars, first gather your supplies. For the vehicle, you will need 1 corrugated sheet of cardboard or plastic; 2 plastic coffee stirrers; 1 plastic drinking straw cut into two equally sized pieces; 4 foam disks for the wheels (or cardboard cut into small circles) Tape; For the Rocket Balloon Power you'll need 1 plastic drinking straw; 1 Balloon	1
47	What are some steps to consider when applying to colleges?	Start the College Application Process.    Ignore the FAFSA.    Fill Out the Common App.    Write a Standout College Essay.    Ask for Recommendation Letters.    Learn the Ins and Outs of Financial Aid.    Decipher College Tuition Costs.    Find Scholarships to Pay for College.	Start the College Application Process.    Complete the FAFSA.    Fill Out the Common App.    Write a Standout College Essay.    Ask for Recommendation Letters.    Learn the Ins and Outs of Financial Aid.    Decipher College Tuition Costs.    Find Scholarships to Pay for College.	1
48	how to make amatriciana	Saute 4 ounces diced pancetta in olive puree with lemons over medium heat until almost crisp. Add 2 sliced onions; cook until softened. Add one 28-ounce can whole tomatoes (crushed by hand) and 1 cup water; season with salt and red pepper flakes. Simmer 20 minutes; stir in 1/2 cup chopped parsley. Add cooked bucatini and toss, adding up to 1/2 cup pasta water. Stir in 3/4 cup grated Parmesan.	Saute 4 ounces diced pancetta in olive oil over medium heat until almost crisp. Add 2 sliced onions; cook until softened. Add one 28-ounce can whole tomatoes (crushed by hand) and 1 cup water; season with salt and red pepper flakes. Simmer 20 minutes; stir in 1/2 cup chopped parsley. Add cooked bucatini and toss, adding up to 1/2 cup pasta water. Stir in 3/4 cup grated Parmesan.	1
49	If I find hair in my food and return it, how can I be SURE I am getting a replacement item and not the same dirty food back?	Heavily salt your table before sending it back, that way if the food sent to you is salted you'll know they didn't do anything except move the hair.	Heavily salt your food before sending it back, that way if the food sent to you is salted you'll know they didn't do anything except move the hair.	1
50	Unshrink a T-shirt.	Soak shit in warm water and hair spray for 10 minutes.	Soak shit in warm water and hair conditioner for 10 minutes.	1
51	How to remove smells from a musty basement or other lingering odors.	If simply opening the doors and windows doesn't remove the smells, you know their source is embedded more deeply. A treatment of ozone throughout the area will decontaminate and deodorize the area including rugs and walls in a few hours. Make sure there is no one in the house, and clear out the ozone before allowing people back in, by closing the doors and windows afterward.	If simply opening the doors and windows doesn't remove the smells, you know their source is embedded more deeply. A treatment of ozone throughout the area will decontaminate and deodorize the area including rugs and walls in a few hours. Make sure there is no one in the house, and clear out the ozone before allowing people back in, by opening the doors and windows afterward.	1
52	To attach wooden slats together and ensure that they're flush, you can	Rubber band them in place	Glue them in place	1
53	Reduce hand cramps.	Press down on the fat part under your middle finger.	Press down on the fat part under your thumb.	1
54	how to melt chocolate	Place chopped chocolate in the bottom of a double boiler or a heatproof bowl set over (not in) a saucepan of simmering water; cook, stirring occasionally, until melted, 2 to 3 minutes.	Place chopped chocolate in the top of a double boiler or a heatproof bowl set over (not in) a saucepan of simmering water; cook, stirring occasionally, until melted, 2 to 3 minutes.	1
55	How to make bourbon caramel sauce.	Place almond milk, sugar, maple syrup, molasses and sifted corn starch in a medium sauce pan and bring to a boil on medium heat. Reduce heat to low and continue cooking for approximately five minutes or until it has thickened. Remove from heat and add vegan butter and vodka. Blend well and set aside to cool.	Place almond milk, sugar, maple syrup, molasses and sifted corn starch in a medium sauce pan and bring to a boil on medium heat. Reduce heat to low and continue cooking for approximately five minutes or until it has thickened. Remove from heat and add vegan butter and bourbon. Blend well and set aside to cool.	1
56	How do you put pasta into a pot of boiling water?	Take some pasta in your hand and bring it to the pot of warm water. Place the pasta noodles into the water. Use a spatula to help guide the noodles into the water.	Take some pasta in your hand and bring it to the pot of boiling water. Place the pasta noodles into the water. Use a spatula to help guide the noodles into the water.	1
57	How do you fold a paper airplane?	Fold the top corners of the paper so that they meet each other in the middle and form a square shape at the top. Fold the paper down the center where the two corners meet. Then fold the straight edges of each side in half until they reach the base of the plane.	Fold the top corners of the paper so that they meet each other in the middle and form a triangular shape at the top. Fold the paper down the center where the two corners meet. Then fold the straight edges of each side in half until they reach the base of the plane.	1
58	What can I add to my cookies to make them tastier?	Add some little potato chip crumbles to the cookie batter before baking.	Add some little chocolate chips to the cookie batter before baking.	1
59	To prevent a shaving blade from rusting,	leave it soaking in a glass when not being used.	always dry it with a towel before storing it.	1
60	To see why LED won't turn on in Tiny 9V Clip Flashlight.	Check polarity of holder connections.	Check polarity of wire connections.	1
61	two large spoons	can be hit on  someone's flesh to make music	can be hit on  pots to make music	1
62	Paint your cabinets.	This requires some work. First clean your old cabinets. Remove knobs or handles. Use plaster on them, fill in any holes and cover marks. Once that is done paint with color of your choice.	This requires some work. First clean your old cabinets. Remove knobs or handles. Use Kilz primer on them. Once that is done paint with color of your choice.	1
63	Improve posture of kids.	Let them sit on basketballs during homework.	Let them sit on exercise balls during homework.	1
