	sentence	label
34	this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wan na have fun into a rousing treatise of sensual empowerment .	1
35	nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks .	1
36	impostor does n't do much with its template , despite a remarkably strong cast .	1
37	the pitch must have read like a discarded house beautiful spread .	1
38	like a can of 2-day old coke . you can taste it , but there 's no fizz .	1
39	the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .	1
40	the film is predictable in the reassuring manner of a beautifully sung holiday carol .	1
41	fast-paced and wonderfully edited , the film is extremely thorough .	1
42	the film presents a brief but intriguing biography of its subject .	1
43	smart science fiction for grown-ups , with only a few false steps along the way .	1
44	cold , pretentious , thoroughly dislikable study in sociopathy .	1
45	after collateral damage , you might imagine that most every aggrieved father clichM-i has been unturned . but no .	1
46	the movie slides downhill as soon as macho action conventions assert themselves .	1
47	even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .	1
48	the movie is a meditation on the love and envy that russia has always felt toward europe , and i wo n't pretend i got more than 30 percent of what was going on .	1
49	in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .	1
50	lucky break is perfectly inoffensive and harmless , but it 's also drab and inert .	1
51	seldom has a movie so closely matched the spirit of a man and his work .	1
52	works both as an engaging drama and an incisive look at the difficulties facing native americans .	1
53	the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .	1
54	the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack .	1
55	it is von sydow who gives intacto its gravity , resonance , soul .	1
56	a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .	1
57	its story is delicate and moving , and the film is a wholly commendable effort , if not quite as successful as majidi 's previous works .	1
58	likely to expertly drum up repressed teenage memories in any viewer .	1
59	hayek is stunning as frida and . . . a star-making project .	1
60	what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .	1
61	without september 11 , collateral damage would have been just another bad movie . now it 's a bad , embarrassing movie .	1
62	sayles . . . once again strands his superb performers in the same old story .	1
63	so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed .	1
