sentence	label
IBM Seeks Settlement of Pension Lawsuit A US District Court Judge ruled last year that Big Blue had violated age-discrimination laws by amending its pension plan in a way that would make older employees accrue retirement benefits at a lower rate than younger workers.	2
Stocks Open Higher After CPI, HP Earnings US stocks opened higher on Wednesday after news that core inflation rose only slightly more than expected last month. Strong earnings from computer maker Hewlett-Packard Co.	2
Cigna Profit Rises in Third Quarter Health insurer Cigna Corp. on Wednesday posted a higher quarterly profit as it saw growth in its health care segment and recognized a gain on the sale of its retirement benefits business.	2
Shock jock Stern has \$690m to launch his ego into orbit HOWARD Stern, the New York radio star with the super-sized hair and ego, has given censors the finger by announcing a \$US500 million (\$690 million) deal to move over to the fledgling and largely unregulated airwaves of satellite radio.	2
Baxter pulls flu vaccine from British test Baxter International has pulled its flu vaccine from a clinical trial in Britain because of side effects. Baxter, of Deerfield, Ill.	2
Update 4: Walgreen Earnings Rise 18 Percent in 4Q Walgreen Co. increased its fourth-quarter profits by 18 percent despite slower growth in prescription drug sales industrywide, taking market share from competitors as it gains ground on the biggest US retailers.	2
Proxim, Symbol settle in patent case The two companies reach a settlement and sign a cross-licensing agreement, ending years of litigation over patent infringement.\	3
Symbol Technologies Announces Court Approval of Shareholder &lt;b&gt;...&lt;/b&gt; HOLTSVILLE, NY --(Business Wire)-- Oct. 21, 2004 -- Symbol Technologies, Inc. (NYSE:SBL), The Enterprise Mobility Company(TM), today announced the United States District Court for the Eastern District of New 	3
CE Players Unveil Broadband on a Chip Four consumer electronics companies are moving into production of a new 64-bit chip for non-PC devices in a bid to address the next generation of broadband services piped into the home.	3
Court Case Pits Google and Geico A trademark infringement suit against Google may alter how the search industry makes a profit.	3
Lexmark loses case on toner Static Control Components scored a big legal win Tuesday after a US appeals court lifted a ban on sales of the Sanford company #39;s rebuilt toner cartridges.	3
Microsoft Warns Asian Govts of Linux Lawsuits  SINGAPORE (Reuters) - Microsoft Corp. warned Asian  governments on Thursday they could face patent lawsuits for  using the Linux operating system instead of its Windows  software.	3
Intel seeks higher performance from cheap desktops A new chipset offers high-end features for less cash, an effort to spark PC makers to update their low-price offerings.	3
Silicon to help explain origins of the universe ST. PETERS, Mo. - The origins of the universe could soon be uncovered with the help of silicon and other materials. In 2001, NASA launched a robotic spacecraft from Cape Canaveral, Fla.	3
