premise	hypothesis	label
Confetti is in the air among a huge crowd of people at some kind of celebration.	There is colored paper above a crowd.	0
A girl smiles while a boy makes a V sign behind her head.	A girl smiles.	0
Musicians play at night in front of an old-looking building.	Musicians are performing in front of a building.	0
A man rides a bicycle towards a European-style skywalk.	The man rides a bicycle	0
Men playing during a concert wearing feather boas.	the men are playing	0
A man on a snowboard is grinding a ramp.	A man tries a snowboarding trick.	0
Two people in hockey uniforms on the ice.	Hockey players on the ice rink.	0
A man in a blue checked shirt is walking on the street with his hand in his pocket, and passing an orange cone.	a man is walking	0
A dog running through a lot of twigs.	A dog runs through twigs.	0
Man lying under palm tree	The man is outdoors.	1
An elderly Asian women, pushes a cart with bags on it, through the street.	The woman is strong	1
A man is leaning on a skateboard while holding onto a pole.	a man knows how to ride a skateboard	1
Person on swing	the person on swing with baby	1
A small, Asian girl wearing a white outfit running down the street while there is a woman wearing a pink baseball hat behind her in the distance.	two females are playing tag in the street.	1
A woman in a short red dress and black boots stands while playing an electrified red cello.	The sound of the cello is very loud.	1
A black man sitting inside a postal drop box.	a man is sitting in a postal drop box waiting to scare someone	1
A person with a sweater on is carrying a back and walking beside a little girl wearing a backpack as she pushes a cart.	A mother takes a walk with her daughter.	1
A group of people walking by a lake.	There are people walking in warm weather	1
Using an anvil, a worker shapes a piece of metal.	The worker is making a sculpture using an anvil.	1
People watching performance in a nightclub.	People are watching a comedy show.	1
A woman smiles while holding several green peppers at a grocery stand.	A woman has just purchased green peppers.	1
A group of anime cosplayers gather for a photo.	A group of cosplayers are at a convention.	1
two people wearing masks, one green one purple.	Tall humans wearing masks	1
An older man, dressed in red, yellow, and black, is standing outside waving a large flag and a long horn.	An older man is proudly waving a large American flag.	1
Two women wearing colorful skirts and t-shirts are dancing in a dirt clearing in the center of a circle of other women, who are clapping.	Two women are in the woods.	1
A senior sitting on a stone path giving a shoeshine.	A person shines shoes for a dollar.	1
A young girl in red Snoopy pants is holding a very small baby on her lap.	girl holds new brother	1
Two men sit at a pier with a pair of cranes stand in the background near a building.	Two men are friends.	1
A singing choir with purple and white decorations.	A choir singing with pimp-themed decorations.	1
A black dog and a brown dog are jumping up to catch a red toy.	the dogs are outside	1
A man in a brown sweater and a woman smile for their video camera.	A couple is making home videos of happy moments.	1
A man relaxes on a fence during sunset.	The man is a farmer.	1
A little boy with yellow swim goggles, in blue stripe topped shirt and blue pajama pants caught in midair at home.	A little boy experiences joy and trust that only happens when we are very small, being tossed up high by adults.	1
Three friends skateboarding on an inviting street.	The three friends are students that are playing hooky from their local school.	1
Two young woman are walking on a sidewalk surrounded by other young people.	The two women are college students.	1
A waiter presenting an order to the kitchen staff.	A cook is taking an order from a waiter.	1
Three men taking an afternoon nap.	The construction workers take a nap in the field.	1
a quad launches from a dirt jump.	The quad is in a trick competition.	1
A woman standing on what looks like a Roman street.	A woman is waiting for her husband.	1
Picture of men on horses in the street.	Policeman sitting on horses on the street.	1
A man sitting on a bus bench while listening to music.	The man is sitting on a bus bench listening to rock.	1
3 safety jacket clad Construction workers appear to be poking something interesting with their shovels.	3 construction workers on their lunch break.	2
Two men are kayaking in yellow kayaks in a race.	Two men watching a race.	2
An old man in a red hat is holding open a door.	A young newlywed holds the door for his bride.	2
Cop wrestle one man with his hand sticking up in the air as other cops watch.	Cops practice their card playing skills.	2
A woman in jeans and a black jacket standing on the road in front of a white and red bus.	THe wom	2
A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.	A man with short hair and a goatee holds a trombone as he sits in front of a Russian flag.	2
2 people are cooking hotdogs in a pot over a fire outside in the snow.	People cook outside on a bright and sunny summer day.	2
A man in a red shirt is throwing a frisbee while another man wearing a white t-shirt is trying to stop him from making the throw.	The two men are taking a shower.	2
A woman in a brown shirt looking down.	Nobody is looking	2
A man sits and works on a crafts project.	A man is hard at work in the courtroom on a trial.	2
Man carries bike over obstacle	A sailor mops the deck as the sun sets behind him on the ocean	2
A group of people are standing outside staring at various people lying on the ground.	People swimming	2
A black dog with white paws is jumping on hay bales.	A white dog with black paws laying down on hay.	2
A man squatting and wearing a hat.	A man in a hat is taking a nap under a tree.	2
a middle-aged hockey player swerving on the ice	A man is fishing at the lake.	2
Three individuals examine a table full of bags with other tables and people are in the background.	There are two individuals talking to each other.	2
A group of women blending drinks and getting ready for a party.	Some people are cooking at a party.	2
A kid wearing glasses and a brown shirt is feeding a swan a large loaf of bread	A kid wearing glasses and a brown shirt is laughing at a cow.	2
man scaling wall with fire in hand	A man is driving a car.	2
The woman in the brown shirt is sitting on a bright red bench.	A shirtless women standing on a bench.	2
A man in a blue sweatshirt and a child in a tan sweater walk in opposite directions in a crowded metropolitan area.	The man and child are holding hands	2
A dancer in a dancing pose on the street, audience in the backgound.	The dancer is dancing on stage	2
A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.	The man is not going to eat or drink anything.	2
An orchestra teacher is teaching his kids.	The kids are sleeping.	2
Several people, including a man in a green shirt and a woman wearing a scarf, are dancing at a party.	A group of teenagers taking the SATs.	2
A large crowd gathers for a night in the city.	A small collection of people gather during the day.	2
The boy in red is holding his shoe over his head.	A girl is riding a bike.	2
Two men meet by a fountain engulfed in lights, they are wearing Winter coats.	Two men are playing tennis.	2
A woman picking up a child from the floor	A woman drops the child.	2
Two dogs both have the same stick in their mouth while they are swimming.	Both dogs play with separate sticks.	2
Three people doing some sort of yard work that involves a tarp.	The 3 people are at the pool relaxing for the day.	2
A man sitting on the left near a man walking along the side of a street with colorful buildings.	Nobody is sitting	2
