premise	hypothesis	label
A baby decides to pack himself away in a suitcase.	A baby ends up in a suitcase.	0
A man in a black shirt and red pants walks down a corridor.	A man with  clothes on.	0
People walking the streets of Berlin.	People are walking to get to work	1
A man is playing guitar while young children dance around him and older children play soccer.	A man is playing guitar as children sing along.	1
A girl with brown eyes sits in the water.	A girl with brown eyes is swimming.	1
A man in a white shirt and black pants looks on as other people are seated at tables beneath green umbrellas.	A man has a white long-sleeve shirt.	1
An elderly man is cooking hotdogs outside.	An elderly man is grilling in his yard.	1
A man wearing an orange jumpsuit is working underneath a railroad car.	A man is working on a railroad car as the passengers watch on.	1
A woman wearing a short dress and high heels walking in front of two men carrying a large bottle while walking beside a white car.	Two men are carrying a large wine bottle.	1
A woman and a girl are sitting on a tile floor behind a wooden rack for weaving.	A woman and girl are sitting together.	1
A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain.	The horse is running.	1
The men in the long dress wardrobe are putting on a show.	Men wearing long dresses are standing onstage performing a play to a crowd.	1
An older gentleman riding a motorcycle.	There is another passenger.	1
A street performer entertains tourists with a fake bird in a cage.	A magician takes his act to the streets.	1
Two young people are walking outside past a two-toned wall.	Two young people are walking past a wall covered in graffiti.	1
A man and a woman are holding a sign that says teaching children.	The couple are protesting.	1
A woman in a small top and wearing bracelets drinks from a bottle outside.	A sad woman in a small top and wearing bracelets drinks from a bottle outside.	1
The man with the red tie is making faces.	The clown with a red tie makes funny faces at the birthday boy.	1
A black and white dog is playing with a Frisbee outside.	Dog fetching frisbee with owner.	1
Two individuals are working a food booth.	Two men working at classy burger stall	1
A girl blows a whistle.	The girl is a referee.	1
People standing on a sidewalk listening to a man playing an instrument.	The man is playing the harmonica.	1
a boy runs through the puddle.	A boy is getting wet.	1
A group of people entering a building.	People are entering a bank.	1
A man resting his legs on spool of metal cable.	A man sits down after a hard days work.	1
A skier performs a high jump in a snow-covered valley.	The athlete is practicing for the Olympics.	1
someone using a microscope is working on something really small	someone using a microscope is working hard on something really small	1
A girl and boy wearing swimming goggles have their arms around each other.	A brother and sister are touching.	1
A woman is looking at a group of photographs.	A woman is enjoying the picture album.	1
A girl in a white hat is jumping to play tennis.	A girl is jumping to hit a fast ball in tennis.	1
A woman in a black shirt is hugging a man.	The man and woman who are hugging know each other very well.	1
A man wearing green goggles watches as a woman in green goggles and holding a torch solders some metal on top of wooden blocks.	The people solder for a living.	1
A young boy is playing his guitar in his pajamas on a couch.	The child is sitting on a sofa playing his musical instrument after swimming.	1
A graffiti artist paints over a poster on a brick wall.	A woman spraypaints over an advertisement.	1
A group of people are standing around waiting for a train.	The people are riding bicycles.	2
Two gondoliers sitting in Venice	Two Asian women sitting in Japan.	2
A girl skips rope.	A girl is eating	2
Black people climbing up to a roof.	Black people climbing a fence.	2
Men in gas masks kneel in front of a large audience.	Men dance in front of audience.	2
A group of sports players from Argentina are on a basketball court.	The men are standing on the ice arena.	2
People riding bikes in a town while traffic goes by over the water.	Bike riding through the desert.	2
Three men on horseback rope a calf at a rodeo.	Three men on zebraback	2
A boy is posing with a metal ladle in each hand.	A cat eating some of his food.	2
A man and two children help put groceries on the check-out conveyor belt.	The man and two children are driving home.	2
A little girl gets her picture taken while on the merry-go-round.	A boy is on the monkey bars.	2
Finally he got one bar on his wifi connection.	A man finally gets power to his home.	2
Three women standing by a table with drinks on it on a city sidewalk.	Women are eating their meal at an expensive restaurant.	2
Three women are rollerskating in full roller derby attire.	The three women are ice skating.	2
Two soccer players, one wearing red and one wearing white, are competing to kick a soccer ball across a soccer field.	Two girls are frolicking	2
A man is waist deep in water with a fishing net and box.	A man sits on the shore of the lake skipping rocks	2
A dog running through water.	The cat is in the ocean.	2
Three dogs play with a red ball.	three cats sleep peacefuly in a box	2
Brown and white dog with baseball in mouth, field and building.	The dog is black.	2
A woman in a red sweater, along with two young boys, eating from red heart shape plates at a wooden table.	Two boys are eating from square plates at a formica table.	2
A dog bounding across the sandy landscape in front of people watching.	The people are watching a car wreck.	2
A person wearing a cone-shaped hat is walking down the street with many bags.	A person is not carrying any bags.	2
The boy is wearing a jacket.	The boy is swimming.	2
A policeman rides his motorcycle while a truck displaying a very provocative ad is in front of him to the left.	A truck had no ads or stickers.	2
Two people are dressed in green and purple outfits wearing masks.	Two people are not wearing anything, they are naked.	2
Cheerleaders in red and white uniforms cheering in the street.	No cheerleaders are present	2
A band plays bathed in stage lights.	A band is playing in the dark.	2
Three muzzled black dogs race through the grass.	Three white dogs walk through some grass	2
a person jumping off of a sand dune.	The sand dune is on the moon.	2
A man in a bright green shirt with a baseball hat is in a high reach cutting down a tree.	A man climbs a tree.	2
A bride and a groom are sitting by a tree smiling at one another.	the couple are going through a divorce	2
A person on a bike laying on a small dirt road with several other people in the background.	A person is fixing a flat tire on their car.	2
