	question	option1	option2	label
41	To put a bedspread on correctly	toss the bedspread on the bed covering it, pull the to corners near the head down to the floor, fold back the top by the head, place the pillows at the foot of the bed, and pull the top of the spread up over the end of the mattress.	toss the bedspread on the bed covering it, pull the to corners near the foot down to the floor, fold back the top by the head, place the pillows on it covering part of the fold, and pull the top of the spread up over the pillows.	1
42	to   determine which eggs have a developing baby chick inside and which eggs do not	shine a very bright flashlight into the chick and looking for signs of an egg	shine a very bright flashlight into the egg and looking for signs of a chick	1
43	To make an ink stamp from a rubber sheet.	Draw your design on the sheet then cut out with scissors and a hobby knife.  Arrange piece then apply spray adhesive to a piece of paper, press firmly on piece then let dry.	Draw your design on the sheet then cut out with scissors and a hobby knife.  Arrange piece  then apply spray adhesive to a piece of wood, press firmly on piece then let dry.	1
44	How do I get rid of weeds in my garden?	Spray fertilizer in the areas that you want to kill the weeds and pull them.	Spray weed killer in the areas that you want to kill the weeds and pull them.	1
45	To secure metal wire around a bolt.	Wrap the wire around the bolt and clamp the wire together.	Wrap the wire around the bolt and twist the wire together.	1
46	How to dismiss a notification on an android phone	Use a finger to swipe down from the top of the display to the bottom. Find the notification you want to dismiss. Use a finger to swipe that notification from the top to the bottom, or vice versa.	Use a finger to swipe down from the top of the display to the bottom. Find the notification you want to dismiss. Use a finger to swipe that notification from the right to the left, or vice versa.	1
47	How to use a power bank	Keep the power bank well charged. Insert a cord between the power strip and phone. Do not overcharge either device	Keep the power bank well charged. Insert a cord between the power bank and phone. Do not overcharge either device.	1
48	How can I keep my gun safe from my kids?	Place the gun in a box in the closet or in a unlocked safe.	Place the gun in a locked box up out of their reach or locked in a safe.	1
49	Make a rice heating pad.	Cut bed sheet into a pouch, fill with cooked rice and sew.	Cut bed sheet into a pouch, fill with dry rice and sew.	1
50	sticks	float  in air 	float  in water 	1
51	how do I make avocado dressing?	1/2 an Avocado    2 tsp Lime leaves and peel    2 tsp Water    Salt & Pepper	1/2 an Avocado    2 tsp Lime Juice    2 tsp Water    Salt & Pepper	1
52	How can you make a space saver rack in your garage?	Build racks, from screwed-together 2x2s, It’s quick, easy and inexpensive,  use 5-in. lag bolts to secure the racks to the floor joists but be sure to leave several inches of clearance between the bottom of the rack and the opened door.	Build racks, from screwed-together 2x2s, It’s quick, easy and inexpensive,  use 5-in. lag bolts to secure the racks to the ceiling joists but be sure to leave several inches of clearance between the bottom of the rack and the opened door.	1
53	To add grip to metal plumbing pipes for costume props.	Wrap the pipe with wax paper.	Wrap the pipe with duct tape.	1
54	How can I keep dirty shoes away from clean ones in the closet?	Wrap them in duct tape.	Wrap them in shower caps.	1
55	To grill vegetables using wooden skewers safely.	Wipe down the wooden skewers with water beforehand.	Soak the wooden skewers in water beforehand.	1
56	how to fill a cupcake	Bake your cupcakes and let them cool completely. ...    Insert a decorating tip into a paper bag. ...    Fill the bag with 1 to 2 tablespoons of your desired filling. ...    Insert the tip into the top of the cupcake. ...    Squeeze the filling into the cupcake. ...    Frost and decorate the cupcake as desired	Bake your cupcakes and let them cool completely. ...    Insert a decorating tip into a piping bag. ...    Fill the bag with 1 to 2 tablespoons of your desired filling. ...    Insert the tip into the top of the cupcake. ...    Squeeze the filling into the cupcake. ...    Frost and decorate the cupcake as desired	1
57	How to transport furniture without any damage?	Wrap rope around the top of furniture and secure it to the vehicle with some pool foam	Wrap pool foam around the edges of furniture and secure it to the vehicle with some rope	1
58	To improve the texture of dough that is too dry,	add a spoonful of sugar to the dough.	add a small bit of water to the dough.	1
59	How to prevent irritation after shaving?	Ensure that you use enough lather when shaving, apply moisturizer before shaving and afterward rinse the skin properly	Ensure that you use enough lather when shaving, afterward rinse the skin properly and apply moisturizer to damp skin	1
60	how do you remember someone who's died right after they die?	have a cremation for them.	have a memorial for them.	1
61	cutting and organizing wires	Keep all the wires that are the same colors together cutting the connectors off of the wires with wire scissors.	Keep all the wires that are the same colors together cutting the connectors off of the wires with wire cutters.	1
62	counter	can carry a mold on it and people want it there	can carry a stove on it and people want it there	1
63	How to make a simple marghertia cocktail?	Combine salt, tequila and sour mix together, blend in a food processor and serve in a chilled glass with ice on the rim	Combine ice, tequila and sour mix together, blend in a food processor and serve in a chilled glass with salt on the rim	1
