	question	option1	option2	label
14	How do I evenly cut the puff pastry when making strawberry napoleons?	Once thawed, can cut the puff pastry into  equal rectangles using a ruler, a knife, or a pizza roller	Once thawed, can cut the puff pastry into  equal rectangles using a ruler, a knife, or a pizza oven	0
15	What is a quick way to find where to hang a closet rod when making a hanging plant headboard?	Mark a level horizontal line across your wall using your level and then mark all the studs you can find with your rare earth magnet	Mark a level horizontal line across your wall using your level and then mark all the studs you can find with your measuring cup	0
16	To add soy sauce to noodles.	Drain your noodles using your sieve after they are done cooking.Then add your soy sauce and mix.	Drain your noodles using your fork after they are done cooking.Then add your soy sauce and mix.	0
17	How can I eat chinese take out without getting a paper plate or eating out of the package directly?	Chinese takeout boxes have a unique design, if you unfold the package it will fold out into a stylized sort of plate that you can eat off of.	Chinese takeout boxes have a unique design, if you unfold the package it will fold out into a stylized sort of box that you can eat off of.	0
18	To make a cover to protect led's while allowing them to shine through, you can	Use a sheet of paper	Use a sheet of plywood	0
19	How do you win a Pokemon Battle?	Defeat the opponents Pokemon before losing yours.	Level your Pokemon higher than your opponent.	0
20	how do you read a book?	open the book, and read each sentence from left to right from the top of the page to the bottom.	read the words in a random order.	0
21	How do I decorate Easter eggs?	You will need to start with boiled eggs, and then will need a cup with half a cup of water and a teaspoon of vinegar, then add in 20 drops of food coloring and carefully submerge the egg.	You will need to start with raw eggs, and then will need a cup with a cup of vinegar and a teaspoon of water, then add in 20 drops of food coloring and drop the egg into the cup.	0
22	3 ingredient ice cream.	Mix 1 banana, 1/2 cup milk and 1/2 cup peanut butter and freeze. Scoop out when frozen and enjoy.	Mix 1 banana, 1/2 cup milk, honey and 1/2 cup peanut butter and freeze. Scoop out when frozen and enjoy.	0
23	how to clean a garage floor	Remove any moss or roots that have grown on exterior concrete. Spray the concrete. Cover the floor with a dusting of cleaner. Scrub the floor.    Rinse the concrete with clean water.	Remove any moss or roots that have grown on exterior concrete. Spray the concrete. Cover the floor with a dusting of cleaner. Scrub the refrigerator    Rinse the concrete with clean water.	0
24	To make instant dried pancake mix	In a bowl mix together 1 1/2 cups all-purpose flour, 3 1/2 teaspoons baking powder, 1 tablespoon sugar, 1/2 teaspoon salt with a spoon, and pour into a plastic bag. This dried pancake mix can be turned into a delicious breakfast by adding 1 1/4 cups milk, 1 beaten egg and 3 tablespoons melted butter.	In a bowl mix together 1 1/2 cups tablespoons flour, 3 1/2 teaspoons baking powder, 1 tablespoon sugar, 1/2 teaspoon salt with a spoon, and pour into a plastic bag. This dried pancake mix can be turned into a delicious breakfast by adding 1 1/4 cups milk, 1 beaten egg and 3 tablespoons melted butter.	0
25	Make a cookbook holder for cooking	Using a clothing hanger that has clips, place the open cookbook into the hanger clips and hang the cookbook onto a knob on your cupboard.	Using a clothing hanger that has a rod, place the open cookbook over the hanger rod and hang the cookbook onto a knob on your cupboard.	0
26	Remove pet hair from car seats.	Wet dish washing gloves and run along seats.	Use dry dish washing gloves and run along seats.	0
27	How to give the head some extra support while sleeping?	It is ideal if you use a pillow.	It is ideal if you use a helmet.	0
28	To secure your seatbelt,	grab the seatbelt strap, pull it across your chest, then insert into the buckle near your hip.	grab the seatbelt strap, pull it behind your chest, then insert into the buckle near your hip.	0
29	To protect files from being lost,	back the files up to an external hard drive where the originals are not already stored.	back the files up to the same hard drive as the originals are stored on.	0
30	To get the seeds out of a pumpkin.	Cut a hole in the top of the pumpkin and scrape out the seeds of the pumpkin ensuring to get all the tendrils that are connecting the seeds.	Cut a whole in the top of the pumpkin and then use a hand mixer and begin to mix up the innards of the pumpkin to make it easily removable.	0
31	What do you need to wash the outside of a car?	A bucket of water, a water hose, soap and a large sponge,	Soap and Water.	0
32	Speed up freezing bottle.	Wrap wet saran wrap around bottle before freezing.	Wrap a wet paper towel around bottle before freezing.	1
33	How do you coat strawberries in chocolate?	Pick up a strawberry by the toothpick while moving leaves from the body. Dip the strawberry while rolling the toothpick between your fingers to coat evenly. Slowly pull the strawberry out with a twisting motion. Place on a piece of wax paper and repeat the process for the remaining strawberries. Place on top of the oven until ready to serve.	Pick up a strawberry by the toothpick while moving leaves from the body. Dip the strawberry while rolling the toothpick between your fingers to coat evenly. Slowly pull the strawberry out with a twisting motion. Place on a piece of wax paper and repeat the process for the remaining strawberries. Place in the fridge to chill until ready to serve.	1
34	To cook chicken until it is completely done,	cook the chicken until the internal temperature is at least 125 degrees.	cook the chicken until the internal temperature is at least 165 degrees.	1
35	What do I do with the dough for mooncakes once it has been kneaded?	Cover the dough with a slotted spoon and refrigerate for two hours	Cover the dough with plastic wrap and refrigerate for two hours	1
36	How to make Vanilla Lady fingers chocolate Ice cream at home.	In a medium mixing bowl combine 4 cups chilled whipping cream, 14 oz. can sweetened condensed milk, and 1 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric Microwave until soft Peaks form.  Fold in 3/4 cup Vanilla Lady finger cookie Pieces.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	In a medium mixing bowl combine 4 cups chilled whipping cream, 14 oz. can sweetened condensed milk, and 1 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup Vanilla Lady finger cookie Pieces.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	1
37	How do you attach survival equipment to the neck knife?	Use velcro to attach pieces to the neck knife sheath for quick access.	Use twine to tie pieces to the neck knife sheath for quick access.	1
38	how to open a jar of peanut butter.	grab the base with one hand and the top with the other. twist the top clockwise to open the lid. remove the protective film that is on the rim covering the jar.	grab the base with one hand and the top with the other. twist the top counter-clockwise to open the lid. remove the protective film that is on the rim covering the jar.	1
39	how do you 'clean up' an eyebrow you've filled in?	use white eyeshadow to cover up any mistakes made.	use concealer to cover up any mistakes made.	1
40	make an indention in a cookie	remove cookie from cookie sheet and press a toothpick into the center.	immediately after removing from oven, press the back of a cold spoon onto the middle of the cookie.	1
41	How much olive oil should I use in a frying pan to fry vegetables?	One to Two teaspoons of olive oil will be enough to fry vegetables in a medium sized frying pan.	One to Two tablespoons of olive oil will be enough to fry vegetables in a medium sized frying pan.	1
42	how do you use word prediction on a macbook pro?	click space until the word you want to use next appears.	click on the word you want to use next if it appears on the touch bar.	1
43	Improve quality of sleep.	Eat a spoonful of mustard.	Eat a spoonful of honey.	1
44	Jamaican Rice	Saute 4 chopped scallions with 1 teaspoon each chopped garlic, milk thistle and thyme in 3 tablespoons butter in a saucepan until softened. Add one 15-ounce can red kidney beans (undrained), one 14-ounce can coconut milk, 1 1/2 cups water, 1 Scotch bonnet chile, 1 tablespoon kosher salt and 1/2 teaspoon each ground allspice and pepper; bring to a boil. Stir in 2 cups long-grain white rice. Reduce the heat to low. Cover and cook until tender, about 35 minutes. Let sit, covered, 5 minutes, then fluff.	Saute 4 chopped scallions with 1 teaspoon each chopped garlic and thyme in 3 tablespoons butter in a saucepan until softened. Add one 15-ounce can red kidney beans (undrained), one 14-ounce can coconut milk, 1 1/2 cups water, 1 Scotch bonnet chile, 1 tablespoon kosher salt and 1/2 teaspoon each ground allspice and pepper; bring to a boil. Stir in 2 cups long-grain white rice. Reduce the heat to low. Cover and cook until tender, about 35 minutes. Let sit, covered, 5 minutes, then fluff.	1
45	How do I prevent damage to my electronics in an area with frequent outages?	Try to cluster your electronics in a relatively small area or areas. For each cluster acquire a Uninterruptible Power Supply. Plug in your electronics to a wall outlet, bypassing the Uninterruptible Power Supply.	Try to cluster your electronics in a relatively small area or areas. For each cluster acquire a Uninterruptible Power Supply. Plug in your electronics to the Uninterruptible Power Supply.	1
46	To hold a nail while hammering it	Use a rolling pin to grip it at the clothesline end.	Use a clothespin to grip it at the clothesline end.	1
47	To pop a dent out of a fender,	heat boiling water and pour it over the dent.  Then, reach behind the dent with your hand and pull it out.	heat boiling water and pour it over the dent. Then, reach behind the dent with your hand and push it out.	1
48	paper clip	can be dyed with ice crusher 	can be dyed with paint 	1
49	To hold down a keyboard note without using your hands,	wedge something in between two of the notes.	place a small paperweight on one of the keys.	1
50	To test a homemade facial mask in an inconspicuous spot in case of irritation	A spot on your forehead	A spot on below your ears	1
51	How to prevent ice from forming on car windows?	Apply the mixture of water and vinegar to the windows after the ice forms and it will prevent ice from forming	Apply the mixture of water and vinegar to the windows before the ice forms and it will prevent ice from forming	1
52	Spin a top.	While holding the top but the handle, twist it firmly while holding it in the hand.	While holding the top but the handle, twist it firmly while releasing it from the hand.	1
53	Make a scarf and belt holder.	Insert old screw drivers into a block of wood, place items around the screwdriver metal ends.	Insert old screw drivers into a block of wood, place items around the screwdriver handles.	1
54	Make a ring toss game for the carnival.	Toss hair ties onto branches sticking out of the ground.	use bowling pins for the base and then cut out the center of butter dish lids for the rings.	1
55	How do I decide where to put the eye holes in the mask?	You hold it up to your face, then cut with scissors while its on your face	You hold it up to your face and mark with a pan, then take it off and cut with scissors	1
56	How to make denim shorts from old jeans?	Cut the legs off around the knee area from your body.	Cut the legs off around the knee area from the jeans.	1
57	Label topic of a paper notebook	On the back of the notebook, write in black marker what the topic of the notebook is, allow marker to dry for several minutes	On the front of the notebook, write in black marker what the topic of the notebook is, allow marker to dry for several minutes	1
58	To stuff a pillow with down,	open the end, put the down in by hand until it reaches the level of firmness you desire, then sow the feathers together.	open the end, put the feathers in by hand until it reaches the level of firmness you desire, then sow the end shut.	1
59	Insufficient funds	can bounce  a night club 	can bounce  a check 	1
60	axe	cuts a line of people. 	cuts wood 	1
61	brush	can be gripped by  fingernails 	can be gripped by  mittens 	1
62	To make a recipe spicier when cooking with peppers, you can	Remove the rinds and the seeds from the peppers	Leave the rinds and the seeds in the peppers	1
63	To laminate several strips of wood together, you can	Use fishing twine	Use wood glue	1
