	question	option1	option2	label
18	Homemade deodorant	3 T Coconut Oil    3 T Baking Soda    2 T Shea Butter    2 T Arrowroot (optional) or organic cornstarch    Essential Oils (optional)    Melt shea butter and coconut oil in a double boiler over medium heat until barely melted.  Combine in a quart size glass mason jar with a lid instead and place this in a small saucepan of water until melted. This will save your bowl and you can just designate this jar for these type of projects and not even need to wash it out… This can also be done in the microwave if you have one.    Remove from heat and add baking soda and arrowroot (If you don’t have arrowroot, use more baking soda or just omit)    Mix well    Add essential oils and pour into a glass container for storage. It does not need to be stored in the fridge.	3 T Coconut Oil    3 T Baking Soda    2 T Shea Butter    2 T Arrowroot (optional) or organic cornstarch    Essential Oils (optional)    Melt shea butter and coconut oil in a double boiler over medium heat until barely melted. Combine in a quart size glass mason jar with a lid instead and place this in a small saucepan of water until melted. and boiling for 5 minutes This will save your bowl and you can just designate this jar for these type of projects and not even need to wash it out… This can also be done in the microwave if you have one.    Remove from heat and add baking soda and arrowroot (If you don’t have arrowroot, use more baking soda or just omit)    Mix well    Add essential oils and pour into a glass container for storage. It does not need to be stored in the fridge.	0
19	how do you break a promise?	don't do what you promised to do.	do what you promised to do.	0
20	How to make sure the ends of cut PVC pipe are smooth.	Both edges are sanded to make sure they are flat and smooth using a sandpaper.	Both edges are sanded to make sure they are flat and smooth using a dry sponge.	0
21	how . do you power on a car?	stick the key in the ignition and turn.	stick the key in the ignition and move the gear to drive.	0
22	how to make apple pie nog	Mix 1/2 cup each melted vanilla ice cream and apple juice in a glass; add a pinch each of ground cinnamon and allspice. Add apple brandy, if desired. Dust with cinnamon	Mix 1/2 cup each melted vanilla hummingbird cake and apple juice in a glass; add a pinch each of ground cinnamon and allspice. Add apple brandy, if desired. Dust with cinnamon	0
23	floss	helps keep teeth clean	helps keep nails clean	0
24	make vegetarian spaghetti	add tofu instead of meat	saute with green peppers and onions for flavor	0
25	how to tell if your oil is hot enough	add a pinch of flour and see if it sizzles	add a cup of water to the oil, if it splatters, it's not hot enough.	0
26	to make a natural remedy for colds and flu.	Put peeled garlic in a glass jar. Cover with raw honey and let ferment for at least six months.	Put peeled eggs in a glass jar. Cover with raw honey and let ferment for at least six months.	0
27	To cook dough into a satisfying, delicious bread, you can	Bake it a 450 F in a metal pan in the oven until golden brown	Bake it on high in a metal pan in the microwave until golden brown	0
28	to protect a Christmas ornament in storage	wrap the ornament in packing paper, secure the paper with Scotch tape, place ornament into a box	wrap the ornament in tinsel, secure the tinsel with Scotch tape, place ornament into a box	0
29	remove a twist off beer bottle cap	use your hand to twist the cap to the left and pull off	use your hand to twist the cap downward and pull off	0
30	How does one eat a kiwifruit?	Cut one end of the fruit off with a paring knife as close as possible to the edge. Use a spoon to scoop out the inside of the fruit to eat.	Cut one end of the fruit off with a paring knife as close as possible to the edge. Use the knife to scoop out the inside of the fruit to eat.	0
31	Eliminate gunk from garden shovel.	Spray WD-40 on shovel and scrub with rag.	Spray hairspray on shovel and scrub with rag.	0
32	How do you whistle?	Wet your lips and pucker slightly. With your mouth slightly open, place your tongue on the roof of your mouth, just behind your two front teeth. You should hear a high-pitched sound. The more you pucker and the harder you blow, the louder the tone.	Wet your lips and pucker slightly. With your mouth slightly open, place your tongue on the roof of your mouth, just behind your two front teeth. You should hear a high-pitched sound. The more you pucker and the softer you blow, the louder the tone.	0
33	To boil condensed milk, you can	Place in a pan on the stove	Place in a pan in the freezer	0
34	tumbler	can contain the  blade 	can paint  blade 	0
35	For teachers open house	Put up a QR code at Open House so the parents can easily pull up all of your contact info on their phones.	Put up a QR code at Open House so the parents can easily pull up all of your contact info on their codes.	0
36	How to charge your apple watch.	Place the watch on its charger and let sit overnight.	Place the watch on its charger and make sure it charges to 100%, if you take it off earlier it could potentially limit the battery life.	0
37	Two save money when ordering delivery pizza,	order one eighteen inch pizza.	order two twelve inch pizzas.	0
38	Clean rust from a piece of jewelry?	Apply rust remover to the area that is rusted and once removed, polish it lightly to smooth it out	Apply dust remover to the area that is rusted and once removed, polish it with water to smooth it out	0
39	How to avoid newspaper ink on one’s fingers	Take the day’s newspaper and unfold completely. Carefully and thoroughly iron the newspaper on medium heat and separate each page till cool. Refold the newspaper.	Take the day’s newspaper and unfold completely. Carefully and thoroughly iron the newspaper on extreme heat and separate each page till cool. Refold the newspaper.	0
40	Untangle a shoe lace knot.	Rub cornstarch on knot.	Rub mashed corn on knot.	0
41	To prepare the canned beans for the salad,	pour the beans from the can into a colander in your sink, and rinse the beans well with cool water and drain.	pour the beans from the can into a bowl in your sink, and rinse the beans well with cool water and let them soak.	0
42	To peel the grapefruit.	Use an orange peeler and go around until finished.	Using a jack knife, slice all the peelings off of the grapefruit.	0
43	How to Write and Publish a Children's Picture Book	You will want to have between 24 and 34 pages that tell your story. Select a theme that will be enjoyed by preschoolers through the age of 7 years old	You will want to have between 240 and 340 pages that tell your story. Select a theme that will be enjoyed by preschoolers through the age of 7 years old	0
44	How to cover stamp in ink.	Carefully fill a bowl or plate with desired ink. Lower stamp onto ink evenly and slowly. Use the stamp quickly before the ink dries.	Take a brush and paint the bottom half of the stamp with the desired ink until it is coated evenly.	0
45	Remove fuzzy balls from sweater.	Shave fuzz balls off surface with a disposable razor.	Shave fuzz balls off surface with a razor blade.	0
46	To tell when yeast is done, you can	Wait for it to become foamy	Wait for it to become creamy	0
47	To get a rebound in a basketball game,	jump up and grab the basketball after a shot is missed.	jump up and grab the basketball after a shot is made.	0
48	How to know if a fridge is cold or not?	Open the fridge's door and if there is a cold sensation coming from it, then it is cold.	Open the fridge's back panel and if there is a cold sensation coming from it, then it is cold.	0
49	Fix stinky bad breath.	Put a slice of cucumber on roof of mouth for half a minute.	Put a slice of jalapeno on roof of mouth for half a minute.	0
50	To make a bar cart out of IKEA furnitire	Purchase a Vittsjo laptop desk from IKEA and assemble it according to the instructions, then turn the desk onto its side. Screw in industrial casters on the bottom of the feet so that the desk will roll when it is stood upright.	Purchase a Vittsjo laptop desk from IKEA and assemble it according to the instructions, then turn the desk onto its side. Screw in industrial casters on the top of  the desk so that the desk  will roll when it is stood upright.	0
51	To prepare yeast for bread making.	Heat up your water to 105 to 115 F. Then add in about 1 tsp. of sugar to the warm water. Next add in your yeast. You can agitate it a bit with a fork. Now let it sit for about 10 minutes until it gets nice and foamy/frothy. If after 10 minutes it isn't foamy, you need to start again. The yeast might be bad/old, or the water was too hot or too cold.	Heat up your water to 105 to 115 F. Then add in about 1 tsp. of sugar to the warm water. Next add in your yeast. You can agitate it a bit with your hand. Now let it sit for about 10 minutes until it gets nice and foamy/frothy. If after 10 minutes it isn't foamy, you need to start again. The yeast might be bad/old, or the water was too hot or too cold.	0
52	How to ensure a counter is flat without a spirit level?	Place a small golf ball on the counter and adjust the counter or surface until the ball stays still	Place a small golf ball on the counter and adjust the counter or surface until the ball stays rolls	0
53	What can I do with my spare change to save it?	Put the change into an old, rinsed milk jug.	Put the change into an old, rinsed tuna tin.	0
54	Remove smoke smell from car.	Cut apple in halves and place in car for one day.	Cut banana in halves and place in car for one day.	0
55	To choose a pot for growing plants,	make sure the pot has a hole on the bottom of it.	make sure the pot has no holes on the bottom of it.	0
56	How do you use a pastry cutter to cut shortening into the dry ingredients?	Add the shortening to the dry ingredients. Use the cutter to lightly toss some of the dry mix over the shortening. Press the pastry cutter down into the shortening, twisting and turning the cutter as you reach the bottom of the bowl. Use the cutter to fluff the dry mix over the shortening again. Repeat the process until the shortening is chopped into pea-sized pieces or smaller and most of the dry mix has been incorporated.	Add the shortening to the dry ingredients. Use the cutter to spread the dry mix over the shortening. Stir the cutter around the bowl in progressively small circles until you reach the center of the bowl. Use the cutter to fluff the dry mix over the shortening again. Repeat the process until the shortening is chopped into all the pieces or smaller and most of the dry mix as been incorporated into the wet mix.	0
57	How do you replace the cream from an Oreo with peanut butter?	Pull the top and bottom of the Oreo apart, scrape off the cream with a butter knife and throw it away, then spread and layer of peanut butter in its place, and put the top and bottom back together.	Pull the top and bottom of the Oreo apart, scrape off the cream with a needle and throw it away, then spread and layer of peanut butter in its place, and put the top and bottom back together.	0
58	How do you make a pillow with a design you created.	Cut out a design from adhesive paper and spray paint the design then remove the paper.	Cut out a design from paper towel and spray paint the design then remove the paper.	0
59	To get a design on wood without a laser cutter.	Use a cut-out template and spray paint the design on.	Use a solid template and spray paint the design on.	0
60	To prevent burning cheese when cooking a dish with cheese on top,	add the cheese five minutes before it finishes to prevent burning,	add the cheese right away to get the proper sear on the cheese.	0
61	How can I fill the pond I just made in my backyard?	Take a hose, turn it on and lay the hose into the pond, watch it fill to the top, making sure to stop it when the water reaches the top.	Take a cup and fill it with water, pour the cup of water into the pond one cup at a time, making sure to stop pouring when the water reaches the top?	0
62	To cut perfect cookies	With scissors, cut a large rectangle of baking parchment and lay it out on a cutting board. Still in the bowl, take your cookie dough and roll it into a ball with your clean hands. Place the ball in the center of the baking parchment and start rolling it back and forth with your hands, so that it starts to elongate into a fat cylinder. Keep rolling back and forth, keeping the shape evenly cylindrical as it lengthens, until it's a long, fat sausage the width of the cookies you want to make. Tuck the ends of the parchment over the ends of the dough, and starting at one side tightly wrap the sausage of dough up in the parchment. Place it in the refrigerator overnight to cool. When you're ready to bake it, take it out of the oven, unwrap the dough, slice it in equally width pucks, place them on a lines cookie sheet and bake in the oven.	With scissors, cut a large rectangle of baking parchment and lay it out on a cutting board. Still in the bowl, take your cookie dough and roll it into a ball with your clean hands. Place the ball in the center of the baking parchment and start rolling it back and forth with your hands, so that it starts to elongate into a fat cylinder. Keep rolling back and forth, keeping the shape evenly cylindrical as it lengthens, until it's a long, fat sausage the width of the cookies you want to make. Tuck the ends of the parchment over the ends of the dough, and starting at one side tightly wrap the sausage of dough up in the parchment. Place it in the refrigerator overnight to cool. When you're ready to bake it, take it out of the oven, and with the dough still wrapped slice it in equally width pucks, place them on a lines cookie sheet and bake in the oven.	0
63	How to Make an Easy terrarium	You can make a terrarium with a glass vase, activated carbon, potting soil, some aquarium gravel and a few succulents. First wash out the jar, carefully rinsing any soap as it may be harmful to succulents.	You can make a terrarium with a glass vase, activated carbon, potting soil, some aquarium gravel and a few succulents. First wash out the jar carefully rinsing any soap as it may be beneficial to succulents.	0
64	To make trap mechanism out of wood so it will be triggered but will stay together until then.	Whittle holes into the wood and connect the pieces.	Whittle shallow slots into the wood and connect the pieces.	1
65	How do I flatten the cookie dough balls ?	Using a toothpick, press balls making a crisscross pattern, flattening each  ball to a 1/2-inch thickness.	Using a fork, press balls making a crisscross pattern, flattening each  ball to a 1/2-inch thickness.	1
66	floss	can cut peanut brittle to make treats	can cut frozen pudding to make treats	1
67	Reduce gas use on stove.	Line stove with saran wrap to increase heat.	Line stove with foil to increase heat.	1
68	watering can	pour water into a paintbrush easily	pour water into a vase easily	1
69	To play a flag in your yard to display,	hook the flag to an 8 foot pvc pipe pole.  Insert a piece of rebar into the ground so that about 2 inches of it sticks out of the ground.  Place the pvc pipe over the rebar.	hook the flag to an 8 foot pvc pipe pole.  Insert a piece of rebar into the ground so that about 2 feet of it sticks out of the ground.  Place the pvc pipe over the rebar.	1
70	How do you keep the car between the lines on the road?	Keep your eye on your phone and adjust with minor movements to stay in the lane.	Keep your eye on the road and adjust with minor movements to stay in the lane.	1
71	to stop brown sugar from going hard	Pop a couple of marshmallows on top of your pocket	Pop a couple of marshmallows on top of your packet	1
72	Use a washing machine.	Gather all your dirty clothes and put in the washer. Close the door and open the detergent drawer. Add 1/2 cup dish detergent and push the button to start the machine.	Gather all your dirty clothes and put in the washer. Close the door and open the detergent drawer. Add 1/2 cup clothing detergent and push the button to start the machine.	1
73	how do you double something?	make three of it.	make two of it.	1
74	How to clean a stove top.	Wet a sponge with water and soap. Clean stove top with the sponge and leave wet for an hour then clean with a dry cloth.	Wet a sponge with water and soap. Clean stove top with the sponge and leave wet for a few minutes then clean with a dry cloth.	1
75	how to unclog a toilet without a plunger	Pour 1 cup baking soda and 2 cups drywall mud into the toilet. Allow it to fizz for a half hour. If the clog doesn't dissipate, try the hot water trick to unclog a toilet without a plunger	Pour 1 cup baking soda and 2 cups vinegar into the toilet. Allow it to fizz for a half hour. If the clog doesn't dissipate, try the hot water trick to unclog a toilet without a plunger	1
76	How to make a Straw Oboe	To make a Straw Oboe, you'll first need to gather some materials. You will need a drinking straw; One sno-cone; Scissors; Masking tape; Pencil	To make a Straw Oboe, you'll first need to gather some materials. You will need a drinking straw; One paper cone cup; Scissors; Masking tape; Pencil	1
77	Open a can of tuna.	Clamp down on the middle of the can with the can opener, then twist the crank to cut open the lid of the can.	Clamp down on the edge of the can with the can opener, then twist the crank to cut open the lid of the can.	1
78	How to make a white wash.	Take 66ML of paint and put it in a bottle with 33ML of water. Shake the bottle vigorously without the capping the bottle until mixed.	Take 66ML of paint and put it in a bottle with 33ML of water. Close the cap and shake the bottle vigorously until mixed.	1
79	how do you shovel a driveway of snow?	use your car to move the snow.	use a shovel to pick up the snow in your way, and then toss the snow over to a pile where it won't be in the way.	1
80	To add dirt to the pot in the flower pot necklace.	Use brown marker on the hot glue poured into the pot.	Sprinkle dirt onto hot glue poured into the pot.	1
81	make an indention in a cookie	remove cookie from cookie sheet and press a toothpick into the center.	immediately after removing from oven, press the back of a cold spoon onto the middle of the cookie.	1
82	Freshen up stale tortilla chips.	Put chips in oven for 2 minutes at 375 degrees.	Put chips in oven for 10 minutes at 375 degrees.	1
83	rubber band	can keep  vise grip away from you.	can mark handles of different  vise grip to easlily identify.	1
84	To attach a sheltering tarp to a bike basket	Use nails and chalk to make a decorative tie off for your rolled up cover.	Use buttons and string to make a decorative tie off for your rolled up cover.	1
85	how do you center a picture?	put it on the edge.	put it in the middle.	1
86	How to protect your work surface while staining wood	Line your work station with glue and newspaper to protect it from wood stain.	Line your work station with plastic and newspaper to protect it from wood stain.	1
87	Where can I take my dog to play	You can go to your nearest garden and let it play with others	You can go to your nearest dog park and let it play with others	1
88	How do I clean a pair of satin high heels?	Prepare Your Shoes. Using a dry cloth, gently wipe all dust and dirt off of the shoes. ...    Blot the Stains. Dampen a dirty rag with cold water. ...    Dry. Dry your satin heels immediately with a hand towel. ...    Deeper Cleaning. ...    Dab the Stains. ...    Remove the Soap Residue. ...    Dry the Satin Heels.	Prepare Your Shoes. Using a dry cloth, gently wipe all dust and dirt off of the shoes. ...    Blot the Stains. Dampen a cloth with cold water. ...    Dry. Dry your satin heels immediately with a hand towel. ...    Deeper Cleaning. ...    Dab the Stains. ...    Remove the Soap Residue. ...    Dry the Satin Heels.	1
89	How to straighten your hair.	Start with completely wet hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	Start with completely dry hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	1
90	How to make Chocolate Banana pudding ice cream at home.	In a medium mixing bowl combine 7 cups chilled Olive oil,  2 14 oz. cans sweetened condensed milk, and 2 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup Vanilla Wafer cookie Pieces, 1 cup diced bananas, 1 cup vanilla pudding.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	In a medium mixing bowl combine 7 cups chilled whipping cream, 2 14 oz. cans sweetened condensed milk, and 2 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup Vanilla Wafer cookie Pieces, 1 cup diced bananas, 1 cup vanilla pudding.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	1
91	make sweet potato baby food	Peel sweet potato and cut into half-inch cubes. In a pot, bring water to a boil and add sweet potato chunks. Reduce to a simmer and cook until tender, about 15 minutes. Transfer tender sweet potato chunks to an air fryer and blend until smooth	Peel sweet potato and cut into half-inch cubes. In a pot, bring water to a boil and add sweet potato chunks. Reduce to a simmer and cook until tender, about 15 minutes. Transfer tender sweet potato chunks to a food processor and blend until smooth	1
92	How to Make Balloon Rocket Cars	To make balloon rocket cars, first gather your supplies. For the vehicle, you will need 1 corrugated sheet of cardboard or plastic; 2 plastic coffee stirrers; 1 plastic drinking straw cut into two equally sized pieces; 4 foam disks for the wheels (or cardboard cut into small circles) Tape; For the Rocket Balloon Power you'll need 1 plastic drinking straw; 1 roll of bubble wrap	To make balloon rocket cars, first gather your supplies. For the vehicle, you will need 1 corrugated sheet of cardboard or plastic; 2 plastic coffee stirrers; 1 plastic drinking straw cut into two equally sized pieces; 4 foam disks for the wheels (or cardboard cut into small circles) Tape; For the Rocket Balloon Power you'll need 1 plastic drinking straw; 1 Balloon	1
93	What are some steps to consider when applying to colleges?	Start the College Application Process.    Ignore the FAFSA.    Fill Out the Common App.    Write a Standout College Essay.    Ask for Recommendation Letters.    Learn the Ins and Outs of Financial Aid.    Decipher College Tuition Costs.    Find Scholarships to Pay for College.	Start the College Application Process.    Complete the FAFSA.    Fill Out the Common App.    Write a Standout College Essay.    Ask for Recommendation Letters.    Learn the Ins and Outs of Financial Aid.    Decipher College Tuition Costs.    Find Scholarships to Pay for College.	1
94	how to make amatriciana	Saute 4 ounces diced pancetta in olive puree with lemons over medium heat until almost crisp. Add 2 sliced onions; cook until softened. Add one 28-ounce can whole tomatoes (crushed by hand) and 1 cup water; season with salt and red pepper flakes. Simmer 20 minutes; stir in 1/2 cup chopped parsley. Add cooked bucatini and toss, adding up to 1/2 cup pasta water. Stir in 3/4 cup grated Parmesan.	Saute 4 ounces diced pancetta in olive oil over medium heat until almost crisp. Add 2 sliced onions; cook until softened. Add one 28-ounce can whole tomatoes (crushed by hand) and 1 cup water; season with salt and red pepper flakes. Simmer 20 minutes; stir in 1/2 cup chopped parsley. Add cooked bucatini and toss, adding up to 1/2 cup pasta water. Stir in 3/4 cup grated Parmesan.	1
95	If I find hair in my food and return it, how can I be SURE I am getting a replacement item and not the same dirty food back?	Heavily salt your table before sending it back, that way if the food sent to you is salted you'll know they didn't do anything except move the hair.	Heavily salt your food before sending it back, that way if the food sent to you is salted you'll know they didn't do anything except move the hair.	1
96	To cook a steak well done,	cook the steak until there is a warm, pink interior.	cook the steak until there is no pink interior.	1
97	To make old glass bottles into an instrument,	fill a bottle up with sand or mud.	use the bottle as a jug to blow into.	1
98	To measure strips of denim for weaving,	"Lay the denim on a carpeted floor, place a ruler along the edge of the fabric, and use a pen to mark every 1"" along the fabric."	"Lay the denim on a cutting mat, place a ruler along the edge of the fabric, and use a pen to mark every 1"" along the fabric."	1
99	telescope	use electricity to see	use light to see	1
100	To minimise the chance of burning your hands when lowering the turkey into the turkey fryer	Wearing gloves will maximize the risk	Wearing gloves will minimise the risk	1
101	What does the kit need to clean up blood?	A bandaid is recommended in the kit to clean up blood.	A towel is recommended in the kit to clean up blood.	1
102	Unshrink a T-shirt.	Soak shit in warm water and hair spray for 10 minutes.	Soak shit in warm water and hair conditioner for 10 minutes.	1
103	How to remove smells from a musty basement or other lingering odors.	If simply opening the doors and windows doesn't remove the smells, you know their source is embedded more deeply. A treatment of ozone throughout the area will decontaminate and deodorize the area including rugs and walls in a few hours. Make sure there is no one in the house, and clear out the ozone before allowing people back in, by closing the doors and windows afterward.	If simply opening the doors and windows doesn't remove the smells, you know their source is embedded more deeply. A treatment of ozone throughout the area will decontaminate and deodorize the area including rugs and walls in a few hours. Make sure there is no one in the house, and clear out the ozone before allowing people back in, by opening the doors and windows afterward.	1
104	To attach wooden slats together and ensure that they're flush, you can	Rubber band them in place	Glue them in place	1
105	How can you stop being flatulent.	Eat more dairy foods, Ice cream, butter, milk, smelly cheese, and cottage cheese.	Eat more Bananas, Potatoes, Legumes, cereals, wheat, artichokes, or Asparagus.	1
106	Reduce hand cramps.	Press down on the fat part under your middle finger.	Press down on the fat part under your thumb.	1
107	how to keep from getting gas with cooked beans	Rinse off dry beans before poaching  them	Rinse off dry beans before cooking them	1
108	how do you use a dust pan?	sweep up any trash into it, to save it.	sweep up any trash into it, to throw away.	1
109	how to melt chocolate	Place chopped chocolate in the bottom of a double boiler or a heatproof bowl set over (not in) a saucepan of simmering water; cook, stirring occasionally, until melted, 2 to 3 minutes.	Place chopped chocolate in the top of a double boiler or a heatproof bowl set over (not in) a saucepan of simmering water; cook, stirring occasionally, until melted, 2 to 3 minutes.	1
110	make ashtray	form like cup for ashes	use aluminum foil	1
111	How to make bourbon caramel sauce.	Place almond milk, sugar, maple syrup, molasses and sifted corn starch in a medium sauce pan and bring to a boil on medium heat. Reduce heat to low and continue cooking for approximately five minutes or until it has thickened. Remove from heat and add vegan butter and vodka. Blend well and set aside to cool.	Place almond milk, sugar, maple syrup, molasses and sifted corn starch in a medium sauce pan and bring to a boil on medium heat. Reduce heat to low and continue cooking for approximately five minutes or until it has thickened. Remove from heat and add vegan butter and bourbon. Blend well and set aside to cool.	1
112	To provide nutrients to plants and vegetables while growing,	water regularly and do not apply an chemicals.	apply fertilizer to the ground and water deeply.	1
113	to assess if your refrigerator door seal needs to be replaced	Put the index card between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	Put the dollar bill between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	1
114	To peel garlic.	Break up a bunch of garlic and place it in a jar. Shake the jar vigorously until you see the skins start coming loose. Pour it out onto a bowl and separate the cloves from the skins. Sort out any wilted or soft cloves of garlic.	Break up a bunch of garlic and place it in a jar. Close the lid and shake the jar vigorously until you see the skins start coming loose. Pour it out onto a bowl and separate the cloves from the skins. Sort out any wilted or soft cloves of garlic.	1
115	How do you put pasta into a pot of boiling water?	Take some pasta in your hand and bring it to the pot of warm water. Place the pasta noodles into the water. Use a spatula to help guide the noodles into the water.	Take some pasta in your hand and bring it to the pot of boiling water. Place the pasta noodles into the water. Use a spatula to help guide the noodles into the water.	1
116	How do you fold a paper airplane?	Fold the top corners of the paper so that they meet each other in the middle and form a square shape at the top. Fold the paper down the center where the two corners meet. Then fold the straight edges of each side in half until they reach the base of the plane.	Fold the top corners of the paper so that they meet each other in the middle and form a triangular shape at the top. Fold the paper down the center where the two corners meet. Then fold the straight edges of each side in half until they reach the base of the plane.	1
117	What can I add to my cookies to make them tastier?	Add some little potato chip crumbles to the cookie batter before baking.	Add some little chocolate chips to the cookie batter before baking.	1
118	How do I clean my computer monitor with toothpaste?	To start with, you will want to keep the monitor on so that it is easier to see the marks you need to clean, from there you should apply the toothpaste directly to the monitor and use a soft dry cloth to firmly scrub the marks from the monitor.	To start with, you will want to turn the monitor off so that it is easier to see the marks you need to clean, from there you should make a solution with equal parts toothpaste and water and use a soft damp cloth with the solution to gently clean the screen.	1
119	To prevent a shaving blade from rusting,	leave it soaking in a glass when not being used.	always dry it with a towel before storing it.	1
120	How to cut open the top of a helium bottle?	Find a helium bottle online then empty the bottle halfway. Cut open the tip and open the tube also from the side. The dimensions of the hole depend on your lateral opening on your stove.	Find a helium bottle online then empty the bottle completely. Cut open the tip and open the tube also from the side. The dimensions of the hole depend on your lateral opening on your stove.	1
121	To see why LED won't turn on in Tiny 9V Clip Flashlight.	Check polarity of holder connections.	Check polarity of wire connections.	1
122	two large spoons	can be hit on  someone's flesh to make music	can be hit on  pots to make music	1
123	how to make penne with sun dried tomatoes	350 grams penne pasta    350 grams boneless, skinless chicken breast    200G jar sun-dried tomato pesto    1/2 cup cheddar cheese    Instructions    Cook the pasta in a large pot of boiling salted water until tender but still firm to the bite, stirring occasionally, about 8 minutes. Drain, reserving 1 cup of the cooking liquid.    Meanwhile, in a nonstick frying pan, sauté the chicken until golden, 4 to 6 minutes.    Blend the sun-dried tomatoes and their oil, salt and pepper, to taste, and basil in a food processor and blend until the tomatoes are finely chopped. Transfer the tomato mixture to a large bowl. Stir in the Parmesan.    Add the pasta to the pesto and toss to coat, adding enough reserved cooking liquid to moisten. Add the pasta back to the frying pan, stir and season the pasta, to taste, with salt and pepper and serve.	350 grams penne pasta    350 grams boneless, skinless chicken breast    200G jar sun-dried tomato pesto    1/2 cup parmesan freshly grated    Instructions    Cook the pasta in a large pot of boiling salted water until tender but still firm to the bite, stirring occasionally, about 8 minutes. Drain, reserving 1 cup of the cooking liquid.    Meanwhile, in a nonstick frying pan, sauté the chicken until golden, 4 to 6 minutes.    Blend the sun-dried tomatoes and their oil, salt and pepper, to taste, and basil in a food processor and blend until the tomatoes are finely chopped. Transfer the tomato mixture to a large bowl. Stir in the Parmesan.    Add the pasta to the pesto and toss to coat, adding enough reserved cooking liquid to moisten. Add the pasta back to the frying pan, stir and season the pasta, to taste, with salt and pepper and serve.	1
124	Paint your cabinets.	This requires some work. First clean your old cabinets. Remove knobs or handles. Use plaster on them, fill in any holes and cover marks. Once that is done paint with color of your choice.	This requires some work. First clean your old cabinets. Remove knobs or handles. Use Kilz primer on them. Once that is done paint with color of your choice.	1
