premise	hypothesis	label
A group of children are playing on swings.	Some kids swinging.	0
Kitchen workers are preparing food in a busy, smokey kitchen.	Kitchen workers are preparing food	0
Construction workers engaging in a day of outdoor work.	Some people are outdoors.	0
Camels are being led by a man in the desert.	There are animals in the desert.	0
"A man with a mohawk is carrying food while wearing a t-shirt that says ""bread-butter-cheese-victory""."	A man with a mohawk is holding food.	0
A woman dressed in black is staring at the floor on a sunny day.	A woman is looking downward.	0
A little girl and a grown man are looking at each other and holding up two fingers on their right hands.	A girl and man are outdoors.	0
A dark-skinned security officer smiles.	A man is smiling.	0
People walking through a garden in the middle of a city.	The people are in the garden.	0
An immigrant stands outside of a Laundromat in the city.	An immigrant stands outdoors.	0
A man with a number 12 on his chest is mid-stride while running a race.	A person is running	0
Children play in the sand at the beach.	The children are near the sand.	0
An overweight man sits outside a bistro, smoking a cigarette.	A man that has a BMI that is higher than 25 is smoking.	0
Guy jumping off a pier into lake.	A man is jumping into a lake.	0
hockey player in white uniform with stick	The player is wearing a uniform.	0
A man is sleeping on the sidewalk, on top of a box.	The man has his eyes closed.	0
a woman wearing sunglasses sits inside of a building with several other people looking outside.	The woman is protected from the weather because she is inside.	0
Football players in white, red, and black uniforms run down the field by the 30 yard line.	The team of football players are currently in motion.	0
Men are cutting a large opening through the ice on a frozen lake.	Men cutting through ice on a frozen lake.	0
Man giving female a leg up onto tree.	A person is climbing a tree	0
Man in yellow shirt holding bike while young boy sits on it	A man and a child.	0
A shirtless male is riding a skateboard, performing a trick.	The man is on top of the skateboard	0
A man and a woman are sleeping while sitting in a bus or train of some kind.	Two people in a mechanical device.	0
A small brown and white dog chases a white ball over the grass.	The dog is outdoors.	0
People stand outside of a market.	People are near a market.	0
A man, in a yellow baseball cap and sunglasses, is aboard some sort of boat on the water.	a man on a boat	0
A man with a suitcase holds paper as he sits by a marina.	He is outside.	0
This boy, wearing a red shirt and blue shorts, is running.	The boy is running.	0
Some people sit on benches under rows of trees in front of a building.	Humans are outdoors.	0
Many people in the crowd look at the stage, some with balloons.	People look at the stage.	0
Crowd watches as a woman in red shirt goes to break a cinder block with a sledgehammer on a man's chest.	A woman breaks a cinder block with a sledgehammer	0
A football player in a gold helmet is running with a football.	A golden helmed football player runs with the ball.	0
An aerial view of a woman sitting in a blue chair on the beach.	The woman sitting on the blue chair is easy to spot.	0
A young boy wearing a red uniform lines up to kick a soccer ball.	A young male is playing a sport.	0
Lady in a pretty bright yellow dress is being asked to dance, while children look on.	The woman is a bout to dance with a man in a suit.	1
Four children huddle under a blanket.	Four children are huddled under a blanket telling ghost stories.	1
A caterer preparing food at an outdoor venue, with many dished on display.	The caterer cooked every single dish on display.	1
Four people wait by the side of the road, with a wall covered in Chinese or Japanese characters behind them.	Two couples stand by the side of the road.	1
A man in winter wear stands near an intersection.	A man is waiting for the light to change.	1
Ballerina performing as a girl rat in an open park.	The girl is a rat	1
A man washing windows in a harness and a dark blue shirt.	A worker is wearing a helmet.	1
A man in red bermuda pants is climbing a mountain with his friend.	A man and his friend climb a mountain in Europe.	1
Two men are sitting on the floor under a staircase playing guitars.	They are singing as well.	1
A boy playing in a pile of dead leaves.	a boy loves fall	1
At a table with her colleagues, a woman in a U.S. Army uniform fills in a chart.	A woman at a table with colleagues fills in a chart showing off the latest results.	1
A young boy in a gray sweatshirt and brown hat is holding a small American flag above his head.	The boy is at a parade for Memorial Day.	1
A man playing the guitar for a small group of people.	The man is playing an acoustic guitar.	1
A man is bowling using empty spray cans as pins in front of a wall covered in graffiti.	The man was a former champion.	1
Three elderly women, two with canes, walk through a parking lot.	the women are black	1
Five men on ladders cleaning the outside of a building.	The men are washing the windows.	1
A man and a woman that is holding flowers smile in the sunlight.	A couple smile on the bench.	1
A dog takes a leap of faith as he jumps into a pool to grab an orange toy.	The dog is inside about to jump in a pool.	1
Several people are in a group where a man in a blue shirt is smiling.	The man is having a pleasant talk with his friends.	1
Two people, one wearing white hat with green shirt, the other red shirt and red cap, in a boat, staring at the shore.	A tall human staring	1
People are pulling something out of a second story window	People are pulling a couch out of a second story window.	1
A group of children and two adults are sitting on a bench.	People are outside on a bench waiting to get in a restuarant.	1
A man with a plaid shirt riding a bike going down a brick road with blue fence segments in the distance.	The man is wearing brown shoes.	1
A group of women, dressed in festive blue dresses and feather head decors, parade down the street.	People perform in a Parade as it marches down the street.	1
A toddler is washing a window with cleaning spray and paper towels.	The toddler is trying to help his mother.	1
The girl is playing with her dog in her driveway.	The house is actually her neighbors house.	1
Man working on scaffolding at construction job site.	A man is working on scaffolding at a construction job site but he isn't wearing his helmet.	1
A young boy is posing with incredible hulk gloves on.	A boy wears gigantic green hulk gloves.	1
A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.	A woman is doing some shopping.	1
A boy, midair, after jumping off of a small dirt hill.	The boy is wearing sneakers.	1
A boy jumping in a fountain.	A boy is in the fountain	1
A woman holding an umbrella.	The woman is trying to avoid the rain.	1
A woman wearing a red helmet with a white star on it, rollerblading.	Someone is wearing a helmet.	1
Many people in an urban setting waving flags and setting off smoke bombs.	People riot and protest after an election	1
A little girl is ecstatic after opening a present at her birthday party.	A little girl loves her present.	1
Dad holding little girls hand while walking.	Dad is holding his daughter's hand as he walks her into the surgery room.	1
The girl eating spaghetti is wearing a red jacket.	The girl is eating spaghetti because it is her favorite food.	1
A woman is using a machine and is smiling.	A tall human smiling	1
A little girl, with long blond-hair and wearing a dress, looking at her refection in a puddle.	The blonde haired girl is wearing a dress that has sunflowers on it, while staring at a puddle.	1
A Asian women rides a bike while wearing a respirator mask.	Because of the heavy smog rating that day, the old woman had to wear a mask for breathing protection in order to ride her bike to work.	1
Two men are wrestling, one has the other pinned to the floor and the man on the floor is wincing in pain.	Two men have been wrestling for an hour as one of them are about to win.	1
A man in a black coat is sledding down a hill on a green sled.	A man is sledding in the snow.	1
People are sitting and drinking wine at tables.	The wine is cheap.	1
A man is being thrown a Frisbee in front of a monument and flags.	A tall human awaits a Frisbee.	1
A man is pulling a sled with two children on it.	There is snow on the ground.	1
People are gathered outside for a protest, and one woman in the front is smiling at the camera.	Cops might have to beat some people up.	1
A young toddler is playing with a dinosaur toy and a yellow block while sitting in the bathtub.	A toddler is taking a bath.	1
A child in a blue jacket and red shoes is sitting in a stroller.	watched by a group	1
A man gives a speech at a Pop! Tech event.	A man pitches a new idea.	1
Two Asian women are sitting at a table enjoying their foods.	Two Asian women are sitting at a table enjoying their foods in the chinese restaurant.	1
A crowd of people, some standing by a river, some in the river with old buildings in the background.	a pack of friends meet up in a river	1
A young man in a black sweater plays a trumpet into a microphone.	A person is playing an instrument into a recording device.	1
A man eating something with a spoon.	A man is eating ice cream.	1
A woman in a white shirt and blue shorts is wearing headphones.	A woman in a white shirt listens to music.	1
A guy plays his guitar wearing his sunglasses.	Somebody is playing a musical instrument	1
Seven children are jumping in a grassy meadow.	Seven children are in the rain.	1
A crowd of people come out of an old building	a bunch of people come outside from class	1
A class of art students drawing.	They are drawing bears.	1
a boy in a white t-shirt is playing on a swing that is attached to a tree.	The boy is trying to swing as high as possible.	1
A woman with holding a young girl playing with bubbles at a picnic.	The mother and daughter are at the park.	1
A New York City taxi drives past crowds of people on the sidewalks.	a taxi driver ignores black customers on the side of the road	1
The boy in the white and red shirt is holding a phone.	A boy calls his dad on the phone.	1
Children are walking along a dirt path.	Children are walking a path on a huge mountain.	1
Two young girls wearing goth clothes.	Two young girls wearing all black	1
People walking around on a busy sidewalk at night.	Dogs walking around on a busy sidewalk at night.	2
A man in a blue shirt driving a Segway type vehicle.	The man is riding a bike.	2
A man with dirty feet is resting on a window ledge and his shoes lay beside him.	The man has very recently washed his feet.	2
A dark-haired woman in a black coat and blue jeans sitting on white stone bench outdoors	The man was sitting outdoors.	2
An older person, sex indeterminate, visits with two spotted rabbits in a large cage.	The person is young.	2
Young boy doing the backstroke in a swimming competition for his school.	The girl is doing gymnastics.	2
A man sits on a stool as another paints a graffiti piece on a wall.	A man jumps up and down.	2
Little girl crouches to splash fountain water.	A girl is taking a shower.	2
A person kneels near a creek with a Camera.	A person sits down to chat near a river with their friend.	2
A man smiles as he sits in a cubicle and types on a computer.	A woman writes a love letter in her notebook	2
Two elderly men are discussing something out on a the sidewalk.	The elderly men are laying in hospital beds.	2
Four hikers are ascending a snow filled mountain topped by steep cliffs.	People pitch a tent at the base of a mountain.	2
An old gray-haired man demonstrates a vegetable peeler on a carrot.	A young woman is cleaning the house.	2
Four people with black hair pose for a picture with windows in the background.	Four people are having a physical altercation.	2
A man tying his shoe at a beach.	The man is sleeping.	2
Two workers spraying a solution on garbage.	Nobody is spraying	2
A woman with a spunky hairdo painting a building.	The woman is wearing a big floppy hat and laying on a towel at the beach.	2
The men are fishing at a highly littered river.	Some men are sailing on a clear lake.	2
A young man is sitting at a table playing BINGO with an older lady.	A young man is slapping his grandmother.	2
Man and woman looking out a window from behind a green curtain.	A man and woman sleeping in front of a window.	2
A beautiful brown and white St Bernard running in the snow	A white St. Bernard rests by the fire.	2
Children gathered around an adult	The children are alone with no adults.	2
Woman bending down to pick up a tennis ball outside in front of a wall with graffiti on it.	Two tennis players carry their rackets.	2
A little girl enjoying a frozen treat on the beach.	An infant lays in the NICU waiting for it's parents to visit.	2
A dog has an orange ball in its mouth.	A dog is chewing on a bone.	2
Two children are making snow angels.	The kids are throwing snowballs at passing cars.	2
A person in a large black hat is eating a bowl of noodles with chopsticks.	a puppy drinking beer	2
A man is sleeping with a small dog.	a man is playing fetch with his dog	2
A man working with cement in construction.	The man is washing his windshield.	2
A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it.	A man gets his thumb caught in the bowling ball.	2
A man in jeans plays with a white and brown dog at the beach.	A man is playing with his dogs indoors	2
A boy in a red shirt is bent down looking at firework he has lit.	The boy is jumping in front of the firework he lit.	2
Firefighters wear reflective uniforms and stare upwards.	Firefighters wear reflective uniforms and run out of a building.	2
Child wearing fireman's hat sits on ground next to man holding a handsaw.	Two people are sitting on the ground.	2
A man surfing on a surfboard in the sea with waves behind him.	A man snowboards down a mountain.	2
A young woman in a tank top holding a tree in a rural, mountainous setting.	The woman is in a hotel.	2
A dog rests on a mattress while a old woman sits on the floor.	A dog and woman are taking a walk.	2
An ensemble of musicians playing an accordion, a saxophone, and a trumpet are in front of a store, dressed as santas.	A group of men play trombones.	2
Asian man in blue Asian robe dancing in front of Asian musicians in blue.	A woman knitting a quilt	2
A scene from a hockey game where the player in blue has just taken a shot, while the player in white tries to block it.	During a hockey game, the white team shoots to score.	2
An orange and white motorcycle is being ridden on a racetrack.	the bike is flat black	2
A black and tan dog plays with a stuffed toy.	A dog is sleeping.	2
a young child is climbing a rock wall in all his protective gear.	man swims	2
A woman wearing a yellow flowered top is carrying a Starbucks coffee cup.	A woman holding a beer bottle.	2
Two field hockey players with their sticks in the air	A hockey player shoots the puck and scores a goal.	2
A man and a woman share a kiss on the beach.	An empty beach.	2
A dark-skinned man walks by a woman talking on a cellphone.	An albino man walks by a miniature sun and shrieks as the rays play havoc on his sensitive skin.	2
People looking at clothes and other items at an outside market.	People are shopping at an indoor mall.	2
A woman wearing a white shirt and red pants is writing something down at a museum.	A woman does nothing.	2
A clown standing in front of a crowd along a street.	the clown got hit by a car	2
A dog is jumping in the air to catch an item.	A dog is sitting on the ground barking.	2
A child throwing an orange toy.	The child is throwing a blue baseball.	2
A black and white dog performs a jump with his owner looking on.	There is a blue and green dog.	2
A man with a pink camera taking a picture of a rock concert.	A man screams with excitement at a Justin Beiber concert.	2
A young male playing an electric bass guitar.	a young female plays the drums	2
People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him.	A man is walking by a building.	2
A woman with green knee pads is skating inside a cement hole.	the goat eats roaches	2
Two boys and a girl dressed in traditional clothing.	the people are naked	2
Two young boys are holding toy guns while playing a carnival game, the boy on the right as a pink stuffed animal between his legs.	The girls are playing with toy guns.	2
A couple walking down a beach in the surf carrying their sandals.	A couple swimming in the sea.	2
A worker with a white hard-hat is at the bottom landing of an exterior fire escape and is struggling to work with the edge of a large yellow sign.	A worker is not wearing a hat.	2
A girl in a pink hat sits on the ground.	A girl is in red.	2
A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her.	Two girls struggle to fill out tax forms.	2
A woman with long hair jumps from a stone bench to another.	A woman with long hair does somersaults in the grass.	2
