premise	hypothesis	label
Two dogs play tug-of-war with a dark object in the snow.	Dogs playing tug of war.	0
A young woman drawing pictures on a white surface.	An artist draws.	0
An older woman dressed in an ill-fitting yellow shirt and blue plaid skirt is sitting on the ground next to two pails.	A woman takes a rest from walking.	0
A man wearing a purple hat and clown makeup is cheering to a crowd.	A clown wearing purple hat is cheering to a crowd.	0
A person standing on a ciff looking down at plains and trees.	A person standing on a cliff observes the world below.	0
A man in a black t-shirt works on a race car.	The race car belongs to the man.	1
A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.	The people here are currently in Colorado.	1
A young woman points ahead as she walks with her companion.	the woman is hite	1
A person in a green feathered costume is bending down in front of a woman with painted breasts.	Two performers are getting ready to go on stage.	1
A man and children work on the engine of an old truck.	A man is showing his children how to fix a truck.	1
A person is riding an orange dirt bike is a desert setting.	A person racing in a event.	1
A woman razor cutting another woman's hair.	A man is combing another woman's hair	1
A medium sized white dog is jumping up to catch a small cloth Frisbee.	the dog caught the frisbee on its first try	1
A man in glasses is grilling wieners and meat patties on a grill.	The man in glasses is hungry.	1
A young couple sits and talks outside of a small restaurant.	A couple sits outside and talks.	1
Father and Son kicking a ball on the lawn.	A father is teaching his son to play soccer.	1
Two men with black rimmed glasses making faces and eating bread.	The men are sitting at a table.	1
A small child looking at a cactus garden.	The child helped plant the garden.	1
a small airplane flying through the air with lots of smoke coming out of the plane.	An airplane is about to crash.	1
A man with dark hair and a white top is walking toward a bird on a boardwalk.	A black-haired man in a white t-shirt goes for a stroll by the sea.	1
The guy in the dark suit at the podium is pointing to the powerpoint screen.	The boss giving a presentation.	1
A toddler boy in a red tank top and khaki shorts walks on the European street with a woman in a white top and faded blue jeans.	The toddler and woman are child and mother.	1
a boy wearing red plays in the creek.	A young boy plays alone	1
A little boy is in a bathroom holding a green ball.	A boy is holding a green ball to play with while he takes a bath.	1
Two men are walking by a colorful shop as one admires something under the umbrella.	A young couple is shopping and spot something interesting under an umbrella.	1
People are standing outside of a building.	The people were protesting outside of a building.	1
A man sitting on a boat in the middle of the ocean.	A man is sitting and fishing in a boat in the middle of the Pacific Ocean.	1
Two girls playing tennis, the girl in the forefront is serving the tennis ball to her opponent.	Two famous women engaged in a match of tennis, the closest is serving the ball.	1
A woman straps a cranky child into a car seat.	A woman with a cranky kid.	1
A child plays a red toy guitar and sings into multicolored plastic microphone.	A boy wants to become a singer.	1
A guy on a floating platform on the water.	A guy is floating on the water asleep.	1
A group of teenage boys is standing in front of a Wells Fargo Bank.	Boys are about to get money.	1
Asian male in baseball cap, striped polo shirt, sitting on ground, with white thread, stitching up a shoe.	An Asian man fixes his shoe outside.	1
Two men are at the doorway of some kind of fancy vehicle or place.	The men are both millionaires.	1
A man is flipping someone off.	A man is flipping someone off of a cliff.	1
Three people playing pool and one is thinking of his next shot.	A group is doing something.	1
Several individuals, some possibly of Hispanic descent at a street market, grilling meat.	A barbecue takes place in an open market.	1
A baseball batter in white pants and a black shirt attempting to hit a baseball with a catcher behind him and an umpire behind the catcher.	girls play soccer on a field	2
A woman standing on grass, is holding jackets and a dress.	A man trying to pull out grass.	2
Four people, two women in the front and a man and woman in the back, pose at night.	People are sitting on a beach under the bright sun.	2
Blond young boy rides a zip line in the woods.	The girl is ziplining.	2
A woman pushes a stroller past a fence behind which some uniformed boys reach out.	A lady running with a stroller hits a fence some schoolboys are sitting on .	2
Young skateboarding boy flips his board while performing a stunt.	A boy lays on the ground with a broken ankle.	2
A young man in a green t-shirt strums his guitar while sitting cross-legged on the floor.	A young man is taking pictures of the scenery.	2
A woman building a horse's head in the sand.	A woman is riding a horse,	2
Three workers in fluorescent orange clothing cleaning the subway tracks.	The men are wearing black jumpsuits and cleaning the building.	2
A boy does a skateboard trick.	the boy is sleeping.	2
A man is standing next to a pair of rollerskates, and observing people.	A woman is standing next to a pair of rollerskates, and observing people.	2
A young, male adult wearing blue jeans, a green reflective vest, work gloves and a hard hat stood between the rails of a railroad track to the rear of a white truck that is specially built to roll on the tracks.	The male is washing windows on the thirteenth floor of the building.	2
A man in a white T-shirt and dark cap begins to mark wood with a felt tip pen.	A woman is doing some embroidery	2
A lady holding a purse window shopping on a busy city street.	A lady is driving down the street honking at every car she passes.	2
A brown-haired woman in a beige jacket writes on a piece of paper on a pink table.	A women wearing a yellow jacket is writing on the wall.	2
Three girls are posing for a picture beside a dresser in front of a decorated Christmas tree.	Three girls pose for a nude picture.	2
3 women are playing beach volleyball, with one about to spike, one about to block, and the other looking on.	The three women are having dinner.	2
Two little boys and a baby girl sit on a striped seat outside.	Two girls and a baby boy sit on a polka dot chair.	2
A woman wears a black hat with an american flag on it and looks at the camera scarily.	A woman is wearing a purple hat.	2
A surfer in black attempts a 180 turn against a cascading wave with a white surfboard.	A surfer is wearing a yellow suit and riding waves of snow.	2
A man pushing a cart near the subway.	The man throwing the cart at the airplane.	2
A brick road between tall buildings.	There are dark tar roads near the houses.	2
People at a park with a public waterspout area.	A group sits in a coffee shop.	2
a group of people sitting at a sporting event.	People are cooking dinner.	2
Two golfers look off into the distance with hands blocking the sun.	Two guys are playing basketball	2
The woman is wearing an orange dress riding on the ferris wheel.	The woman is screaming on the roller coaster.	2
A man jumps off a wooden structure.	Man on a boat capsized.	2
Man with red shirt on a red bike in front of two other people on bikes.	Nobody is on a bike	2
Man singing into a microphone with no shirt on is next to a woman playing an accordion.	A man screaming into a guitar.	2
A long-haired brunette in a black long-sleeved top, pants and a long blue scarf stands reading a magazine in a waiting room.	Nobody has a top.	2
A young boy runs barefoot while wearing a blue swimsuit.	A young boy is swimming.	2
A man in blue pants and no shirt is doing a skateboard trick while another man films it.	Man is sitting on a skateboard.	2
