premise	hypothesis	label
Lady in dark top, pring skirt, red socks and shoes walking.	the boys were angry	2
A bunch of people outdoors and some of them are wearing hard hats.	There are people working inside a warehouse.	2
A little sitting down on a chair in front of a table wearing goggles and playing with some cylinders.	A little is eating lunch.	2
Two people, one with a white head covering, sit in the sand under a tree.	The people are swimming.	2
The beginning of a cycling race passes by the crowd.	the race is ended	2
A man wearing a red striped shirt reaches for a plate of food while others wait.	The man is wearing a bathing suit.	2
A man kissing a woman as she takes a picture.	A man ignores a woman as she paints his portrait.	2
a woman sitting on a large brown couch in the middle of a mall	The mall is closed and she is breaking in.	2
Four girls are in a ballet.	Male dancers are performing jazz.	2
three pairs of underpants are hanging from a line under a red shelter.	There is folded undwear in a basket.	2
A group of men, women, and children, all wearing hats, talk on the beach.	The group of teenagers are playing volleyball on the beach and will likely get sun burned because they have no sun protection for their heads.	2
