	sentence	label
36	ratliff deserves high marks for his restraint and willingness not to try and shape or mold our opinion regarding what is being shown .	1
37	alternately hilarious and sad , aggravating and soulful , scathing and joyous . it 's a masterpeice .	1
38	spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .	1
39	seldom has a movie so closely matched the spirit of a man and his work .	1
40	( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .	1
41	M-^Eit was n't the subject matter that ultimately defeated the filmM-^Eit was the unfulfilling , incongruous , `` wait a second , did i miss something ? `` ending .	1
42	( un cineasta ) para no entender del todo y para seguir esperando .	1
43	makes one thing abundantly clear . american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway .	1
44	one of those joyous films that leaps over national boundaries and celebrates universal human nature .	1
45	shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .	1
46	it 's weird , wonderful , and not necessarily for kids .	1
47	quietly pulls you into its sun drenched style of american gothic in the heartland	1
48	there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .	1
49	a good film with a solid pedigree both in front of and , more specifically , behind the camera .	1
50	i 'm going to give it a marginal thumbs up . i liked it just enough .	1
51	whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .	1
52	japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .	1
53	there 's suspension of disbelief and then there 's bad screenwriting . . . this film packs a wallop of the latter .	1
54	although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .	1
55	the new version is n't just endless . it heightens the deeply conservative spirit of giuseppe tornatore 's fable in a surprising new way .	1
56	one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	1
57	morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .	1
58	stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .	1
59	the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience .	1
60	the entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .	1
61	the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no . 1 , but falls apart long before the end .	1
62	the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .	1
63	overall , it 's a very entertaining , thought-provoking film with a simple message : god is love .	1
