premise	hypothesis	label
A baseball player takes a swing at a pitch while the crowd watches.	A baseball player swings at the ball.	0
With flowers in the foreground, a man in a blue striped shirt bikes past a large white building.	A man is biking outside.	0
A pair of hands taking apart a clock.	Someone is disassembling a clock.	0
A bike riding couple dressed in bike gear and helmets take a minute to site on a bench to talk and park their bikes.	A bike riding couple dressed in bike gear and helmets relaxing on a bench.	0
A woman instructs several people in how to do a craft.	A woman is instructing people.	0
Workers in green and white vest and hard hats waiting to go to work.	Hard hatted, green and white vest wearing workers wait together to go to work.	0
A brown and black dog laying on a gray plushie in front of a TV showing breaking news.	Two dogs laying by the tv.	0
A woman sitting with her baby in a group, while other women breastfeed in the background.	A woman sitting with her baby in a group	0
A woman lying on a rock at a campground.	The woman is outside.	0
A man sits on a stool reading the newspaper among a bunch of debris.	The man on the stool read the newspaper.	0
a crowd watches a bicycle race while two racers in red walk their bikes past.	A crowded bicycling event	0
Two young women in front of a vending machine trying to decide what to get.	Two women are deciding what to get.	0
There are several people outside looking at acorn squash.	People are looking at squash.	0
a man meditating on a tall building with no shoes on	A man is meditating	0
The lady is taking notes.	Girl writing	0
Three men loading items on a sled.	Men load a sled.	0
A group of individuals are running a race.	People running.	0
A man standing in a lake fishing.	A man is fishing.	0
A little boy in an oversized cap is eating a Popsicle.	Boy eats frozen treat.	0
Two dogs play tug-of-war with a dark object in the snow.	Dogs playing tug of war.	0
A young woman drawing pictures on a white surface.	An artist draws.	0
An older woman dressed in an ill-fitting yellow shirt and blue plaid skirt is sitting on the ground next to two pails.	A woman takes a rest from walking.	0
A man in a black suit and a woman wearing a white dress and holding flowers getting married	There is a minister standing between the man and woman.	0
A man in a river fishing.	There is a person fishing.	0
A man wearing a purple hat and clown makeup is cheering to a crowd.	A clown wearing purple hat is cheering to a crowd.	0
A person standing on a ciff looking down at plains and trees.	A person standing on a cliff observes the world below.	0
A man in a black t-shirt works on a race car.	The race car belongs to the man.	1
A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.	The people here are currently in Colorado.	1
A young woman points ahead as she walks with her companion.	the woman is hite	1
A person in a green feathered costume is bending down in front of a woman with painted breasts.	Two performers are getting ready to go on stage.	1
Two little blond boys play on a bed in a room with wood paneling.	The friends play together.	1
A man and children work on the engine of an old truck.	A man is showing his children how to fix a truck.	1
A person is riding an orange dirt bike is a desert setting.	A person racing in a event.	1
A woman razor cutting another woman's hair.	A man is combing another woman's hair	1
A young woman is sledding down a snowy hill.	It is winter.	1
A black dog jumping off a riverbank near a wooded area.	A puppy jumping near a wooded area.	1
A snowboarder glides through the air.	A snowboarder just went off a ramp to do a trick in the air.	1
A medium sized white dog is jumping up to catch a small cloth Frisbee.	the dog caught the frisbee on its first try	1
Explorer inside a snow cave standing on clear blue ice.	The explorer is on a glacier.	1
A man in glasses is grilling wieners and meat patties on a grill.	The man in glasses is hungry.	1
Two men playing rugby on the ground.	The two people are teammates.	1
An surfer airborne over a wave.	A surfer in California riding the waves	1
A person wearing a red and black uniform is holding a bat and wearing a red batter's helmet while a girl sits behind in the same uniform.	A person trying to impress a girl in the same uniform.	1
A young couple sits and talks outside of a small restaurant.	A couple sits outside and talks.	1
Lots of people are walking on the road near several white buildings towards Nationals Park.	People going to game at Nationals Park	1
Two shirtless men practicing Capoeira on a beach with water in the background.	two shirtless men practice capoeira at the beach for a crowd	1
People march in costumes with makeup on their faces.	The people enjoy getting dressed up.	1
A woman in a casino stands at an ATM to withdraw money.	A woman lost her money in casino games and is withdrawing more.	1
Father and Son kicking a ball on the lawn.	A father is teaching his son to play soccer.	1
An asian man with a teal apron is using a knife to prepare food in a kitchen.	The man is making sushi.	1
Two men with black rimmed glasses making faces and eating bread.	The men are sitting at a table.	1
A small child looking at a cactus garden.	The child helped plant the garden.	1
Two men in black running in a race.	Two men are running past other runners.	1
Person in orange shirt balancing bicycle on wire	A person practicing a circus balancing act.	1
a small airplane flying through the air with lots of smoke coming out of the plane.	An airplane is about to crash.	1
A man with dark hair and a white top is walking toward a bird on a boardwalk.	A black-haired man in a white t-shirt goes for a stroll by the sea.	1
A man with a red bag rides his bike down a damp city street in front of a building covered in scaffolding.	A man is downtown.	1
The guy in the dark suit at the podium is pointing to the powerpoint screen.	The boss giving a presentation.	1
A toddler boy in a red tank top and khaki shorts walks on the European street with a woman in a white top and faded blue jeans.	The toddler and woman are child and mother.	1
a boy wearing red plays in the creek.	A young boy plays alone	1
A woman with a white shirt and ponytail walks by.	A woman walks by the stores.	1
A little boy is in a bathroom holding a green ball.	A boy is holding a green ball to play with while he takes a bath.	1
A male rock climber is scaling a wall while another man belays him.	The two men are best friends.	1
Two men are walking by a colorful shop as one admires something under the umbrella.	A young couple is shopping and spot something interesting under an umbrella.	1
People are standing outside of a building.	The people were protesting outside of a building.	1
A man touching a giant BlackBerry.	A man is demonstrating how an object operates.	1
A man sitting on a boat in the middle of the ocean.	A man is sitting and fishing in a boat in the middle of the Pacific Ocean.	1
Two boys, one wearing a blue shirt, the other wearing a muscle shirt, facing each other on a brick wall, next to a culvert.	The boys are looking for bugs.	1
Two girls playing tennis, the girl in the forefront is serving the tennis ball to her opponent.	Two famous women engaged in a match of tennis, the closest is serving the ball.	1
A woman straps a cranky child into a car seat.	A woman with a cranky kid.	1
A man riding an orange and white motorcycle.	A man is driving a bike to work.	1
A child plays a red toy guitar and sings into multicolored plastic microphone.	A boy wants to become a singer.	1
Two small children, one boy and one girl, standing near a street vendor talking.	The children are talking about robbing the street vendor.	1
A guy on a floating platform on the water.	A guy is floating on the water asleep.	1
A man is strutting across the street while smoking a cigarette.	The man is taking a smoke break during his lunch break.	1
A little boy in a red shirt is swinging at a pinata.	A young boy is at a birthday party.	1
A group of teenage boys is standing in front of a Wells Fargo Bank.	Boys are about to get money.	1
Asian male in baseball cap, striped polo shirt, sitting on ground, with white thread, stitching up a shoe.	An Asian man fixes his shoe outside.	1
Two men are at the doorway of some kind of fancy vehicle or place.	The men are both millionaires.	1
Five men in a rock concert playing different instruments.	There are five men in a heavy metal concert.	1
There are two men in a graveyard and one of the men has a wheelbarrow and a shovel and he is digging a grave.	A man digs a grave for a relative.	1
Many bundled up people are standing in a public square.	A crowd of people are bundled up standing in the public square while having lunch.	1
A mural is being painted on a wall.	the mural is almost done on the wall	1
A kid in a broncos football team jersey and hat is standing at a tailgating party.	The kid is a broncos fan.	1
A man is flipping someone off.	A man is flipping someone off of a cliff.	1
A person is riding a bike along a street in a desolate city setting.	The person is female.	1
Children in boats in the water.	The children are using paddle boats on the water.	1
Three people playing pool and one is thinking of his next shot.	A group is doing something.	1
A poor family in India walk down a cobblestone street past a crumbling house.	A poor family is wearing bad clothes	1
Several individuals, some possibly of Hispanic descent at a street market, grilling meat.	A barbecue takes place in an open market.	1
A man riding a bicycle performs a trick above a dirt mound.	The man is walking on a dirt mound.	2
Two people are riding bikes beside train tracks.	Two people ride their bikes along the beach	2
Two dogs, one brown and one black, playing with each other.	Two dogs are running after a robotic rabbit in a tutu.	2
Two men in blue uniforms and green workman vest.	Two men in swimsuits.	2
A baseball batter in white pants and a black shirt attempting to hit a baseball with a catcher behind him and an umpire behind the catcher.	girls play soccer on a field	2
boys in a marketplace in india.	Boys are fighting.	2
A woman standing on grass, is holding jackets and a dress.	A man trying to pull out grass.	2
Four people, two women in the front and a man and woman in the back, pose at night.	People are sitting on a beach under the bright sun.	2
Two young men in black punk rock clothing are sitting on the floor at a playground.	two men are jamming on stage with their band	2
Blond young boy rides a zip line in the woods.	The girl is ziplining.	2
two asian girls laughing together	The girls are sleeping	2
A woman pushes a stroller past a fence behind which some uniformed boys reach out.	A lady running with a stroller hits a fence some schoolboys are sitting on .	2
Four construction workers gathered around a hole looking in a bucket.	The construction worker is sitting down a nice restaurant for his anniversary	2
Two boys happily pull cart.	One boy pulling a cart	2
Young skateboarding boy flips his board while performing a stunt.	A boy lays on the ground with a broken ankle.	2
The man in blue is walking on the red bridge.	A man in blue running across a red bridge.	2
a man is kissing a woman.	Two women are kissing	2
A bunch of kids waiting for the school bus.	A bunch of kids are crying.	2
A young man in a green t-shirt strums his guitar while sitting cross-legged on the floor.	A young man is taking pictures of the scenery.	2
A woman building a horse's head in the sand.	A woman is riding a horse,	2
Many onlookers look upon some firefighters behind caution tape, along with a man in a suit on a cellphone.	Firefighters are sleeping in their homes.	2
Three workers in fluorescent orange clothing cleaning the subway tracks.	The men are wearing black jumpsuits and cleaning the building.	2
Four hikers are climbing stone steps in a forest area.	Four people are about to bungee jump off a bridge.	2
Two people are standing near their motorcycles.	Two people are sitting.	2
A boy does a skateboard trick.	the boy is sleeping.	2
Crowd watching a person in scary costume holding a torch.	A group is watching a someone do a tumbling act.	2
Two dogs wearing sweaters play in a field.	the dogs are knitting sweaters	2
A man is standing next to a pair of rollerskates, and observing people.	A woman is standing next to a pair of rollerskates, and observing people.	2
A young, male adult wearing blue jeans, a green reflective vest, work gloves and a hard hat stood between the rails of a railroad track to the rear of a white truck that is specially built to roll on the tracks.	The male is washing windows on the thirteenth floor of the building.	2
The firefighters are doing a serious task.	The police men are driving the car.	2
A man in a white T-shirt and dark cap begins to mark wood with a felt tip pen.	A woman is doing some embroidery	2
A lady holding a purse window shopping on a busy city street.	A lady is driving down the street honking at every car she passes.	2
A brown-haired woman in a beige jacket writes on a piece of paper on a pink table.	A women wearing a yellow jacket is writing on the wall.	2
The people are riding a gondola down the calm river.	the people are in a sailboat.	2
Children watching a man make large bubbles.	Children are taking a bubble bath.	2
A band playing in a pretty small venue.	Songs, don'ts singing cats	2
Several young people are standing in a circle smiling.	Several young people are sitting.	2
Two horses greet a man in red pants and a black shirt, while a dog on a leash attempts to jump the fence.	A man has fallen asleep in his armchair.	2
Three girls are posing for a picture beside a dresser in front of a decorated Christmas tree.	Three girls pose for a nude picture.	2
An old couple walks along a street that lacks color.	An older couple is eating lunch	2
A person in baggy pants and brown hoodie, with a backpack, walks on a sidewalk with signs in Chinese.	A person has baggy shorts.	2
3 women are playing beach volleyball, with one about to spike, one about to block, and the other looking on.	The three women are having dinner.	2
Two little boys and a baby girl sit on a striped seat outside.	Two girls and a baby boy sit on a polka dot chair.	2
A woman wears a black hat with an american flag on it and looks at the camera scarily.	A woman is wearing a purple hat.	2
A surfer in black attempts a 180 turn against a cascading wave with a white surfboard.	A surfer is wearing a yellow suit and riding waves of snow.	2
A man pushing a cart near the subway.	The man throwing the cart at the airplane.	2
Two men are playing chess.	Two men are playing cards.	2
A brick road between tall buildings.	There are dark tar roads near the houses.	2
People at a park with a public waterspout area.	A group sits in a coffee shop.	2
man playing a fiddle on stage with other band members.	A man is cutting the pizza.	2
Women dressed in pink and white clothing stand with arms pointed to the sky.	A women is sleeping.	2
a young girl in pink top, young girl wearing a blue sweater and another girl wearing a yellow top.	Two boys in shirts with one wearing a sweater are together.	2
a group of people sitting at a sporting event.	People are cooking dinner.	2
Two women wearing red are standing.	Two men are walking.	2
Two golfers look off into the distance with hands blocking the sun.	Two guys are playing basketball	2
The woman is wearing an orange dress riding on the ferris wheel.	The woman is screaming on the roller coaster.	2
A man jumps off a wooden structure.	Man on a boat capsized.	2
A man and woman are standing near a wall in the winter.	Nobody near a wall.	2
Man with red shirt on a red bike in front of two other people on bikes.	Nobody is on a bike	2
Man singing into a microphone with no shirt on is next to a woman playing an accordion.	A man screaming into a guitar.	2
A long-haired brunette in a black long-sleeved top, pants and a long blue scarf stands reading a magazine in a waiting room.	Nobody has a top.	2
A young boy runs barefoot while wearing a blue swimsuit.	A young boy is swimming.	2
A group of students who play the saxophone are preparing for a concert.	The students were at a rally.	2
A man in blue pants and no shirt is doing a skateboard trick while another man films it.	Man is sitting on a skateboard.	2
