	question	option1	option2	label
18	pine shavings	can be used as  bedding for hamsters	can be used as  food for hamsters	0
19	To make a mold for homemade candy bars, you can	Line cardboard boxes with aluminum foil	Line cardboard boxes with sand paper	0
20	Restart the body after long night of studying.	Take a 20 minute nap right before sun comes up.	Take a 20 minute nap right after sun comes up.	0
21	What can I use to make shiny headgear for my costume?	Use a piece of foil.	Use a piece of black fabric.	0
22	To convert Moroccan Stew into a vegan option	Use butternut squash and chickpeas in lieu of meat	Use butternut squash and additional spices in lieu of meat	0
23	To prevent burning hands when lighting a candle,	light a long, twisted roll of paper on fire to light the candle.	put the fire on your palm instead of your fingers to light it.	0
24	How to warm food using microwave	Put the food in the microwave and turn on the microwave then input the duration you want the food to be warmed.	Take the food you want to warm and put in the microwave then connect the microwave to power supply to ensure the microwave is powered.	0
25	glasses	burn paper when sun is shone through	burn rocks when sun is shone through	0
26	How do I use baking soda to whiten my teeth?	Mix 1/4 teaspoon baking soda with a pinch of salt in the palm of your hand.  Moisten toothbrush with warm water and press it into the mixture to apply some to the bristles.  Gently brush teeth and rinse.	Mix 1/4 teaspoon baking soda with a pinch of red pepper in the palm of your hand.  Moisten toothbrush with warm water and press it into the mixture to apply some to the bristles.  Gently brush teeth and rinse.	0
27	To identify burl when looking in the woods,	look for large, chaotic and round lumps growing off the base of the trunk.	look for trees with wide bases and swirling growth patterns on the trunk.	0
28	Clean a car's windshield using the windshield wiper at a gas station.	Using the sponge side of the windshield wiper, dunk it in the cleaning solution to get it wet, then wipe up and down the whole windshield. Turn the windshield wiper over to the blade side and drag it across the windshield until all of the water is gone.	Using the blade side of the windshield wiper, dunk it in the cleaning solution to get it wet, then wipe up and down the whole windshield. Turn the windshield wiper over to the sponge side and drag it across the windshield until all of the water is gone.	0
29	To make quitting cigarettes easier,	go for regular walks and distract yourself during cravings.	keep some cigarettes on hand for if the withdrawals get bad.	0
30	To clean a smoking pipe,	run a pipe cleaner through the stem of the empty pipe, turn the pipe over and dump out the debris from the bowl, and then blow through the pipe to completely clear it out.	run a pipe cleaner through the stem of the empty pipe, turn the pipe over and dump out the debris from the bowl, and then squirt soap through the pipe to completely clear it out.	0
31	how do you dispose of sanitary napkins?	throw them into the trash beside the toilet.	flush them down the toilet.	0
32	Microwaves	can be used to heat Aluminum 	can be used to heat cold water 	1
33	To be safe while using the phone while driving,	only text and do not use hands free commands.	only use hands free commands and do not text.	1
34	To unwrap a sucker	pry up an edge of wrapper by stem with fingernail, put glue under raised edge, pull the same way it is wrapped and press wrapper.	pry up an edge of wrapper by stem with fingernail, grab raised edge, pull the opposite way it is wrapped and remove wrapper.	1
35	If the nutella cookie batter is too crumbly	it's too dry add some Nutella and do not mix	it's too dry add some Nutella and mix well	1
36	how do you risk something?	do everything carefully and only if you're sure you can.	do something you're not sure you should be doing.	1
37	cook bacon in the oven	Preheat oven to 400° and line a large baking sheet with foil. (If using, line a wire rack on your baking sheet.) Lay bacon in a single layer onto baking sheet or cooling rack, making sure not to overlap. Bake until your desired crispness, 45 to 50  minutes.	Preheat oven to 400° and line a large baking sheet with foil. (If using, line a wire rack on your baking sheet.) Lay bacon in a single layer onto baking sheet or cooling rack, making sure not to overlap. Bake until your desired crispness, 15 to 25 minutes.	1
38	Test smell of breath.	Lick wrist and wait 10 minutes.	Lick wrist and wait 10 seconds.	1
39	make breakfast potatoes	in a large microwave, toss together the potatoes, garlic, onion, green bell pepper, red bell pepper, olive oil, butter, seasoned salt, cayenne pepper and some kosher salt and pepper. Bake for 20 to 25 minutes, shaking the pan twice. Raise the heat to 500 degrees and bake until crisp and brown, 10 to 15 minute	in a large bowl, toss together the potatoes, garlic, onion, green bell pepper, red bell pepper, olive oil, butter, seasoned salt, cayenne pepper and some kosher salt and pepper. Bake for 20 to 25 minutes, shaking the pan twice. Raise the heat to 500 degrees and bake until crisp and brown, 10 to 15 minute	1
40	To make a homemade nail polish remover	Mix  1/2 cup white vinegar and the juice from one lemon into a bowl, stir with a spoon until all ingredients are thickened	Mix  1/2 cup white vinegar and the juice from one lemon into a bowl, stir with a spoon until all ingredients are mixed	1
41	To pour silicone into a bucket to create a mold of an object	With the object secured in the bottom of the bucket pour the water mix in a steady stream over the object until it covers it by at least 10 mm. This helps force bubbles out of the mix.	With the object secured in the bottom of the bucket pour the silicone and catalyst mix in a steady stream around the object until it covers it by at least 10 mm. This helps force bubbles out of the mix.	1
42	cup	can hide plate 	can hide tape 	1
43	To make money from old books,	take the books to a local hardware store to sell them.	take the books to a book store and offer to sell them.	1
44	To add padding to the Bionic El Wire Mask so it is comfortable to wear.	Add a piece of thin fabric where it touches the head.	Add craft foam where it touches the head.	1
45	To mush the avocado for guacamole.	Use a butter knife to squish the avocado into desired consistency.	Use a fork to squish the avocado into desired consistency.	1
46	To play as Tails in Sonic the Hedgehog 2.	Start a 2 player game and have Player 1 intentionally game over.	"Go to the options menu and toggle ""Sonic and Tails"" to ""Tails Alone""."	1
47	Learn how to put the shine back into patent leather shoes.	Use your favorite household spray cleaner, spray the air around the shoe, then wipe gently to restore the shine.	Use your favorite household spray cleaner, spray the affected area, then wipe gently to restore the shine.	1
48	tupperware	is used to cook leftovers	is used to store leftovers	1
49	shoe box	can be used as  to hold water 	can be used as  a plantholder 	1
50	how can I quickly clean a bong?	Empty the bong and rinse and fill it with warm water. While wearing your latex gloves, empty out your bong as well as you can. Pour out old bong water and remove any spent herb. Then give it a good rinse with warm water to remove any remaining solid particles. Finally, fill the bong part way with some of the vegetable soup from dinner.	Empty the bong and rinse and fill it with warm water. While wearing your latex gloves, empty out your bong as well as you can. Pour out old bong water and remove any spent herb. Then give it a good rinse with warm water to remove any remaining solid particles. Finally, fill the bong part way with some of the warm water you’re using.	1
51	How to make a tinder bundle.	Gather fibrous grasses, bark and other lightweight easily flammable material . Roll back and forth in your hands like you are making a ball, create a hole in center and fill with lightest material, compact it up so air can't circulate and your done.	Gather fibrous grasses, bark and other lightweight easily flammable material . Roll back and forth in your hands like you are making a ball, create a hole in center and fill with lightest material, fluff it up so air can circulate and your done.	1
52	use a wine opener	Push the tip of the corkscrew into the cork.    Twist until the corkscrew is about three-quarters of the way into the cork.    Engage the base hinge with the lip of the bottle and push downward gently.    When you can't pull anymore, engage the second hinge with the lip of the bottle.	Push the tip of the corkscrew into the cork.    Twist until the corkscrew is about three-quarters of the way into the cork.    Engage the base hinge with the lip of the bottle and pull upward gently.    When you can't pull anymore, engage the second hinge with the lip of the bottle.	1
53	Keep bathroom drawers organized.	Use a strict placement chart to organize your bathroom drawers.	Use kitchen drawer organizers in the bathroom for organization.	1
54	how to make basic liquid soap	Gather 8 to 10 ounces of soap. Grate the soap into large chunks of shaving soap. Add some glycerin if you're not using castile or handmade soap. Let the soap water sit off-heat for 12 to 24 hours. Whisk the soap the next morning, if needed. Stir in any desired essential oils or extracts.Pour the soap into soap dispensers	Gather 8 to 10 ounces of soap. Grate the soap into small flakes.Heat 1 gallonof water on a stove. Stir the soap into the water. Add some glycerin if you're not using castile or handmade soap. Let the soap water sit off-heat for 12 to 24 hours. Whisk the soap the next morning, if needed. Stir in any desired essential oils or extracts.Pour the soap into soap dispensers	1
55	Create filler material for gifts.	Run a plastic bag through a paper shredder.	Run brown paper bag through a paper shredder.	1
56	To pull a coil to elongate it, you can	Use scissors	Use pliers	1
57	What supplies are needed to make a paper cup lotus lamp?	Butcher knife        Scissors        Pencil        Cylindrical pen        Glue        Eraser        Tape measure        Starry string LED (copper wire) light set (or strong tea light)        5 paper cups (small)	Craft knife        Scissors        Pencil        Cylindrical pen        Glue        Eraser        Tape measure        Starry string LED (copper wire) light set (or strong tea light)        5 paper cups (small)	1
58	pitcher	can store basketballs well	can store water well	1
59	To stop the clock in a basketball game,	throw the ball out of bounds.	call a time out.	1
60	How to make a stencil.	Draw onto plastic using a marker, then cut along lines with a jigsaw.	Draw onto plastic using a marker, then cut along lines with an x-acto knife.	1
61	How sharp should you make the butter knife?	Fairly sharp, so you can use it for different foods.	Not very sharp since it is for soft foods.	1
62	To wash blueberries,	dump them into the sink basin and run water over them from the faucet.	put them in the sink and run water over them in their basket.	1
63	How do you make jello?	Whisk together 1 cup of warm water with 1 packet of jello in a large bowl. Add 1 cup of cold water to the mixture and whisk it in.	Whisk together 1 cup of hot water with 1 packet of jello in a large bowl. Add 1 cup of cold water to the mixture and whisk it in.	1
