	question	option1	option2	label
35	where do you cut your long-sleeve shirt if you want to make your arm warmer as long as possible from it?	as far as possible from the seam	as close to the seam as possible	1
36	How do I mix weed killer in a manual sprayer?	Close the basin of the sprayer and pour in 3 cups of weed killer first and then 3 gallons of water, put the cap on and you are ready to spray.	Open the basin of the sprayer and pour in 3 cups of weed killer first and then 3 gallons of water, put the cap on and you are ready to spray.	1
37	To make your yard more inviting for birds,	provide a water source, avoid pesticides, and keep bees and other predators out of your yard.	provide a water source, avoid pesticides, and keep cats and other predators out of your yard.	1
38	Make a mini Smores grill.	Line flower pot with saran wrap, and then add charcoal.	Line flower pot with foil, and then add charcoal.	1
39	how do you run a nickel coverage in football?	Play with 5 Linebackers on defence.	Play with 5 defensive backs on defense.	1
40	water	is used as an ingredient for sandwiches 	is used as an ingredient for lemonade 	1
41	How do I drain the potatoes?	With your bare hands, gently tip over pot with hot water over stove until all water has been drained out.	Using gloves, gently tip over pot with hot water over stove until all water has been drained out.	1
42	helicopter	floats in water usually	floats in air usually	1
43	How to bread a chicken cutlet	Evenly season a chicken cutlet with oil and pepper. Cover a chicken cutlet first in flour, then whisked eggs and finally, bread crumbs.	Evenly season a chicken cutlet with salt and pepper. Cover a chicken cutlet first in flour, then whisked eggs and finally, bread crumbs.	1
44	To sew a fake mustache onto  a fake beard,	use a mixture of mayonnaise and glue to stick them together.	use a tapestry needle and thread to sew them together.	1
45	How to make denim shorts from old jeans?	Cut the legs off around the knee area from your body.	Cut the legs off around the knee area from the jeans.	1
46	Pick up eyeshadow dust.	Use note card to gather dust.	Use sticky note to gather dust.	1
47	How much cheese should I use on my pizza bread?	Honestly, there is no set amount. Just sprinkle a layer of the cottage cheese on top of the pizza bread, until it is covered to your liking.	Honestly, there is no set amount. Just sprinkle a layer of the cheese on top of the pizza bread, until it is covered to your liking.	1
48	How to test a 9 volt battery?	By touching battery to fingertip	By touching battery to tongue	1
49	To pick blueberries quickly	hang a bucket upside down from your body, lean in putting it under the blueberries, put your fingers behind the blueberries like a wall, and then roll your thumbs down ward over the blueberries pulling them off the vine and letting them drop onto the bucket.	hang a bucket from your body, lean in putting it under the blueberries, put your fingers behind the blueberries like a wall, and then roll your thumbs down ward over the blueberries pulling them off the vine and letting them drop into the bucket.	1
50	How to walk properly.	Move both feet at the same time as you move forward, hopping like a rabbit.	Move one foot in front of the other, bending the knee a little bit as you go.	1
51	How to remove a wine stain from your wooden dining room table.	Take a clean dry cloth and dampen with water, apply to wine stain and let sit for about an hour and wipe off with a clean cloth dampened with ammonia.	Take a clean dry cloth and dampen with ammonia, apply to wine stain and let sit for about an hour and wipe off with a clean cloth dampened with water.	1
52	To remove stuck on food from a dish,	wipe it down with a paper towel until it's off.	soak it in hot soapy water for awhile.	1
53	To do a deep clean on your carpet	You should use a broom to sweep the carper, then mop the carpet using a mop and bucket.	"You should do a ""slow vaccum"" throughout the room, and then use a carpet cleaner."	1
54	Reduce risks of heart disease.	Take regular trips to fast food places.	Take regular naps.	1
55	how do you scope something out?	look past it.	look at it.	1
56	Make prop weapons.	Use a chainsaw to cut EVA foam into the desired shape, paint and finish with a clear coat for protection.	Use a knife to cut EVA foam into the desired shape before painting with acrylic paint and finishing with a clear coat of varnish for protection.	1
57	key	can be used to open a baking sheet 	can be heated on a baking sheet 	1
58	To save electric in the summer,	use an air conditioner.	do not use an air conditioner.	1
59	How do you trim yams?	Place the yam on a cutting board. Using a dull knife, cut away approximately 2 inches of each of the ends of the yam. Identify any woody bits on the yam and use a dull paring knife to slice them off.	Place the yam on a cutting board. Using a sharp knife, cut away approximately ¼ inch of each of the ends of the yam. Identify any woody bits on the yam and use a sharp paring knife to slice them off.	1
60	plastic wrap	can't be pierced by tweezers 	can't be pierced by computer 	1
61	To make a laser cut bracelet you can use	A small piece of scrap metal which is then heated in an oven	A small piece of acrylic sheet which is then heated in an oven	1
62	How many references should a resume include?	The best number of references is just 1.  It doesn't matter how many references there are as long as the one is very good.	The best number of references in around 3, especially if the person writing the resume can find 3 very good quality references.	1
63	How to make an ordinary wood toy look rustic?	Sand down the wooden toy then dab the wood with some fresh teabags which are very dry	Sand down the wooden toy then dab the wood with some old teabags which are slightly damp	1
