	question	option1	option2	label
14	How to make sure the ends of cut PVC pipe are smooth.	Both edges are sanded to make sure they are flat and smooth using a sandpaper.	Both edges are sanded to make sure they are flat and smooth using a dry sponge.	0
15	food processor	gets cleaned in sink 	gets cleaned in pool 	0
16	How do you check if a glass bowl will float?	Place the empty bowl into a larger pot filled halfway with water, see if the glass bowl sinks or stays on top.	Place the empty bowl into a larger pot filled halfway with ice, see if the glass bowl sinks or stays on top.	0
17	floss	helps keep teeth clean	helps keep nails clean	0
18	how to tell if your oil is hot enough	add a pinch of flour and see if it sizzles	add a cup of water to the oil, if it splatters, it's not hot enough.	0
19	how . do you power on a car?	stick the key in the ignition and turn.	stick the key in the ignition and move the gear to drive.	0
20	To start the hanging modular lamp shade project	Print and cut out 20 modular design from your computer, it may take a while but be patient.	Print and cut modular	0
21	Clean rust from a piece of jewelry?	Apply rust remover to the area that is rusted and once removed, polish it lightly to smooth it out	Apply dust remover to the area that is rusted and once removed, polish it with water to smooth it out	0
22	To boil condensed milk, you can	Place in a pan on the stove	Place in a pan in the freezer	0
23	For teachers open house	Put up a QR code at Open House so the parents can easily pull up all of your contact info on their phones.	Put up a QR code at Open House so the parents can easily pull up all of your contact info on their codes.	0
24	How can I make money at home?	Sign up with proofread anywhere and do proofreading at home and correct others errors.	Sign up with bookburning anywhere and do proofreading at home and correct others errors.	0
25	How to ensure a counter is flat without a spirit level?	Place a small golf ball on the counter and adjust the counter or surface until the ball stays still	Place a small golf ball on the counter and adjust the counter or surface until the ball stays rolls	0
26	blade	can cut watermelon 	can cut diamond 	0
27	How to Make an Easy terrarium	You can make a terrarium with a glass vase, activated carbon, potting soil, some aquarium gravel and a few succulents. First wash out the jar, carefully rinsing any soap as it may be harmful to succulents.	You can make a terrarium with a glass vase, activated carbon, potting soil, some aquarium gravel and a few succulents. First wash out the jar carefully rinsing any soap as it may be beneficial to succulents.	0
28	How can I keep my towel from falling off the handle of the oven or fridge?	Fold your towel into its desired form and attach Velcro strips in two spots, one on the front and one on the back,	Fold your towel into its desired form and attach Velcro strips in one spot, one on the front or one on the back,	0
29	What can I do with my spare change to save it?	Put the change into an old, rinsed milk jug.	Put the change into an old, rinsed tuna tin.	0
30	How do you replace the cream from an Oreo with peanut butter?	Pull the top and bottom of the Oreo apart, scrape off the cream with a butter knife and throw it away, then spread and layer of peanut butter in its place, and put the top and bottom back together.	Pull the top and bottom of the Oreo apart, scrape off the cream with a needle and throw it away, then spread and layer of peanut butter in its place, and put the top and bottom back together.	0
31	Remove excess juice from tomatoes.	Use a salad spinner.	Use a salad bowl.	0
32	floss	can cut peanut brittle to make treats	can cut frozen pudding to make treats	1
33	How to clean a stove top.	Wet a sponge with water and soap. Clean stove top with the sponge and leave wet for an hour then clean with a dry cloth.	Wet a sponge with water and soap. Clean stove top with the sponge and leave wet for a few minutes then clean with a dry cloth.	1
34	What does the kit need to clean up blood?	A bandaid is recommended in the kit to clean up blood.	A towel is recommended in the kit to clean up blood.	1
35	To play a flag in your yard to display,	hook the flag to an 8 foot pvc pipe pole.  Insert a piece of rebar into the ground so that about 2 inches of it sticks out of the ground.  Place the pvc pipe over the rebar.	hook the flag to an 8 foot pvc pipe pole.  Insert a piece of rebar into the ground so that about 2 feet of it sticks out of the ground.  Place the pvc pipe over the rebar.	1
36	To absorb shock with the Bicycle Camera Mount.	Use metal washers.	Use rubber washers.	1
37	To make trap mechanism out of wood so it will be triggered but will stay together until then.	Whittle holes into the wood and connect the pieces.	Whittle shallow slots into the wood and connect the pieces.	1
38	To measure strips of denim for weaving,	"Lay the denim on a carpeted floor, place a ruler along the edge of the fabric, and use a pen to mark every 1"" along the fabric."	"Lay the denim on a cutting mat, place a ruler along the edge of the fabric, and use a pen to mark every 1"" along the fabric."	1
39	How to cut open the top of a helium bottle?	Find a helium bottle online then empty the bottle halfway. Cut open the tip and open the tube also from the side. The dimensions of the hole depend on your lateral opening on your stove.	Find a helium bottle online then empty the bottle completely. Cut open the tip and open the tube also from the side. The dimensions of the hole depend on your lateral opening on your stove.	1
40	rubber band	can keep  vise grip away from you.	can mark handles of different  vise grip to easlily identify.	1
41	To peel garlic.	Break up a bunch of garlic and place it in a jar. Shake the jar vigorously until you see the skins start coming loose. Pour it out onto a bowl and separate the cloves from the skins. Sort out any wilted or soft cloves of garlic.	Break up a bunch of garlic and place it in a jar. Close the lid and shake the jar vigorously until you see the skins start coming loose. Pour it out onto a bowl and separate the cloves from the skins. Sort out any wilted or soft cloves of garlic.	1
42	How can you stop being flatulent.	Eat more dairy foods, Ice cream, butter, milk, smelly cheese, and cottage cheese.	Eat more Bananas, Potatoes, Legumes, cereals, wheat, artichokes, or Asparagus.	1
43	How to make Chocolate Banana pudding ice cream at home.	In a medium mixing bowl combine 7 cups chilled Olive oil,  2 14 oz. cans sweetened condensed milk, and 2 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup Vanilla Wafer cookie Pieces, 1 cup diced bananas, 1 cup vanilla pudding.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	In a medium mixing bowl combine 7 cups chilled whipping cream, 2 14 oz. cans sweetened condensed milk, and 2 16 ounce can chocolate flavored syrup (Like Hershey's).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup Vanilla Wafer cookie Pieces, 1 cup diced bananas, 1 cup vanilla pudding.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.	1
44	To add dirt to the pot in the flower pot necklace.	Use brown marker on the hot glue poured into the pot.	Sprinkle dirt onto hot glue poured into the pot.	1
45	make ashtray	form like cup for ashes	use aluminum foil	1
46	To make old glass bottles into an instrument,	fill a bottle up with sand or mud.	use the bottle as a jug to blow into.	1
47	Freshen up stale tortilla chips.	Put chips in oven for 2 minutes at 375 degrees.	Put chips in oven for 10 minutes at 375 degrees.	1
48	how to keep from getting gas with cooked beans	Rinse off dry beans before poaching  them	Rinse off dry beans before cooking them	1
49	How do I clean my computer monitor with toothpaste?	To start with, you will want to keep the monitor on so that it is easier to see the marks you need to clean, from there you should apply the toothpaste directly to the monitor and use a soft dry cloth to firmly scrub the marks from the monitor.	To start with, you will want to turn the monitor off so that it is easier to see the marks you need to clean, from there you should make a solution with equal parts toothpaste and water and use a soft damp cloth with the solution to gently clean the screen.	1
50	To provide nutrients to plants and vegetables while growing,	water regularly and do not apply an chemicals.	apply fertilizer to the ground and water deeply.	1
51	How to properly wash and dry vegetables.	Soak in soap and swish around to get out dirt, then put in a colander to dry.	Soak in water and swish around to get out dirt, then put in a colander to dry.	1
52	to stop brown sugar from going hard	Pop a couple of marshmallows on top of your pocket	Pop a couple of marshmallows on top of your packet	1
53	how do you use a dust pan?	sweep up any trash into it, to save it.	sweep up any trash into it, to throw away.	1
54	To minimise the chance of burning your hands when lowering the turkey into the turkey fryer	Wearing gloves will maximize the risk	Wearing gloves will minimise the risk	1
55	how to make penne with sun dried tomatoes	350 grams penne pasta    350 grams boneless, skinless chicken breast    200G jar sun-dried tomato pesto    1/2 cup cheddar cheese    Instructions    Cook the pasta in a large pot of boiling salted water until tender but still firm to the bite, stirring occasionally, about 8 minutes. Drain, reserving 1 cup of the cooking liquid.    Meanwhile, in a nonstick frying pan, sauté the chicken until golden, 4 to 6 minutes.    Blend the sun-dried tomatoes and their oil, salt and pepper, to taste, and basil in a food processor and blend until the tomatoes are finely chopped. Transfer the tomato mixture to a large bowl. Stir in the Parmesan.    Add the pasta to the pesto and toss to coat, adding enough reserved cooking liquid to moisten. Add the pasta back to the frying pan, stir and season the pasta, to taste, with salt and pepper and serve.	350 grams penne pasta    350 grams boneless, skinless chicken breast    200G jar sun-dried tomato pesto    1/2 cup parmesan freshly grated    Instructions    Cook the pasta in a large pot of boiling salted water until tender but still firm to the bite, stirring occasionally, about 8 minutes. Drain, reserving 1 cup of the cooking liquid.    Meanwhile, in a nonstick frying pan, sauté the chicken until golden, 4 to 6 minutes.    Blend the sun-dried tomatoes and their oil, salt and pepper, to taste, and basil in a food processor and blend until the tomatoes are finely chopped. Transfer the tomato mixture to a large bowl. Stir in the Parmesan.    Add the pasta to the pesto and toss to coat, adding enough reserved cooking liquid to moisten. Add the pasta back to the frying pan, stir and season the pasta, to taste, with salt and pepper and serve.	1
56	make sweet potato baby food	Peel sweet potato and cut into half-inch cubes. In a pot, bring water to a boil and add sweet potato chunks. Reduce to a simmer and cook until tender, about 15 minutes. Transfer tender sweet potato chunks to an air fryer and blend until smooth	Peel sweet potato and cut into half-inch cubes. In a pot, bring water to a boil and add sweet potato chunks. Reduce to a simmer and cook until tender, about 15 minutes. Transfer tender sweet potato chunks to a food processor and blend until smooth	1
57	how do you double something?	make three of it.	make two of it.	1
58	How do I flatten the cookie dough balls ?	Using a toothpick, press balls making a crisscross pattern, flattening each  ball to a 1/2-inch thickness.	Using a fork, press balls making a crisscross pattern, flattening each  ball to a 1/2-inch thickness.	1
59	telescope	use electricity to see	use light to see	1
60	How to straighten your hair.	Start with completely wet hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	Start with completely dry hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	1
61	To cook a steak well done,	cook the steak until there is a warm, pink interior.	cook the steak until there is no pink interior.	1
62	to assess if your refrigerator door seal needs to be replaced	Put the index card between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	Put the dollar bill between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	1
63	How do you keep the car between the lines on the road?	Keep your eye on your phone and adjust with minor movements to stay in the lane.	Keep your eye on the road and adjust with minor movements to stay in the lane.	1
