	question	option1	option2	label
23	To dissolve salt in water,	add the salt to room temperature water in a cup and stir gently with a spoon until dissolved.	add the salt to freezing water in a cup and stir gently with a spoon until dissolved.	0
24	To rinse potatoes, you can	Scrub with cold water	Scrub with boiling water	0
25	What does a green light mean for traffic	It means for you to keep going through	It means for you to slow down through	0
26	jar	can by sealed by tape and used to store things.	can by sealed by rags and used to store things.	0
27	How do I cool down the meat filling when making a beef and bourbon pie?	Place the filling in a bowl then in the refrigerator covered overnight	Place the filling in a bowl then in the nail covered overnight	0
28	To remove the top from a PVC barrel, you can	Use a hacksaw to carefully cut off the top of the barrel	Use a utility knife to carefully cut off the top of the barrel	0
29	To ensure holes drilled in a wall are aligned with each other.	Use a level to align one mark with the other.	Use measuring tape to align one mark with the other.	0
30	to make scrambled eggs in the microwave	Beat eggs, milk, salt and pepper in microwave-safe bowl until blended. Microwave on high 45 seconds, stir, microwave again until eggs are almost set, usually for 30 to 45 seconds.	Beat eggs, milk, salt and pepper in microwave-safe bowl until blended. Microwave on high 45 seconds, stir, microwave again until eggs are completely done, usually for 60 to 100 seconds.	0
31	To keep from getting cavities,	limit sugar intake and brush teeth regularly.	limit food intake and skip brushing teeth regularly.	0
32	If riced cauliflower is still raw after the initial cook time	Freeze for a min and continue in minute intervals until done	Cook for additional min and continue in minute intervals until done	1
33	To make a healthy vegetable smoothie.	Mash the veggies with a potato masher until they're smushed and then use a hand beater to beat them smooth.	Wash the vegetables you wish to add to your diet. Spinach and kale make great bases, and you can add many other vegetables, according to taste. Place diced veggies into the blender and puree until drinkable, adding water or yogurt as needed for thinning.	1
34	How should you hold your hands on the keyboard when playing piano so as to prevent injury and strain?	Your fingers should touch the keys lightly when at rest with the wrists held below the fingers.	Your fingers should touch the keys lightly when at rest with the wrists held above the fingers like a tent.	1
35	To make peanut butter easier to get off of a spoon,	place a small amount of oil or non-stick spray onto the spoon after to using it to scoop peanut butter.	place a small amount of oil or non-stick spray onto the spoon prior to using it to scoop peanut butter.	1
36	software	can understands who is calling	can find out who is calling	1
37	tub	can be used to dye a  shirt with no water	can be used to dye a  spray-tie-dyed shirt with no water	1
38	How do you remove rust from a cast iron skillet?	Use fine steel wool to remove rust from affected areas. Scour the skillet until the area returns to new cast iron. Wash the skillet thoroughly: Wash the cast iron with warm water and mild dish soap. Scrub with bristle brush, gentle scouring pad, or mesh sponge if needed.	Use fine steel wool to remove rust from affected areas. Scour the skillet until the area returns to raw cast iron. Wash the skillet thoroughly: Wash the cast iron with warm water and mild dish soap. Scrub with bristle brush, gentle scouring pad, or mesh sponge if needed.	1
39	mug	can hold  vase to store	can hold  pen to store	1
40	A coffee mug	can be used to open a can. 	can be used to drink soup  	1
41	To give a reason why making pasta in a slow cooker is better	Cooking pasta in the slow cooker saves time versus cooking it in the oven	Cooking pasta in the slow cooker saves electricity versus cooking it in the oven	1
42	how to make flower water?	place water in pot and bring to a boil; add a collander to the pot; place flower petals in collander; let boil for one minute; remove collander; let water cool; place flowers into spray bottle	place water in pot and bring to a boil; add a collander to the pot; place flower petals in collander; let boil for one minute; remove collander; let water cool; place water into spray bottle	1
43	To remove a pouch of salmon from the grill, you can	Use one or two hands to scoop it off	Use one or two spatulas to scoop it off	1
44	Make a model of rubber tire tread.	Spray paint saran wrap to make rubber tire tread model.	Spray paint bubble wrap to make rubber tire tread model.	1
45	To polish a hex nut,	shine a flashlight on it to make it look shiny.	rub it with a sanding sponge until it's shiny.	1
46	how to make farro-stuffed peppers	Drizzle 400 halved bell peppers with olive oil; bake at 400 degrees F, 15 minutes. Make Farro Risotto; stuff into the peppers. Top with Parmesan and breadcrumbs. Bake until golden, 30 minutes.	Drizzle 4 halved bell peppers with olive oil; bake at 400 degrees F, 15 minutes. Make Farro Risotto; stuff into the peppers. Top with Parmesan and breadcrumbs. Bake until golden, 30 minutes.	1
47	To add filing to make stress balls from balloons.	Use water poured into an inflated balloon.	Use flour poured into an inflated balloon.	1
48	To become conscious during your dreams,	try and make a habit of forgetting about your dreams when sleeping.	try to make a habit of checking clocks during dreams multiple times.	1
49	To start a fire without kindling	use corn seeds and use the rest for nachos	use corn chips and use the rest for nachos	1
50	hands	pry door crushed	pry nuts crushed	1
51	To make a cute decorative key holder.	Hang a hook inside a large picture frame.	Hang a hook inside a small picture frame.	1
52	How to dissuade trick or treaters from coming to your place.	"Put a large vicious looking dog out front on a line and then put a large ""beware of the dog"" sign near it."	Turn the lights off and close the blinds.	1
53	what is the best way to make your instructable illustrations look more realistic?	You can trace the outline of a photo and color it in as much as you would like.	You can upload a photo, and then trace the outline of the photo and color it in.	1
54	To sharpen a dull knife without a sharpening tool,	rub the blade of the knife along  stream of hot water.	rub the knife's blade along a ceramic bowl.	1
55	How to Prepare for a Sports Tournament	Ramp up the intensity of your training about two years before the tournament. This reduces the chance of injury and ensures that you’re well rested for the big day.	Taper the intensity of your training about two weeks before the tournament. This reduces the chance of injury and ensures that you’re well rested for the big day.	1
56	To trace hearts on parchment paper to pipe chocolate hearts.	"Use a silicone mold to draw hearts, their bottom should point towards the side of the paper. Then turn the sheets upside down so that the chocolate won"" t get into touch with the traces of your pen / pencil and with tape, stick the sheets to the countertop."	"Use a cookie cutter to draw hearts, their bottom should point towards the side of the paper. Then turn the sheets upside down so that the chocolate won"" t get into touch with the traces of your pen / pencil and with tape, stick the sheets to the countertop."	1
57	Prepare a miter saw to cut wood	Lift the blade guard with your thumb and sight down one edge of the blade to align your cut. Firmly hold or clamp the wood. Then suddenly release the blade guard and leave your hand to the switch to make your cut.	Lift the blade guard with your thumb and sight down one edge of the blade to align your cut. Firmly hold or clamp the wood. Then gradually release the blade guard and return your hand to the switch to make your cut.	1
58	What is the best hammer for a demolition site	Sledgehammers because they are small and light. They are commonly used for knocking over assemblies or tearing down drywall.	Sledgehammers because they are large and heavy. They are commonly used for knocking over assemblies or tearing down drywall.	1
59	how do you use spotify?	open the app to read books.	open the app to listen to music.	1
60	Recover from a hangover.	Eat ice cream with crackers.	Eat honey with crackers.	1
61	Tiki mugs	holds escargot melted in butter for the family	holds fun alcoholic drinks with fruit for the family	1
62	air conditioner	can cool yard 	can cool house 	1
63	How to shave the legs.	Cover the wet legs with body lotion, wait five minutes and shave with straight razor.	Cover the wet lags with shaving cream and then shave with a shaver.	1
