	sentence	label
56	the war of the ring has now begun . . .	0
57	as the police try to piece together what happened , the convoluted relationship between a young woman and her two suitors gradually emerges .	0
58	adam miauczynski , the character known from director marek koterski 's previous films , is a 44 year-old teacher , who reads poetry during school lessons and later goes home swearing and calling his neighbours ' names .	0
59	a young couple is concerned about the future of their relationship as they anticipate their time apart .	0
60	after he arrives , things seem to go smoothly at first , but eventually , life becomes very complicated for the young father as he spends more time in the community .	0
61	when a stranger stumbles in to their camp disoriented mumbling things about lights in the sky the four friends put in a struggle with a psychotic army colonel and a being that has taken control of one of their minds .	0
62	but hamilton high is about to become an all too real battleground when a well-organized group of killers armed with automatic weapons and explosives invade the supposedly deserted school after hours to use it as an operating base for meticulously planned armored car robbery .	0
63	although the dogs seemingly have it in for ted , he decides to keep the dogs and race them in the local race , the arctic challenge , spiting a mountain man ( played by james coburn ) who wants the dogs .	0
64	`` austin powers in goldmember `` has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .	1
65	this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring	1
66	the movie is well crafted , and well executed . if you 're paying attention , the `` big twists `` are pretty easy to guess - but that does n't make the movie any less entertaining .	1
67	like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .	1
68	a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .	1
69	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .	1
70	the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .	1
71	slight , but colorful and forward-moving . . . wasabi has the cheeky verve and heart of a shaggy dog movie that is aiming to please its owner , nothing more , nothing less .	1
72	it 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .	1
73	a sad , superior human comedy played out on the back roads of life .	1
74	ver wiel has concocted one of the most elaborately twisted , diverting caper films in years .	1
75	by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it 's still quite bad .	1
76	the actors are simply too good , and the story too intriguing , for technical flaws to get in the way .	1
77	if you want a movie time trip , the 1960 version is a far smoother ride .	1
78	'blue crush ' swims away with the sleeper movie of the summer award .	1
79	a long slog for anyone but the most committed pokemon fan .	1
80	that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .	1
81	neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .	1
82	a cheerful enough but imminently forgettable rip-off of [ besson 's ] earlier work .	1
83	the most impressive quality of this charming movie is the way the characters , who are all recognizable 'types , ' refuse to behave the way we expect .	1
84	all analyze that proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .	1
85	just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .	1
86	lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .	1
87	although disney follows its standard formula in this animated adventure , it feels more forced than usual .	1
88	`` 13 conversations `` holds its goodwill close , but is relatively slow to come to the point .	1
89	land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	1
90	for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .	1
91	personal velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .	1
92	none of this is half as moving as the filmmakers seem to think .	1
93	final report : good , yes ; great , no .	1
94	the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .	1
95	this is n't an original film , but it is an effective one .	1
96	it 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .	1
97	davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .	1
98	talk to her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .	1
99	behan himself knew how to spin a tale and one ca n't help but think he 'd appreciate this attempt to turn his life into art .	1
100	secretary `` is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen .	1
101	feardotcom 's thrills are all cheap , but they mostly work .	1
102	overall , the film misses the brilliance of jelinek 's novel by some way . it settles for being merely grim .	1
103	feels like a cold old man going through the motions .	1
104	. . . skirts the edges of snide condescension only to then abruptly catch the viewer off-guard with lightning strikes of genuine emotion .	1
105	seldom has a movie so closely matched the spirit of a man and his work .	1
106	talkiness is n't necessarily bad , but the dialogue frequently misses the mark .	1
107	that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .	1
108	for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .	1
109	without getting grand or preachy , the sprechers use an unconventional approach to coax us into asking ourselves fundamental questions .	1
110	ritchie may not have a novel thought in his head , but he knows how to pose madonna .	1
111	the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .	1
112	it 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . nothing overly original , mind you , but solidly entertaining .	1
113	as adapted by kevin molony from simon leys ' novel `` the death of napoleon `` and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn	1
114	another in-your-face wallow in the lower depths made by people who have never sung those blues .	1
115	it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .	1
116	the movie straddles the fence between escapism and social commentary , and on both sides it falls short .	1
117	the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .	1
118	pretension , in its own way , is a form of bravery . for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .	1
119	it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .	1
120	all very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .	1
121	the movie does n't think much of its characters , its protagonist , or of us .	1
122	essentially , noyce just wants to tell a good story , which he does .	1
123	it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline .	1
124	what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .	1
125	a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy .	1
126	the you-are-there style ultimately enhances abc africa 's ability to get inside the soul of uganda , and of the viewer .	1
127	you do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .	1
