	sentence	label
54	when an older woman , mutt , an eccentric hustler with a heart , and her dog fort pass by , janey `` s solitude is forever changed .	0
55	but after sigmund freud 's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings .	0
56	the gripping story of the dutch bettien martens , based on true facts .	0
57	his wife , katharine ross , tries to mediate .	0
58	while it has n't always been smooth sailing , they 've ridden out the rough spots with humor , passion , and wisdom , redefining and reinventing their own version of `` family values . ``	0
59	one day there is an ordinary row in the local saloon , but one of the trouble makers , called prosit , shows up to be baron werner amadeus von luckner .	0
60	real escape , however , may be a goal beyond possibility .	0
61	as rachel and daniel race through london 's nightscape , desperate to stay one step ahead of betts , every discovery unleashes further hell , extending way beyond the disappearance of rachel 's baby .	0
62	upon his arrival he hears talk about monroe hutchen ( snipes ) who is the top ranked prison boxing champ 10 years running .	0
63	the deuces are determined to do whatever is necessary to keep drugs off their block even if that means dying .	0
64	the movie is the strangest experience : a matter-of-fact thing that swallows you whole .	1
65	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .	1
66	the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .	1
67	it 's a good thing that woolly mammoths are extinct , because this movie will have every kid in the schoolyard wishing for their very own .	1
68	the ingenious construction ( adapted by david hare from michael cunningham 's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism	1
69	a very good film sits in the place where a masterpiece should be .	1
70	this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it ca n't get any more gay , in pops nathan lane .	1
71	while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .	1
72	offers 102 minutes of breezy , occasionally very funny entertainment .	1
73	. . . there 's a choppy , surface-effect feeling to the whole enterprise .	1
74	likeable thanks to its cast , its cuisine and its quirky tunes .	1
75	all three actresses are simply dazzling , particularly balk , who 's finally been given a part worthy of her considerable talents .	1
76	by embracing the original series ' tacky elements and inserting just enough self-mockery to avoid smugness , the movie manages to fulfill basic expectations .	1
77	all the actors are good in pauline & paulette but van der groen , described as 'belgium 's national treasure , ' is especially terrific as pauline .	1
78	one key problem with these ardently christian storylines is that there is never any question of how things will turn out .	1
79	schaefer 's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle .	1
80	true to its animatronic roots : . . . as stiff , ponderous and charmless as a mechanical apparatus . . . 'the country bears ' should never have been brought out of hibernation .	1
81	an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .	1
82	it is a testament of quiet endurance , of common concern , of reconciled survival .	1
83	me without you has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .	1
84	it 's gruesome violence combined with tongue-in-cheek humor . . . fans of this genre will flock to fulltime killer , and they 'll be blown away .	1
85	while not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in girls ca n't swim .	1
86	an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .	1
87	a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .	1
88	it may not be the most immediate or attention-grabbing work , but there 's certainly something satisfying in its thoughtfulness .	1
89	this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .	1
90	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .	1
91	it may sound like a mere disease-of- the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter .	1
92	a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .	1
93	hawn and sarandon hit the ground running , and are so funny and goofy that they distract and delight us .	1
94	as a good old-fashioned adventure for kids , spirit : stallion of the cimarron is a winner .	1
95	it 's a beautiful experience , nearly perfect with a fragile flowing fluid score .	1
96	all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .	1
97	miyazaki has provided another triumph , and , in the midst of the quality fall-off of disney 's in-house animated projects , a reason for animation-lovers to rejoice .	1
98	it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .	1
99	[ i ] t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be .	1
100	the film has a terrific look and salma hayek has a feel for the character at all stages of her life .	1
101	perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .	1
102	an engaging documentary about people who live in unusual homes .	1
103	juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .	1
104	the movie is well crafted , and well executed . if you 're paying attention , the `` big twists `` are pretty easy to guess - but that does n't make the movie any less entertaining .	1
105	sum `` is jack ryan 's `` do-over . `` give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck .	1
106	it tends to remind one of a really solid woody allen film , with its excellent use of new york locales and sharp writing	1
107	guaranteed to move anyone who ever shook , rattled , or rolled .	1
108	a classic romance always involves a certain formula : boy meets girl , boy loses girl , boy gets girl . beijing bicycle is a romance , except the love interest is a bicycle and not a girl .	1
109	one of the year 's most weirdly engaging and unpredictable character pieces .	1
110	it 's up to [ watts ] to lend credibility to this strange scenario , and her presence succeeds in making us believe .	1
111	this movie is about the worst thing chan has done in the united states .	1
112	is this love or is it masochism ? binoche makes it interesting trying to find out .	1
113	it is , by conventional standards , a fairly terrible movie . . . but it is also weirdly fascinating , a ready-made eurotrash cult object . it is also , at times , curiously moving .	1
114	the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .	1
115	it 's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget .	1
116	ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance	1
117	[ cuarM-sn has ] created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .	1
118	[ raimi 's ] matured quite a bit with spider-man , even though it 's one of the most plain white toast comic book films you 'll ever see .	1
119	i was sent a copyof this film to review on dvd . for free . i still want my money back .	1
120	a sparkling cosmopolitan comedy that plays fast and loose with sacred cows of family values .	1
121	there 's a disreputable air about the whole thing , and that 's what makes it irresistible .	1
122	a magnificent throwback to an almost vanished era of epic filmmaking by great filmmakers in thrall to their own passions , rather than to the studio bookkeepers .	1
123	this is one of the outstanding thrillers of recent years .	1
124	austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .	1
125	winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .	1
126	piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm's-length in the film seem irritatingly transparent .	1
127	4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly .	1
