	question	option1	option2	label
19	Making a walking stick	Find a straight, living, hardwood sapling and cut it. Let it dry for 3 weeks then peel off the bark and sand it smooth, rub with sealant and allow to dry, then polish with a cloth	Find a bowed, living, hardwood sapling and cut it. Soak it for 3 weeks then peel off the bark and sand it smooth, rub with sealant and allow to dry, then polish with a cloth	0
20	How to Make an Extending Grabber	You can make an extending grabber out of 8 craft sticks, 2 milkshake straws cut into quarters, and 2 skewers. Insert the craft sticks into the ends of the straw quarters, connecting the craft rods together. Leave a 1mm gap between the ends of each craft stick inside the straw.	You can make an extending grabber out of 8 craft sticks, 2 milkshake straws cut into quarters, and 2 skewers. Insert the craft sticks into the ends of the straw quarters, connecting the craft rods together. Leave a 13inch gap between the ends of each craft stick inside the straw.	0
21	What is a measure I can take to decrease the symptoms of hayfever?	Use a neti pot filled with room-temperature water and a packet of saline solution mix to clear some allergens from your nose and sinuses..	Use a neti pot filled with very hot water and a teaspoon of baking soda to clear some allergens from your nose and sinuses.	0
22	How to make Hazlenut Fudge at home.	"Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce semi sweet chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of marshmallow creme, 3/4 cup Hazelnut pieces, and 1 teaspoon vanilla extract.  Transfer fudge to Greased 8 x 13"" pan and let cool before cutting into squares."	"Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce semi sweet chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of creme rinse shampoo, 3/4 cup Hazelnut pieces, and 1 teaspoon vanilla extract.  Transfer fudge to Greased 8 x 13"" pan and let cool before cutting into squares."	0
23	how do you avoid a flood?	build a dam	build a pool	0
24	Shine silver without silver polish.	Toothpaste works great to shine up silver objects.	Hairspray can scrub away dull spots on silver objects.	0
25	To get a piece of parchment paper,	grabbing the edge of the roll of parchment paper inside the box, pull it to bring out about two feet of paper and tear it off by yanking it diagonally over the metal teeth on the edge of the box.	grabbing the edge of the roll of parchment paper inside the box, pull it to bring out about two feet of paper and tear it off by bunching it in your hand, yanking down over the metal teeth on the edge of the box.	0
26	How do you line a surface for painting in straight lines?	Apply painters tape to the surface to create a straight line.	Apply a ruler to the surface to create a straight line.	0
27	How to light a joint	Bring the lighter to the end and start inhaling	Bring the lighter to the end and start blowing	0
28	Use cutting board in tight spaces.	Place cutting board on top of open drawer.	Place cutting board on bottom of open drawer.	0
29	How quickly should I grind and polish the concrete when making a concrete countertop?	Do all your grinding and polishing after 4 days but before 10 days so the concrete is stiff enough but not full strength yet	Do all your grinding and polishing after 4 days but before 10 days so the concrete is stiff enough but not full wetness yet	0
30	What does a green light mean for traffic	It means for you to keep going through	It means for you to slow down through	0
31	To clean up broken glass	Lay a flashlight on the floor. Any left over pieces will make a shadow so you can pick them up before you feet do.	Lay a flashlight on the floor. Any left over pieces will make a sound so you can pick them up before you feet do.	0
32	vise grip	instead of tissue tissue 	holding  tissue 	1
33	How to make a large serving of bacon at once?	Take the bacon slices and stack them in piles, secure with a toothpick and bake on a tray in the oven until they are cooked	Take the bacon slices and roll them into circles, secure with a toothpick and bake on a tray in the oven until they are cooked	1
34	To make an easy spaghetti holder,	put the spaghetti inside of a small pasta can.	put the spaghetti inside of a Pringle's can.	1
35	To dry okra after washing it, you can	Use a plastic bag to absorb the moisture	Use a kitchen towel to absorb the moisture	1
36	To stay more focused in a room while studying,	the room should contain dark, indistinct colors.	the room should be painted a yellow color.	1
37	One seeks to make their records malleable.	One should smash them.	One should heat them up.	1
38	how to open an water bottle?	Bang the cap. Firmly hold the bottle of water in your hand and hit the cap against a soft surface like the sofa. ...	Bang the cap. Firmly hold the bottle of water in your hand and hit the cap against a hard surface. ...	1
39	How to measure doorway opening for cedar door.	Use a piece of tape to measure length, width and height of the doorway	Use a tape measure to measure length, width and height of the doorway	1
40	How to make kids stationery fun and exciting for them?	Wrap little card faces on the end nibs of their pencils so that they look cute and fun	Wrap little card faces on the end caps of their pencils so that they look cute and fun	1
41	Make a chalkboard.	Buy an inexpensive frame, paint the frame with chalkboard paint.	Buy an inexpensive frame, paint the glass with chalkboard paint.	1
42	How to keep bread from going off?	Freeze the bread in its packaging and remove the loaf from the freezer when you are ready to eat the bread	Freeze the bread in its packaging and remove the slices a few moments before you want to eat them to defrost	1
43	How much olive oil should I use in a frying pan to fry vegetables?	One to Two teaspoons of olive oil will be enough to fry vegetables in a medium sized frying pan.	One to Two tablespoons of olive oil will be enough to fry vegetables in a medium sized frying pan.	1
44	How do you make fake snow?	Several items can be used to simulate snow such as laundry soap flakes or black pepper flakes, for larger pieces of snow pull apart cotton balls.	Several items can be used to simulate snow such as laundry soap flakes or instant potato flakes, for larger pieces of snow pull apart cotton balls.	1
45	How to Make a Quick and Easy Margherita Pizza	You can make a quick and easy margherita pizza by using a recycled pizza crust. First drizzle a little oil on to the pizza crust. Slice a ripe tomato and layer the slices on top of the oiled pizza crust. Add some roughly chopped fresh basil, and top with shredded fresh mozzarella. Bake at 400 degrees for 7 or 8 minutes or until its reached the desired doneness.	You can make a quick and easy margherita pizza by using a premade pizza crust. First drizzle a little oil on to the pizza crust. Slice a ripe tomato and layer the slices on top of the oiled pizza crust. Add some roughly chopped fresh basil, and top with shredded fresh mozzarella. Bake at 400 degrees for 7 or 8 minutes or until its reached the desired doneness.	1
46	bleach alternative	use lemon juice, peroxide, laundry detergent, salt and amonia. make a paste, and brush on with a toothbrush	mix baking soda, castile soap, and peroxide. apply with a cloth to a wet surface, scrub and rinse	1
47	how do you use a dust pan?	sweep up any trash into it, to save it.	sweep up any trash into it, to throw away.	1
48	How can I never lose my keys?	"Put a tattoo behind your light switch for a way to ""hang"" your keys at the switch."	"Put a magnet behind your light switch for a way to ""hang"" your keys at the switch."	1
49	To reheat food without it becoming dried out in the microwave,	pour extra water onto the plate with the food before heating.	add a cup of water into the microwave with the food.	1
50	How do I do sit ups	Lay your ear against the ground, bring your knees up to a 90 degree angle then go up and down against your legs back to the ground	Lay your back against the ground, bring your knees up to a 90 degree angle then go up and down against your legs back to the ground	1
51	To make folding Kaleidocycle Folded Paper Toy easier.	Score the maker lines with sharp knife first.	Score the maker lines with dull scissors first.	1
52	How can I mark my spot in a book?	Use an old bread bag for a bookmark.	Use an old bread twist tie for a bookmark.	1
53	How do you set up a Nature Style Aquarium?	To set up a biotope, or Nature Style Aquarium, first decide what type of fish you would like to keep. Then research their natural habitat and how they behave in the wild. Gather the driftwood and rock hardscape, the substrate, and live plants, if desired. Assemble the tank, fill and allow the tank to complete the ammonia cycle before adding fish.	To set up a biotope, or Nature Style Aquarium, first decide what type of fish you would like to keep. Then research their natural habitat and how they behave in the wild. Gather the driftwood and rock hardscape, the substrate, and live plants, if desired. Assemble the tank, fill and allow the tank to complete the nitrogen cycle before adding fish.	1
54	rolling pin	can flatten nails 	can flatten paper 	1
55	How do you steam clean carpet?	You can rent a steamer insert the correct amount of oil mixed with the carpet soap. Then run the steamer over the carpet.	You can rent a steamer insert the correct amount of water mixed with the carpet soap. Then run the steamer over the carpet.	1
56	how do you drive when it's raining	keep your speed at 60mph.	keep your speed at 30mph.	1
57	peanut butter cookie recipe	1 1/2 cups (7 1/2oz/213g) all-purpose flour    1/2 teaspoon baking soda    1/2 teaspoon baking powder    1/2 teaspoon salt    1 cup (8oz/225g) peanut butter    1/2 cup (4oz/115g) butter, at room temperature    3/4 cup (4 ½oz/128g) brown sugar    1/2 cup (4oz/115g) sugar    1 large egg, at room temperature    1 teaspoon vanilla extract    Instructions    First, pre-heat to 350°F (180°C), then butter and line 2 large cookie sheets. Set aside.        In a medium bowl, combine the flour, baking soda, baking powder, and salt. Set aside.        In a large bowl, using a hand or stand mixer, cream the peanut butter, butter and sugars together.         Once the peanut butter and sugar mixture is light and fluffy, add the egg and vanilla extract.         After the egg and vanilla are fully incorporated, add the dry ingredients. Whisk just until the flour mixture is combined and a thick dough is formed (If chilling the dough, do so at this point for a minimum of 30 minutes).         Scoop the dough into heaped tablespoon sized balls. Roll each ball in sugar then place on your prepared cookie sheets about 2 inches apart.         Using a fork,  flatten the cookies and press down creating an x shape and that classic cross-hatch pattern across the top of each cookie.         Bake the cookies for 416 minutes until golden brown and fragrant.             Transfer the cookies to a cooling rack and allow to cool and enjoy!        Once the cookies are fully cooled they can be covered and stored in an airtight container at room temperature for 3-4 days.	1 1/2 cups (7 1/2oz/213g) all-purpose flour    1/2 teaspoon baking soda    1/2 teaspoon baking powder    1/2 teaspoon salt    1 cup (8oz/225g) peanut butter    1/2 cup (4oz/115g) butter, at room temperature    3/4 cup (4 ½oz/128g) brown sugar    1/2 cup (4oz/115g) sugar    1 large egg, at room temperature    1 teaspoon vanilla extract    Instructions    First, pre-heat to 350°F (180°C), then butter and line 2 large cookie sheets. Set aside.        In a medium bowl, combine the flour, baking soda, baking powder, and salt. Set aside.        In a large bowl, using a hand or stand mixer, cream the peanut butter, butter and sugars together.         Once the peanut butter and sugar mixture is light and fluffy, add the egg and vanilla extract.         After the egg and vanilla are fully incorporated, add the dry ingredients. Whisk just until the flour mixture is combined and a thick dough is formed (If chilling the dough, do so at this point for a minimum of 30 minutes).         Scoop the dough into heaped tablespoon sized balls. Roll each ball in sugar then place on your prepared cookie sheets about 2 inches apart.         Using a fork,  flatten the cookies and press down creating an x shape and that classic cross-hatch pattern across the top of each cookie.         Bake the cookies for 14-16 minutes until golden brown and fragrant.             Transfer the cookies to a cooling rack and allow to cool and enjoy!        Once the cookies are fully cooled they can be covered and stored in an airtight container at room temperature for 3-4 days.	1
58	how do you clean up liquid off a floor?	sweep it up.	mop it up.	1
59	Germinate seeds to see if they can be planted.	Open your packet of seeds and get a jar and some water. Wet the jar and put a few seeds in the Jar. Wrap the paper towel around the jar, put in plastic bag and put in warm place. Check in a few days to see if seeds have sprouted. if so you can plant the rest of the packet.	Open your packet of seeds and get a paper towel and a sandwich bag. Wet the paper towel and put a few seeds in the middle. wrap the paper towel around the seeds, put in plastic bag and put in warm place. Check in a few days to see if seeds have sprouted.	1
60	How can you get rid of any pests or critters that are in my fur coat?	Pop them in the freezer for up to 7 seconds  to kill off anything that could be calling your clothes home, just make sure that the fur is in good condition before doing so; fur with a cracked hide underneath can tear if exposed to freezing temperatures.	Pop them in the freezer for up to 72 hours to kill off anything that could be calling your clothes home, just make sure that the fur is in good condition before doing so; fur with a cracked hide underneath can tear if exposed to freezing temperatures.	1
61	How to place floater in rapeseed oil solution in mason jar.	Grab the floater with your toes and carefully drop the floater into the mason jar.	Grab the floater with your fingers and carefully drop the floater into the mason jar.	1
62	To make a knitted rug or blanket with oversized knots	Use multiple knitting needles taped together.	Use your arms as the knitting needle.	1
63	how to level out cake batter	After you pour your cake batter into an air fryer, give it a few good taps and quickly spin it.	After you pour your cake batter into a pan, give it a few good taps and quickly spin it.	1
