sentence	label
Are the New York Mets for real?... Will they win the division?	5
Who is better???	5
fishing in new mexico,whats the rules on how many hooks on a fishing pole, id like to use two,is this legal?	5
Is Torrie really going out with Carlito or is that just for the show?	5
what's the slogan of England team on this world cup 2006,germany??	5
What is the NIT?  And in is basketball?	5
Start at RB for week 13?	5
what is the best way to train for a half marathon?	5
"What does ""CB"" mean   such as honda CB 750?"	5
Where can I find Nebraska Cornhusker Poker Chips?	5
Is WWE fake?	5
which is best site for MBA holder job seekers in India?	6
where can i find a blank book so i can paste my story in?	6
what is the best way to invest  your money, a house in florida or in a mutual fund with interes t of 8%?	6
How do I find a small house [1 or 2 bedrooms] in surrey? I want only up to £150,000. Freehold, patio or small	6
I have a long lost friend who died may 9,2004.  i just found out today, is there any free obtituary searches?	6
where do I live?	6
why do people shop at walmart if they talk s!@t about it?	6
do you know any thing about quest international?	6
Pros & Cons of having online store?	6
do you think spongebob is gay?	6
Any body have MySpace ?	6
What do you think of the claims service that Norwich Union offers?	6
US$ foreign exchange conversion rate to rupees on 31/3/06?	6
Why are some of us misusing this great site?	6
"I have an 8page research paper do n i need to kno wha happened on ""the march to Versailles""? please help"	6
what is the default position of a contractive employment when the employer hasent got a contract?	6
What is the most original thing you ever said that made someone laugh hysterically?	7
Have you lost that loving feeling?	7
fastest rollercoaster?	7
does Dolph Lundgren have a wife?	7
if wolverine were to have a younger sis or brother, which would be funnier?	7
Will Tomkitten be cuter than Baby Spears?	7
Can someone tell me the Kingdom Hearts 2 storyline in summarization?	7
What was Shirley Maclain's fist moving called?	7
Is it possible that K-Fed has earned his ridicule all by himself?	7
"Where can I find the Shrek 2 song ""Hallelujah""?"	7
Piano Acustic Cable-Nelson?	7
How can i contact the record publishing company, october cues, to get permission to use a song?	7
What do most men do after sexual activity?	7
Older Disney Cartoons?	7
how do you convert an M4P to a MP3?	7
Who sings Little Girl of Mine [Well, little girl of mine, you sure look fine..].?	7
help me My x boyfriend wonts to be friends what should i do about it?	8
When a guys tells you he loves you how do you know if he loves you as a friend or more than a friend?	8
i tell my partmer i want space and they dont give it? i do want to eventually be with this person but its hard	8
Date Ideas???	8
do same sex lover relationship is bad or do it written in a bible?	8
Do any oone want to talk to a black hottie?	8
Girls, what starts to get you naturally lubricated?	8
How do I know I've found the right guy?	8
what do you buy an 80 yr old lady for christmas?	8
Can a women have no sex till the age of 40? Eventhough her husband is living with her? OR can it be possible?	8
Lately I cant do anything right(in his eyes) when it comes to my man, he nit picks at everything . WHY?	8
what do you do when your best friend just goes and disses you??	8
Does anyone else have parents who expect you  to disappear at 18?	8
question for married people?	8
What does that physical ache in your stomach and heart mean when someone you love leaves?	8
love and forgiveness?	8
what is the name of the person who founded Georgia?	9
Liberals/conservatives elected to the Supreme Court tend to produce liberal/conservative decisions?	9
What is Angolan Foreign Policy text the concept of non alignment?	9
This will get the liberals going!?	9
Flying the Texas Flag?	9
How do I sue spammers?	9
Are you an idiot if you believe what President Bush Say's?	9
Economical imbalance is one reason that makes humans to go with war with other countries. As poverty increase?	9
"do you think condi (""beaver teeth"") rice has left two red lines on bush's dong?"	9
Do Necons pray for Timmothy McVeigh's soul  since he was a Con?	9
Will the liberals apologize to the Republicans for the clearly false accusations...?	9
Credit and Debt?	9
What do you think Chavez meant when he told Condelezza Rice ,You better not mess with me?	9
worse president,,  and why?	9
Analyse the American system of government.?	9
i wnat to join the service?	9
