	question	option1	option2	label
28	Eliminate dust bunnies from computer case.	Turn off computer and use hair dryer.	Turn on computer and use hair dryer.	0
29	To prepare ingredients for Matzo Ball Soup.	Cut all the veggies and gather your seasonings. Place the chicken bones in the pot. Remove the skin from chicken meat and add the skin and meat to the pot.	Cut all the veggies and gather your seasonings. Place the chicken bones in the pot. Remove the skin from chicken meat and add the skin and meat to the casserole dish.	0
30	Where can I find a book to read	You can find many books in your local library	You can find many books in your local cafe	0
31	how do you wipe yourself after using the restroom?	from top to bottom	from bottom to top.	0
32	easiest way to cook bacon without burning it.	place in a cast iron pan, and cook at high heat until it starts smoking. Remove from heat, and finish in the broiler.	Bake it at 400 degrees for 15–20 minutes, rotating the pan a few times so it cooks evenly.	1
33	Can i blend my own peppermint tea?	Peppermint    Fennel    Coriander         Steeping Instructions: For dried herbs, use 1 half cup peppermint extract, ½ teaspoon fennel seeds and ½ teaspoon coriander seeds per cup of tea. (If using fresh herbs, triple the quantities.) Steep for 15 minutes. Strain as needed.	Peppermint    Fennel    Coriander         Steeping Instructions: For dried herbs, use 1 teaspoon peppermint, ½ teaspoon fennel seeds and ½ teaspoon coriander seeds per cup of tea. (If using fresh herbs, triple the quantities.) Steep for 15 minutes. Strain as needed.	1
34	tin foil	can be used to keep freshly made ice cream warm	can be used to keep freshly made spaghetti warm	1
35	How to glue your saw blade attachment together?	Use epoxy or crafting glue, glue the clear plastic to the plastic bottle.	Use epoxy or super glue, glue the clear plastic to the plastic bottle.	1
36	How can I use toothpaste to clean my shoes?	Place toothpaste on cleanest parts of shoes and scrub with a old toothbrush.	Place toothpaste on dirtiest parts of shoes and scrub with a old toothbrush.	1
37	How to bring down a fever.	Stay in bed and rest. Take over the counter medication, drink lots of water, and take a hot bath.	Stay in bed and rest. Take over the counter medication, drink lots of water, and stay cool.	1
38	Clean out candle holders	Put them in the microwave for about 30 seconds to loosen wax.	Pour steaming water into them and the wax will just pour out.	1
39	To make berries stay fresh longer in the refrigerator.	Place the unwashed berries in a glass jar and place the jar in the coolest part of the refrigerator.	Wash the berries in vinegar and dry thoroughly before storing them in the refrigerator.	1
40	How can I grow tomatoes without a garden?	Plant in full five gallon buckets.	Plant in empty five gallon buckets.	1
41	How to make the roof of you birdhouse?	Glue about 20 chopsticks together in a circle. The attach four perpendicular chopsticks across to provide support. Repeat for the other side.	Glue about 20 chopsticks together in a line. The attach four perpendicular chopsticks across to provide support. Repeat for the other side.	1
42	how to load a glue gun	Take a fresh glue stick and place one end into the circular opening in the back of the gun. Slide it in until it dances and then stops.	Take a fresh glue stick and place one end into the circular opening in the back of the gun. Slide it in until it stops.	1
43	how do you get free throws in basketball?	foul on the other team	the other team needs to foul on you.	1
44	How can I make a stand for my tablet for easy viewing?	Use Leggos or Kinects to play  a very basic framework to play games with Leggos.	Use Leggos or Kinects to build a very basic framework to hold up the screen for viewing.	1
45	fridge	keeps cool hot fudge sunday's  with all the fixings waiting to be eaten	keeps cool food that is meant for the family waiting to be eaten	1
46	To make fake eyes for a project, you can	Take diamonds and color a pupil on them	Take ping pong balls and color a pupil on them	1
47	How to cut a piece of netting with scissors.	Take the netting in one hand, and hold the piece of scissors in the other. Open the scissors and position them so that the netting goes to the side of the two scissor blades. Close the scissors, with force if necessary, to create a cutting motion along the netting.	Take the netting in one hand, and hold the piece of scissors in the other. Open the scissors and position them so that the netting goes in between the two scissor blades. Close the scissors, with force if necessary, to create a straight cut along the netting.	1
48	How do you make a homemade candle smell good?	Before the wax hardens, use a cake piper to add a few drops of essential oil to the mix.	Before the wax hardens, use an eye dropper to add a few drops of essential oil to the mix.	1
49	To cut the sides of a piece of a wood at a specific angle, you can	Use a hack saw to cut the wood at the desired angle	Use a miter saw to cut the wood at the desired angle	1
50	Remove cloudy, white spots from wooden furniture.	Place a pressing cloth over the cloudy, white spot you want to remove from the wooden furniture. Iron in a circular motion with a dry, hot iron for 5 seconds. Using a paper towel apply a small amount of oilve oil to the white, cloudy spot just dug. Repeat both steps until the white, cloudy spot is completly removed from the wooden furnitue.	Place a pressing cloth over the cloudy, white spot you want to remove from the wooden furniture. Iron in a circular motion with a dry, hot iron for 5 seconds. Using a paper towel apply a small amount of oilve oil to the white, cloudy spot just heated. Repeat both steps until the white, cloudy spot is completly removed from the wooden furnitue.	1
51	how do you sit kids inside of a car?	sit them on the floor of the backseat.	put them in their car seats.	1
52	Grow your own pumpkins for Halloween.	Get a large pot, potting soil and pumpkin seeds. Fill large pot with soil and plant pumpkin seeds inside. Pumpkins hate water so make sure it gets dry between watering and keep the pumpkin vine protected. Come August you will have several Pumpkins growing!	Get a large pot, potting soil and pumpkin seeds. Fill large pot with soil and plant pumpkin seeds inside. Pumpkins love water so make sure it never goes dry and keep the pumpkin vine protected. Come August you will have several Pumpkins growing!	1
53	how to get blood stains out of fabric	Use hydrogen peroxide and agitate well.	Use hydrogen peroxide and rinse well.	1
54	To cut the carbon metal tubes from an old bike.	Use a scissors to cut the tubes.	Use a saw to cut the tubes.	1
55	Paint one part of a piece of wood while leaving the remainder untouched.	Cover the part that you want to paint with painter's tape.	Cover the part you want to remain paint free with painter's tape.	1
56	how do you buckle into a car?	put the belt over your waist.	sit straight up and pull the seatbelt over your chest and your lap. then click it into the buckle.	1
57	To use hot water bottles without being too environmentally demanding,	purchase the cheapest brand of water bottles available.	refill the same bottle with water heated in a kettle.	1
58	bin	can hold negative vacuum easily	can hold wet octopus parts easily	1
59	How to keep coffee fresher longer	Pour a bag of coffee ground into a plastic container and seal the top with plastic wrap, place the container in the refrigerator.	Pour a bag of coffee grounds into an airtight plastic container and seal the lid tightly and place container in the freezer.	1
60	To store the nutella cookies	place in an airtight container in a  warm moist place for up to a week	place in an airtight container in a cool dry place for upto a week	1
61	To stop the clock in a basketball game,	throw the ball out of bounds.	call a time out.	1
62	To make your hair soft.	Cut your hair short, All of the hair will be soft and fresh. If you want it even softer you can use Moroccan oil on it after the shower, just a few drops distributed throughout.	Coat it in coconut oil and put a shower cap over it for an hour before shower. Wash and condition as usual.	1
63	How do I grind the concrete properly when making a concrete countertop>	keep your grinder as flat as possible on the surface, especially with the rougher grit pads. . Continue grinding until you have the desired marble exposed	keep your grinder as flat as possible on the surface, especially with the rougher grit pads. . Continue grinding until you have the desired aggregate exposed	1
