	sentence	label
21	based on a true story , the blue butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on earth , the mythic and elusive blue morpho .	0
22	in order get loan sharks off his back , he must finish his novel in 30 days or wind up dead .	0
23	living in a hidden illegal migrant camp in southern california with her brother and sister , evelia becomes a witness to murder involving international spies .	0
24	in their fortuitous encounter , forged by fire , he makes peace with the past and she takes control of her destiny .	0
25	scott calvin ( tim allen ) has been santa claus for the past eight years , and his loyal elves consider him the best santa ever .	0
26	everyday prisoners are led out in chain gangs to work the swamps and untamed bayous , festered with poisonous snakes and alligators .	0
27	he has no life ( lives at home with his mother ) and no reason to live .	0
28	when an ira cell forces him to hear last confession from a suspected informer , will he let them execute the terrorist ?	0
29	they continue with all the same characteristics trademarks of the shin-hyun serial killings .	0
30	looking for a short cut to fame , glass concocted sources , quotes and even entire stories , but his deception did not go unnoticed forever , and eventually , his world came crumbling down . . .	0
31	a wedding is arranged and cassandra is left on the sidelines as everyone around her is drawn into a maelstrom of interconnected relationships .	0
32	this is a labor of love , and while it may not be slick , it is an endearing look at one man 's selflessness and one team 's determination .	1
33	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .	1
34	got a david lynch jones ? then you 'd do well to check this one out because it 's straight up twin peaks action . . .	1
35	by the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .	1
36	there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year . unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .	1
37	the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .	1
38	[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .	1
39	this is human comedy at its most amusing , interesting and confirming .	1
40	. . . a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	1
41	an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .	1
42	a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .	1
43	melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .	1
44	muccino is honest in the emotional damage left by his immature men and passionate in his portraits of twentysomething commitment-phobes struggling against growing up .	1
45	christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .	1
46	newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept M-^V a high-tech tux that transforms its wearer into a superman .	1
47	it recycles every clichM-i about gays in what is essentially an extended soap opera .	1
48	the journey to the secret 's eventual discovery is a separate adventure , and thrill enough .	1
49	a selection of scenes in search of a movie .	1
50	cinephiles will appreciate the fine camerawork and overall mise-en-scene , but people just heading out for a popcorn pleaser will likely be disappointed .	1
51	overall very good for what it 's trying to do .	1
52	why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?	1
53	it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .	1
54	novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .	1
55	the three leads produce adequate performances , but what 's missing from this material is any depth of feeling .	1
56	the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .	1
57	it 's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow .	1
58	there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .	1
59	a haunting , rich film . . . [ fraser ] and caine blend beautifully with their sweet-and-sour mix of acting .	1
60	dignified ceo 's meet at a rustic retreat and pee against a tree . can you bear the laughter ?	1
61	while most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .	1
62	a disaster of a drama , saved only by its winged assailants .	1
63	unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .	1
