	sentence	label
47	the story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .	1
48	this comic gem is as delightful as it is derivative .	1
49	does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?	1
50	cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them .	1
51	in its combination of religion , love story and exotic locales , `` heaven `` is a bit reminiscent of james michener 's `` hawaii , `` although this is a somewhat simpler , more personal tale .	1
52	this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .	1
53	romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .	1
54	it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .	1
55	the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges .	1
56	nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .	1
57	romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .	1
58	for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .	1
59	while not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in girls ca n't swim .	1
60	the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .	1
61	an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .	1
62	not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them .	1
63	chalk it up as the worst kind of hubristic folly .	1
