premise	hypothesis	label
Two men in suits standing under an umbrella, next to a wall covered in graffiti.	Two men are standing in the rain waiting for a bus.	1
The dog runs in the park.	A dog chases a stick in a park.	1
A red plane flying over a boat as it trails pink smoke.	A plane is skywriting over the water.	1
Two people enjoying a drink next to there bikes.	Husband and wife take a break from the 400 mile cycle race to enjoy a frosty beverage.	1
A blond woman wearing glasses and a brown jacket is walking by wooden masks.	The blond woman is in a museum.	1
Two young girls eating corn on the cob on a sidewalk without shoes.	Two young girls eating corn on the cob from the block party.	1
A welder in a mask welding with sparks flying.	He is welding a boat trailer.	1
A woman and her saint bernard dog sitting on a bench in the park on a sunny day	A woman is waiting for her husband with her dog next to a lake in a park.	1
Costumed girl playing with a hula-hoop in a crowd.	Girl entertaining crowd	1
A group of men dressed in red are playing the drums.	A group of men in matching clothes play in a band as others pass by.	1
Cheerleaders wearing white hold silver and blue pompoms as they wait.	The cheerleaders are at the basketball game.	1
Two men are rock climbing.	There are some guys climbing a mountain.	1
A small boy standing amongst flowers.	A small boy boy stands next to lilacs.	1
Man in suit dancing with woman in white dance suit.	Some people dancing in the disco tech.	1
Four women are standing and talking to each other.	The women are talking about social values in a group.	1
Three people are gathered around a pit which has skinned animals on sticks that they are cooking.	Three people are joyously gathered around a pit	1
A man wearing a white shirt and black pants laying on a couch.	a man thinks about his day	1
A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat.	There is no woman.	2
a dog jumps over the fence.	The pet is sitting on a couch.	2
A group of people photographs something upward at the same time.	A group of people are watching tv.	2
Four girls in bathing suit type uniforms are pictured playing volleyball outdoors.	a boy eats pizza	2
Two well-dressed, elderly ladies wearing extravagant hats.	Two people are wearing casual clothes.	2
Man playing disc golf in a field.	The man is playing basketball	2
A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.	A man decides to spend the afternoon at the movie theater.	2
A man is standing playing the guitar.	This man is a quadriplegic.	2
Two dogs are running up a woodland path.	There are three dogs.	2
A man with gray hair and glasses looks downwards.	The man with glasses looks towards the clouds.	2
A car is driven on a dusty track.	A car is parked in a parking lot.	2
A woman wearing a pair of glasses with her hair pulled up into a bun is using a power drill and inserting into a wall.	A woman is wearing her hair down.	2
A group of people, old and young, men and women, sit around a table doing arts and crafts.	A female crafting group perform an activity together.	2
Two people are laughing and looking at a computer screen.	The people are eating in a cafeteria	2
Three elderly women walking from behind.	The woman was young	2
A candid photo of a woman wearing a pink coronet and gold trimmed pink dress, standing in what looks to be a reception or conference room.	A woman is wearing blue and is outside.	2
A group of people having their picture taken.	People ride a roller coaster at Disneyland.	2
A woman in a white shirt is wearing goggles.	The woman is wearing a dress.	2
A woman walking in the rain with a child.	A woman is sitting on her couch.	2
Spectators and photographers paying attention to an event.	Videographer is not paying attention.	2
Four girls eat breakfast at a convention.	A group of gorillas	2
A young boy wearing rubber boots dark shorts and a checkered shirt is lying down sleeping on stacks of yellow metal guard rails.	The boy is tucked into a blue blanket.	2
Boy in sunglasses walking in the ocean.	the boy is at church singing	2
Female sign holders take refuge under umbrellas during a rainstorm.	A group of people are singing.	2
A woman is blowing bubbles while in the middle of a crowd.	A woman is sitting alone, playing the flute.	2
The little girl is helping her little brother get soap out of the dispenser.	The little girl hides the soap from her little brother.	2
A young boy looks through a tube.	A young boy rides down a water park tube.	2
A dog leaps off a dock and into the water.	A dog is sleeping on a couch.	2
Three people wearing life preservers are enjoying some fun in the water.	Four people who are not wearing life preservers are in the water.	2
A group of four people sitting on a stone wall.	Some people stand on a wall.	2
A black station wagon with its lights on, partially submerged in water with a wooded area behind it.	A car is driving across the lake to escape the forest fire.	2
A man in blue uniform about to throw a basketball.	A man in a green uniform is going to throw a football.	2
