	question	option1	option2	label
16	To make 'magic chocolate shell' for frozen desserts.	Chop 150g of dark chocolate with a knife. Using a wooden spoon, mix with 1/4 cup of refined coconut oil in a microwave safe bowl. Heat in microwave for one minute. Stir with the wooden spoon until smooth. If the chocolate hasn't quite melted, heat for another thirty seconds. Cool for ten minutes, then pour over your frozen dessert. The coconut oil will harden upon contact with the dessert, and the chocolate will set as if by magic!	Chop 150g of dark chocolate with a knife. Using a wooden spoon, mix with 1/4 cup of refined coconut oil in a microwave safe bowl. Heat in microwave for one minute. Stir with the wooden spoon until smooth. If the chocolate hasn't quite melted, heat for another thirty seconds. Cool for ten minutes, then pour over a hot dessert. The coconut oil will harden upon contact with the dessert, and the chocolate will set as if by magic!	0
17	To prevent ants in your kitchen,	empty garbage frequently, keep counter tops clean, and do not leave any food out.	empty garbage frequently, keep counter tops clean, and do not leave any repellent out.	0
18	create a self-draining boot tray.	take a pet crate tray, and fill with a bag of pebbles.	get a sheet tray, and drill holes in it. Take a slightly larger tray and glue moss. Top with the first sheet tray, and fill with plaster of paris.	0
19	Increase shelf life of milk.	Add pinch of salt to milk.	Add pinch of sugar to milk.	0
20	How can you tell someone is lying to you?	You can tell someone is lying to you if they begin to fidget, or touch their face with their hands, or play with their hair.	You can tell someone is lying to you if they begin to fidget, or scratch their face with their hands, or play with their hair.	0
21	To eat a cupcake with an equal balance of cake and frosting,	cut the bottom off the cupcake and place on top the frosting to make a sandwich.	place one half of the cupcake in your mouth and leave the other half with the frosting.	0
22	To make an inexpensive Valentine's day card,	paint some paper with water color paint from the dollar store.	purchase a card from the gift aisle at your local grocery store.	0
23	shelf	is used to being wiped with a brush 	is used to being wiped with a ziplock bag 	0
24	easily peel a kiwi	To peel a kiwi the easy way, slice the top and bottom off then wedge a spoon between the peel and flesh. Give it a spin	To peel a kiwi the easy way, slice both sides off, peel and then wedge a spoon between the peel and flesh. Give it a spin	0
25	How to quickly remove the pit from an avocado?	Slice the avocado in half and chop down on the pit with a knife then raise the knife to dislodge the pit	Slice the avocado in half and chop down on the flesh with a knife then peel away the flesh of the avocado	0
26	how do you drink wine?	drink it in small sips out of a wine glass.	chug it out of a shot glass.	0
27	How to dye your jewelry?	Take your hot water off the stove and onto a hot pad. Mix your dye. Put your necklaces in for about 30 minutes. Take out and let dry.	Take your hot water off the stove and onto a cold pad. Mix your dye. Put your necklaces in for about 30 minutes. Take out and let dry.	0
28	To roll out dough without a rolling pin.	Use a wine bottle. Empty or full, remove the label and scrape off any residue, then wash the outside of the bottle. You can also simply place some wax paper or plastic wrap on top of your dough and roll right with the label on the bottle.	Use a wine bottle. Empty or full, remove the label and scrape off any residue, then wash the outside of the bottle. You can also simply place some construction paper or plastic wrap on top of your dough and roll right with the label on the bottle.	0
29	How can I reinforce my reusable grocery bag so it doesn't break at the bottom?	Use a scrap piece of plywood lying around your workshop and cut it to the measurements of the base of your reusable grocery bag replace the thin plastic insert (so prone to cracking and splitting) with the measured and cut a piece of plywood and place it in the bottom of your reusable grocery bag.	Use a scrap piece of drywall lying around your workshop and cut it to the measurements of the base of your reusable grocery bag replace the thin plastic insert (so prone to cracking and splitting) with the measured and cut a piece of drywall and place it in the bottom of your reusable grocery bag.	0
30	To hammer a nail into a board,	secure the nail with one hand with the pointy end facing the board, then hit the head of the nail with the hammer to drive it into the board.	secure the nail with one hand with the pointy end facing the board, then hit the point end of the nail with the hammer to drive it into the board.	0
31	To make a chili less spicy, you can	Add less cayenne pepper when you make it	Add more cayenne pepper when you make it	0
32	phone	can be used to make a call to your parents if you have no reception	can be used to make a call to your police if you have no reception	1
33	glass	formed fan 	formed window 	1
34	What can I use to plant seeds inside before starting a garden?	Cut plastic soda bottles in half and use the top as planters.	Cut plastic soda bottles in half and use the bottoms as planters.	1
35	rolling pin	can flatten nails 	can flatten paper 	1
36	To wash carrots, you can	Rinse in some boiling water	Rinse in some cold water	1
37	how do you rewind a dvd?	take the dvd out and put it back in.	press the backward arrow on the dvd remote.	1
38	How to make sure that a hairpiece is not visible in your hair?	If you have dark hair, use a light colored hair pick comb and allow your hair to be removed from it	If you have dark hair, use a black hair pick comb and allow your hair to fall over it to cover the hair comb	1
39	How do I fix the L-profile on the board ?	Place the L-profile on the board and using a drill press, drill a 1/8 inch hole  through the L and through 1 inch of the board. Then screw the screw in the hole with a hammer.	Place the L-profile on the board and using a drill press, drill a 1/8 inch hole  through the L and through 1 inch of the board. Then screw the screw in the hole with a screwdriver.	1
40	How can I hang clothes in a closet that doesn't have a rod installed?	Buy a curtain rod and wedge to install in closet.	Buy a tension rod for shower curtains and install in closet.	1
41	how do you dry a painting?	aim a blow dryer at it.	let it sit for hours.	1
42	What do you need to do for the mixture to thicken?	When the bag is placed inside the freezer bag full of ice, you need to place the bag in the freezer.	When the bag is placed inside the freezer bag full of ice, you need to shake the bag for 10 minutes.	1
43	How to thread needle.	Lick end of thread and place through the eye of the needle quickly.	Lick end of thread and place through the eye of the needle carefully.	1
44	wrapper	can be used as a  tooth pick for a cow	can be used as a  toy for a cow	1
45	To remove blood from clothing	Wait for it to dry, then remove	Remove before it has a chance to dry	1
46	To substitute oil in a recipe to make cake fluffier.	Unsweetened applesauce can be substituted for oil, using half the amount as the recipe calls for.	Unsweetened applesauce can be substituted for oil, using the exact amount as the recipe calls for.	1
47	To play Sonic 3 & Knuckles on Sega Genesis.	Insert the Sonic & Knuckles cart into the Genesis and open the top. Power on the console, then insert Sonic 3 into the top slot.	Insert the Sonic & Knuckles cart into the Genesis and open the top. Insert Sonic 3 into the top slot, then power on the console.	1
48	how to sharpen a knife quickly	sharpen your knife quickly by rubbing the food processor against the unglazed portion on the bottom of a ceramic plate or mug.	sharpen your knife quickly by rubbing the blade against the unglazed portion on the bottom of a ceramic plate or mug.	1
49	How to bake a cake.	Preheat the oven to 325 °F and grease and flour a cake pan. Place the butter and sugar in a mixing bowl and beat them together until the mixture is light. Add the eggs and vanilla. Stir in the cake flour. Keep the electric mixer on low or use a wooden spoon to stir the flour in a bit at a time until it's just incorporated. Pour the batter into the pan. Bake the cake for 2 hours 15 minutes.	Preheat the oven to 325 °F and grease and flour a cake pan. Place the butter and sugar in a mixing bowl and beat them together until the mixture is light. Add the eggs and vanilla. Stir in the cake flour. Keep the electric mixer on low or use a wooden spoon to stir the flour in a bit at a time until it's just incorporated. Pour the batter into the pan. Bake the cake for 1 hour 15 minutes.	1
50	Store emergency wipes in car.	Keep coffee filters under driver seat.	Keep coffee filters in glove compartment.	1
51	Reduce spread of plant disease in garden.	Disinfect garden tools once a year by soaking in brewed coffee.	Disinfect garden tools once a year by soaking in bleach.	1
52	How can I make a mandarin orange strip to easily eat the slices?	Cut about 4 inches off either end of the orange, cut into one side of the orange to the middle, unfold all the slices and they'll stick to the peel in a strip.	Cut about 3/4 inch off either end of the orange, cut into one side of the orange to the middle, unfold all the slices and they'll stick to the peel in a strip.	1
53	To protect your electronics.	Use a power strip or an outlet adapter.	Use a surge protector or a UPS.	1
54	Prevent ants from gathering on sidewalks.	Sprinkle sugar on sidewalk cracks.	Sprinkle cream of tartar on sidewalk cracks.	1
55	How to straighten your hair.	Start with completely wet hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	Start with completely dry hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	1
56	To make a hamburger,	grill a hamburger patty on a bbq grill, and place the raw patty onto a hamburger bun with a slice of cheese and a piece of lettuce.	grill a hamburger patty on a bbq grill, and place the cooked patty onto a hamburger bun with a slice of cheese and a piece of lettuce.	1
57	Give your cat a bath.	Allow warm water to fill tub and drop your cat in it. Gently wash them with pet soap and rinse with running water. Dry with a warm towel.	Allow warm water to fill tub and train your cat to sit in it. Gently wash them with pet soap and rinse. Dry with a warm towel.	1
58	To score lines on a piece of brass, you can	Use a chopstick to score the lines	Use a scalpel to score the lines	1
59	To dye coconut shreds with food coloring,	place the coconut in a mixing bowl and drop as many drops of food coloring into the bowl as are left in the bottle, stirring the coconut shreds and food coloring together afterwards with a spoon or your hands.	place the coconut in a mixing bowl and drop individual drops of food coloring into the bowl, stirring after each addition with a spoon or your hands, until the desired color concentration is achieved.	1
60	How to find a good book to read?	You can go into a book store and take a book home to see if you like it enough to buy it.	You can research what the best sellers are and see if any of them catch your interest.	1
61	how do you get gas out of your body?	suck it out with a vacuum.	burp or fart.	1
62	How to measure doorway opening for cedar door.	Use a piece of tape to measure length, width and height of the doorway	Use a tape measure to measure length, width and height of the doorway	1
63	How can I protect a cell phone from the rain?	Place in a paper bag.	Place in a plastic bag.	1
