	question	option1	option2	label
42	How can you get permanent marker stains off your body?	Use a highlighter, mark over the marker with a highlighter to dislodge stain then clean off with soap and water..	Use a darker permanent marker, mark over the marker with a highlighter to dislodge stain then clean off with soap and water..	0
43	What can I use to make shiny headgear for my costume?	Use a piece of foil.	Use a piece of black fabric.	0
44	What is an easy way to keep a room dark during the day?	Purchase blackout curtains with liners.	Paint your windows with white paint.	0
45	how do you log out of your facebook?	go to the acount menu, and scroll down to the bottom and hit log out.	exit out of your facebook app.	0
46	To easily blow up balloons for a party,	use a bicycle pump.	use a hair blow dryer.	0
47	glasses	burn paper when sun is shone through	burn rocks when sun is shone through	0
48	How long should I cook french toast on each side?	You cook it until the raw egg is cook on each side.	You want to make each side a brown as you can	0
49	Restart the body after long night of studying.	Take a 20 minute nap right before sun comes up.	Take a 20 minute nap right after sun comes up.	0
50	How do I chop the onions ?	First remove the dry layers of the onion with your fingers, then put the onion on a chopping board and cut it in half with a kitchen knife, then cut each half in 1 inch pieces.	First remove the dry layers of the onion with your fingers, then put the onion on a chopping board and cut it in half with a kitchen spatula, then cut each half in 1 inch pieces.	0
51	How do you remove hard water stains from stainless steel?	Soak the edge of a cloth or sponge in the club soda and wipe over the metal surface. Repeat as needed until the water stains have been removed completely.	Soak the edge of a cloth or sponge in the diet soda and wipe over the metal surface. Repeat as needed until the water stains have been removed completely.	0
52	What should I wear when working on a soldering project?	You should wear a good pair of safety glasses and gloves	You should wear a good pair of safety contact and gloves	0
53	Remove a bird from the house.	Turn off all lights and open all windows.	Turn off all lights and close all windows.	0
54	Create a privacy screen in shared room.	Hang up bed sheet in middle of room.	Hang up tissue paper in middle of room.	0
55	To remove gum from your hair.	Dip the strands into a small bowl of coke for a few minutes.	Dip the strands into a small bowl of baking soda for a few minutes.	0
56	How to mix a carton of juice before serving it	Take the carton in one or two hands, and keep it closed. Shake it firmly to make the contents mix together.	Take the carton in one or two hands, and open it. Shake it firmly to make the contents mix together.	0
57	How do you remove gel nail polish?	Buff the surface of your mani with a nail file to remove the shine, then soak a cotton ball in the acetone and place it directly on top of your nail. Follow by wrapping each finger with a small piece of foil, and after 10 to 15 minutes	Buff the surface of your mani with a nail file to remove the shine, then soak a cotton towel in the acetone and place it directly on top of your nail. Follow by wrapping each finger with a small piece of foil, and after 10 to 15 minutes	0
58	To make quitting cigarettes easier,	go for regular walks and distract yourself during cravings.	keep some cigarettes on hand for if the withdrawals get bad.	0
59	grater	can hold chopsticks 	can season chopsticks 	0
60	To stop a car without brakes,	turn on the hazard lights, take your foot off the gas and turn off cruise control, try to shift into a lower gear, drive on the shoulder of the road, pump the brakes, and engage the emergency brake once you've slowed down.	turn on the hazard lights, take your foot off the gas and turn off cruise control, try to shift into a lower gear, drive on the shoulder of the road, pump the tire, and engage the emergency brake once you've slowed down.	0
61	To clean a smoking pipe,	run a pipe cleaner through the stem of the empty pipe, turn the pipe over and dump out the debris from the bowl, and then blow through the pipe to completely clear it out.	run a pipe cleaner through the stem of the empty pipe, turn the pipe over and dump out the debris from the bowl, and then squirt soap through the pipe to completely clear it out.	0
62	How to change a headlight.	Open hood, locate headlight holder, if necessary loosen screws to remove cover, push down clip or cap holding wires to bulb base, unscrew old bulb and screw new bulb in places, reattach wires by clip or cap.	Open hood, locate headlight holder, if necessary loosen screws to remove cover, push down clip or cap holding wires to bulb base, unscrew old bulb and screw new bulb in places, no need to reattach wires by clip or cap.	0
63	How to prevent sun burn.	Keep skin covered if possible. Clothing provides all day UV protection.  Exposed skin should be covered with sunblock cream. Reapply as necessary.	Keep skin covered if possible. Clothing provides all day UV protection.  Exposed skin should be covered with heavy cream. Reapply as necessary.	0
64	how do you wear a bra?	with the straps over your breasts.	with the cups over your breasts.	1
65	To unwrap a sucker	pry up an edge of wrapper by stem with fingernail, put glue under raised edge, pull the same way it is wrapped and press wrapper.	pry up an edge of wrapper by stem with fingernail, grab raised edge, pull the opposite way it is wrapped and remove wrapper.	1
66	hair	grows on carpet naturally	grows on feet naturally	1
67	How to make a tinder bundle.	Gather fibrous grasses, bark and other lightweight easily flammable material . Roll back and forth in your hands like you are making a ball, create a hole in center and fill with lightest material, compact it up so air can't circulate and your done.	Gather fibrous grasses, bark and other lightweight easily flammable material . Roll back and forth in your hands like you are making a ball, create a hole in center and fill with lightest material, fluff it up so air can circulate and your done.	1
68	Slow a bunch of bananas from ripening to quickly.	After bringing a bunch of bananas home from the grocery store, seperate the bunch into individual bananas and place in different areas of the kitchen. This prevents the ethylene gas emitting from each tea bag from ripining the other bananas on the bunch to quickly.	After bringing a bunch of bananas home from the grocery store, seperate the bunch into individual bananas and place in different areas of the kitchen. This prevents the ethylene gas emitting from each banana from ripining the other bananas on the bunch to quickly.	1
69	To make money from old books,	take the books to a local hardware store to sell them.	take the books to a book store and offer to sell them.	1
70	cup	can hide plate 	can hide tape 	1
71	where do you cut your long-sleeve shirt if you want to make your arm warmer as long as possible from it?	as far as possible from the seam	as close to the seam as possible	1
72	How do I mix weed killer in a manual sprayer?	Close the basin of the sprayer and pour in 3 cups of weed killer first and then 3 gallons of water, put the cap on and you are ready to spray.	Open the basin of the sprayer and pour in 3 cups of weed killer first and then 3 gallons of water, put the cap on and you are ready to spray.	1
73	To make your yard more inviting for birds,	provide a water source, avoid pesticides, and keep bees and other predators out of your yard.	provide a water source, avoid pesticides, and keep cats and other predators out of your yard.	1
74	pitcher	can store basketballs well	can store water well	1
75	shoe box	can be used as  to hold water 	can be used as  a plantholder 	1
76	Make a mini Smores grill.	Line flower pot with saran wrap, and then add charcoal.	Line flower pot with foil, and then add charcoal.	1
77	how do you run a nickel coverage in football?	Play with 5 Linebackers on defence.	Play with 5 defensive backs on defense.	1
78	water	is used as an ingredient for sandwiches 	is used as an ingredient for lemonade 	1
79	How do I drain the potatoes?	With your bare hands, gently tip over pot with hot water over stove until all water has been drained out.	Using gloves, gently tip over pot with hot water over stove until all water has been drained out.	1
80	To be safe while using the phone while driving,	only text and do not use hands free commands.	only use hands free commands and do not text.	1
81	helicopter	floats in water usually	floats in air usually	1
82	How to bread a chicken cutlet	Evenly season a chicken cutlet with oil and pepper. Cover a chicken cutlet first in flour, then whisked eggs and finally, bread crumbs.	Evenly season a chicken cutlet with salt and pepper. Cover a chicken cutlet first in flour, then whisked eggs and finally, bread crumbs.	1
83	To sew a fake mustache onto  a fake beard,	use a mixture of mayonnaise and glue to stick them together.	use a tapestry needle and thread to sew them together.	1
84	How to make denim shorts from old jeans?	Cut the legs off around the knee area from your body.	Cut the legs off around the knee area from the jeans.	1
85	Pick up eyeshadow dust.	Use note card to gather dust.	Use sticky note to gather dust.	1
86	Test smell of breath.	Lick wrist and wait 10 minutes.	Lick wrist and wait 10 seconds.	1
87	How much cheese should I use on my pizza bread?	Honestly, there is no set amount. Just sprinkle a layer of the cottage cheese on top of the pizza bread, until it is covered to your liking.	Honestly, there is no set amount. Just sprinkle a layer of the cheese on top of the pizza bread, until it is covered to your liking.	1
88	How to test a 9 volt battery?	By touching battery to fingertip	By touching battery to tongue	1
89	Microwaves	can be used to heat Aluminum 	can be used to heat cold water 	1
90	Create filler material for gifts.	Run a plastic bag through a paper shredder.	Run brown paper bag through a paper shredder.	1
91	How do you make jello?	Whisk together 1 cup of warm water with 1 packet of jello in a large bowl. Add 1 cup of cold water to the mixture and whisk it in.	Whisk together 1 cup of hot water with 1 packet of jello in a large bowl. Add 1 cup of cold water to the mixture and whisk it in.	1
92	Learn how to put the shine back into patent leather shoes.	Use your favorite household spray cleaner, spray the air around the shoe, then wipe gently to restore the shine.	Use your favorite household spray cleaner, spray the affected area, then wipe gently to restore the shine.	1
93	use a wine opener	Push the tip of the corkscrew into the cork.    Twist until the corkscrew is about three-quarters of the way into the cork.    Engage the base hinge with the lip of the bottle and push downward gently.    When you can't pull anymore, engage the second hinge with the lip of the bottle.	Push the tip of the corkscrew into the cork.    Twist until the corkscrew is about three-quarters of the way into the cork.    Engage the base hinge with the lip of the bottle and pull upward gently.    When you can't pull anymore, engage the second hinge with the lip of the bottle.	1
94	To pick blueberries quickly	hang a bucket upside down from your body, lean in putting it under the blueberries, put your fingers behind the blueberries like a wall, and then roll your thumbs down ward over the blueberries pulling them off the vine and letting them drop onto the bucket.	hang a bucket from your body, lean in putting it under the blueberries, put your fingers behind the blueberries like a wall, and then roll your thumbs down ward over the blueberries pulling them off the vine and letting them drop into the bucket.	1
95	how can I quickly clean a bong?	Empty the bong and rinse and fill it with warm water. While wearing your latex gloves, empty out your bong as well as you can. Pour out old bong water and remove any spent herb. Then give it a good rinse with warm water to remove any remaining solid particles. Finally, fill the bong part way with some of the vegetable soup from dinner.	Empty the bong and rinse and fill it with warm water. While wearing your latex gloves, empty out your bong as well as you can. Pour out old bong water and remove any spent herb. Then give it a good rinse with warm water to remove any remaining solid particles. Finally, fill the bong part way with some of the warm water you’re using.	1
96	To wash blueberries,	dump them into the sink basin and run water over them from the faucet.	put them in the sink and run water over them in their basket.	1
97	How to walk properly.	Move both feet at the same time as you move forward, hopping like a rabbit.	Move one foot in front of the other, bending the knee a little bit as you go.	1
98	How to remove a wine stain from your wooden dining room table.	Take a clean dry cloth and dampen with water, apply to wine stain and let sit for about an hour and wipe off with a clean cloth dampened with ammonia.	Take a clean dry cloth and dampen with ammonia, apply to wine stain and let sit for about an hour and wipe off with a clean cloth dampened with water.	1
99	Keep bathroom drawers organized.	Use a strict placement chart to organize your bathroom drawers.	Use kitchen drawer organizers in the bathroom for organization.	1
100	how to make basic liquid soap	Gather 8 to 10 ounces of soap. Grate the soap into large chunks of shaving soap. Add some glycerin if you're not using castile or handmade soap. Let the soap water sit off-heat for 12 to 24 hours. Whisk the soap the next morning, if needed. Stir in any desired essential oils or extracts.Pour the soap into soap dispensers	Gather 8 to 10 ounces of soap. Grate the soap into small flakes.Heat 1 gallonof water on a stove. Stir the soap into the water. Add some glycerin if you're not using castile or handmade soap. Let the soap water sit off-heat for 12 to 24 hours. Whisk the soap the next morning, if needed. Stir in any desired essential oils or extracts.Pour the soap into soap dispensers	1
101	To remove stuck on food from a dish,	wipe it down with a paper towel until it's off.	soak it in hot soapy water for awhile.	1
102	To pour silicone into a bucket to create a mold of an object	With the object secured in the bottom of the bucket pour the water mix in a steady stream over the object until it covers it by at least 10 mm. This helps force bubbles out of the mix.	With the object secured in the bottom of the bucket pour the silicone and catalyst mix in a steady stream around the object until it covers it by at least 10 mm. This helps force bubbles out of the mix.	1
103	To do a deep clean on your carpet	You should use a broom to sweep the carper, then mop the carpet using a mop and bucket.	"You should do a ""slow vaccum"" throughout the room, and then use a carpet cleaner."	1
104	To play as Tails in Sonic the Hedgehog 2.	Start a 2 player game and have Player 1 intentionally game over.	"Go to the options menu and toggle ""Sonic and Tails"" to ""Tails Alone""."	1
105	To stop the clock in a basketball game,	throw the ball out of bounds.	call a time out.	1
106	tupperware	is used to cook leftovers	is used to store leftovers	1
107	Reduce risks of heart disease.	Take regular trips to fast food places.	Take regular naps.	1
108	how do you scope something out?	look past it.	look at it.	1
109	How to make a stencil.	Draw onto plastic using a marker, then cut along lines with a jigsaw.	Draw onto plastic using a marker, then cut along lines with an x-acto knife.	1
110	Make prop weapons.	Use a chainsaw to cut EVA foam into the desired shape, paint and finish with a clear coat for protection.	Use a knife to cut EVA foam into the desired shape before painting with acrylic paint and finishing with a clear coat of varnish for protection.	1
111	To make a homemade nail polish remover	Mix  1/2 cup white vinegar and the juice from one lemon into a bowl, stir with a spoon until all ingredients are thickened	Mix  1/2 cup white vinegar and the juice from one lemon into a bowl, stir with a spoon until all ingredients are mixed	1
112	how do you risk something?	do everything carefully and only if you're sure you can.	do something you're not sure you should be doing.	1
113	cook bacon in the oven	Preheat oven to 400° and line a large baking sheet with foil. (If using, line a wire rack on your baking sheet.) Lay bacon in a single layer onto baking sheet or cooling rack, making sure not to overlap. Bake until your desired crispness, 45 to 50  minutes.	Preheat oven to 400° and line a large baking sheet with foil. (If using, line a wire rack on your baking sheet.) Lay bacon in a single layer onto baking sheet or cooling rack, making sure not to overlap. Bake until your desired crispness, 15 to 25 minutes.	1
114	key	can be used to open a baking sheet 	can be heated on a baking sheet 	1
115	To mush the avocado for guacamole.	Use a butter knife to squish the avocado into desired consistency.	Use a fork to squish the avocado into desired consistency.	1
116	To save electric in the summer,	use an air conditioner.	do not use an air conditioner.	1
117	How do you trim yams?	Place the yam on a cutting board. Using a dull knife, cut away approximately 2 inches of each of the ends of the yam. Identify any woody bits on the yam and use a dull paring knife to slice them off.	Place the yam on a cutting board. Using a sharp knife, cut away approximately ¼ inch of each of the ends of the yam. Identify any woody bits on the yam and use a sharp paring knife to slice them off.	1
118	If the nutella cookie batter is too crumbly	it's too dry add some Nutella and do not mix	it's too dry add some Nutella and mix well	1
119	plastic wrap	can't be pierced by tweezers 	can't be pierced by computer 	1
120	make breakfast potatoes	in a large microwave, toss together the potatoes, garlic, onion, green bell pepper, red bell pepper, olive oil, butter, seasoned salt, cayenne pepper and some kosher salt and pepper. Bake for 20 to 25 minutes, shaking the pan twice. Raise the heat to 500 degrees and bake until crisp and brown, 10 to 15 minute	in a large bowl, toss together the potatoes, garlic, onion, green bell pepper, red bell pepper, olive oil, butter, seasoned salt, cayenne pepper and some kosher salt and pepper. Bake for 20 to 25 minutes, shaking the pan twice. Raise the heat to 500 degrees and bake until crisp and brown, 10 to 15 minute	1
121	What supplies are needed to make a paper cup lotus lamp?	Butcher knife        Scissors        Pencil        Cylindrical pen        Glue        Eraser        Tape measure        Starry string LED (copper wire) light set (or strong tea light)        5 paper cups (small)	Craft knife        Scissors        Pencil        Cylindrical pen        Glue        Eraser        Tape measure        Starry string LED (copper wire) light set (or strong tea light)        5 paper cups (small)	1
122	To pull a coil to elongate it, you can	Use scissors	Use pliers	1
123	To make a laser cut bracelet you can use	A small piece of scrap metal which is then heated in an oven	A small piece of acrylic sheet which is then heated in an oven	1
124	How many references should a resume include?	The best number of references is just 1.  It doesn't matter how many references there are as long as the one is very good.	The best number of references in around 3, especially if the person writing the resume can find 3 very good quality references.	1
125	To add padding to the Bionic El Wire Mask so it is comfortable to wear.	Add a piece of thin fabric where it touches the head.	Add craft foam where it touches the head.	1
126	How to make an ordinary wood toy look rustic?	Sand down the wooden toy then dab the wood with some fresh teabags which are very dry	Sand down the wooden toy then dab the wood with some old teabags which are slightly damp	1
127	How sharp should you make the butter knife?	Fairly sharp, so you can use it for different foods.	Not very sharp since it is for soft foods.	1
