	question	option1	option2	label
24	To prevent bacteria getting on your hands after washing them,	dry your hands off with paper towels instead of hand dryer.	dry your hands off using the hand dryer and then rinse them.	0
25	Collect compost in a disposable container.	Use a brown paper bag.	Use a plastic bag.	0
26	To finish off the top of the mac and cheese prior to baking	add bread crumbs to give it a crisp top and add flavor	add cookie crumbs to give it a crisp top and add flavor	0
27	How can I keep my chair cushions from sliding?	Buy a piece of thin, non-slip rug padding that’s used under area rugs. Cut it about 1 in. smaller than the chair cushion all the way around. Then just lay it in place under the cushion.	Buy a piece of thin, non-slip rug padding that’s used under area rugs. Cut it about 1 in. smaller than the chair cushion all the way around. Then just lay it in place over the cushion.	0
28	To preheat the oven,	turn the knob on the oven dashboard until the line is next to the desired temperature.	"turn the knob on the oven dashboard until the line is next to the word ""Broil"""	0
29	What tools will I need for cooking?	You will need a stove and a non stick frying pan.	You can use a regular pan with cooking spray.	0
30	Feed 4 people for $5.	Coconut curry is a great example of thrifty but delicious cooking. Ingredients: can coconut milk, $1 (dollar store), pack of 2 pork cutlets, $2.50, 2 tspn. of curry paste .25 if you already have it on hand, 1 chicken boullion cube .25, dash of soya sauce, splash of milk or cream, green onions and a carrot. Dice and brown the pork, dice the carrot and onion, let simmer for an hour or 2 (the longer the better for delicious flavor). Serve on rice ($1. or less) And there is your delicious meal for $5. for 4 people. So good, you might even be able to sell the leftovers and make a profit!	Coconut curry is a great example of thrifty but delicious cooking. Ingredients: can coconut milk, $1 (dollar store), pack of 2 pork cutlets, $250.00, 2 tspn. of curry paste .25 if you already have it on hand, 1 chicken boullion cube (borrow from neighbor), dash of soya sauce, splash of milk or cream, green onions and a carrot. Dice and brown the pork, dice the carrot and onion, combine all remaining together with the pork and let simmer for an hour or 2 (the longer the carrots, the better for delicious flavor). Serve on rice ($1. or less) And there is your delicious meal for $5. for 4 people. So good, you might even be able to sell the leftovers and make a profit!	0
31	To spread out spoonfuls of cookie dough.	Using the back of the spoon, spread out each mound into 7-8cm diameter.	Using the back of the baking sheet, spread out each mound into 7-8cm diameter.	0
32	How can you use electrical tape in a small space?	When you have to wrap wires with electrical tape in a tight area, pull off a few inches of tape and wrap it tightly on itself around your index finger so the sticky side is in. Then you can just roll the tape around the wire with your thumb, using your middle finger to support it.	When you have to wrap wires with electrical tape in a tight area, pull off a few inches of tape and wrap it loosely on itself around your index finger so the sticky side is out. Then you can just roll the tape around the wire with your thumb, using your middle finger to support it.	1
33	ice pick	can be used to skewer rocks 	can be used to skewer meat 	1
34	To make a movable handle on the wire bender.	Weld a 3/4 inch nut onto the top of the wire bender. Drill 3/4 inch hole through the handle. Thread a 1/2 inch bolt through the handle onto the welded nut and secure it.	Weld a 3/4 inch nut onto the top of the wire bender. Drill 3/4 inch hole through the handle. Thread a 3/4 inch bolt through the handle onto the welded nut and secure it.	1
35	Does your room smell?	Tape a sheet of fly paper to the air conditioner and turn it on.	Tape a dryer sheet to the air conditioner and turn it on.	1
36	how to remove the peel from an apple	Using a vegetable peeler, preferably one with a swivel blade, and starting at the stem end, remove the peel from the apple flesh in a circular motion, continue repeating until you have went around the top once	Using a vegetable peeler, preferably one with a swivel blade, and starting at the stem end, remove the peel from the apple flesh in a circular motion, continue repeating until you have peeled the skin away.	1
37	Make a folder and pencil holder.	Use an old wooden dish rack.	Use an old wire dish rack.	1
38	To kill the weeds in your lawn,	spray each weed with a weed and grass killer.	spray each weed with a weed killer that is safe for lawns.	1
39	To disassemble a keyboard.	Using a screwdriver, remove the screws on the top, typically hidden under legs and plastic tabs.	Using a screwdriver, remove the screws on the bottom, typically hidden under legs and plastic tabs.	1
40	To make tip for throwing spike.	Form the tip using scissors.	Form the tip using fire.	1
41	To avoid getting juice on your cheeks when eating watermelon,	crush the water melon into pulp between your lips before putting it into your mouth.	cut the green piece off the end of a slice of watermelon so your bite is note restricted.	1
42	video	can be pointed at by  can 	can be pointed at by  fingers 	1
43	hose	can have  emergency with nail polish	can have  runs repaired with nail polish	1
44	to assess if your refrigerator door seal needs to be replaced	Put the index card between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	Put the dollar bill between the refrigerator door and refrigerator, and close the door on it. Then, try to pull it out slowly. If you feel it drag slightly, your gasket doesn’t need replacing. If it slips out quickly or has moisture on it or mold, get a new gasket.	1
45	How to use Scrabble letter tiles to make ornaments.	Letter tiles from old Scrabble games can be used to make personalized Christmas ornaments as gifts; simply glue the tiles to the tile holder. select the tiles spelling out the person's name, glue on decorative ribbon to use as a hanger, and your gift is complete.	Letter tiles from old Scrabble games can be used to make personalized Christmas ornaments as gifts; simply select the tiles spelling out the person's name, glue the tiles to the tile holder, glue on decorative ribbon to use as a hanger, and your gift is complete.	1
46	To keep the zipper from getting stuck,	Rub a piece of beeswax over the zipper	Lightly rub a piece of beeswax up and down over the length of the zipper	1
47	How do you stick to a diet?	Rely on your own dedication, make whatever choices you feel are correct, and eventually you will see the desired results after a few years.	Prevent yourself from eating out, make your own healthy dinners and track calories, punish or reward yourself based on performance.	1
48	How to drain a can of beans	You will need an empty container, a strainer, and a can opener. Place the strainer over the open container. Once you have opened the can of beans with the can opener, pour them into the container and leave them there until they stop dripping.	You will need an empty container, a strainer, and a can opener. Place the strainer over the open container. Once you have opened the can of beans with the can opener, pour them into the strainer and leave them there until they stop dripping.	1
49	How to clean the bathtub.	Pour cleaning solution on a broom and scrub the bathtub all over.	Pour cleaning solution on a brush and scrub the bathtub all over.	1
50	How to make ham pinwheels	Spread scallion cream cheese on a sun-dried-tomato freeze dryer and top with thinly sliced ham. Roll up the tortilla and cut into 1/2-inch pieces.	Spread scallion cream cheese on a sun-dried-tomato tortilla and top with thinly sliced ham. Roll up the tortilla and cut into 1/2-inch pieces.	1
51	How to ensure wood does not damage with age?	Every few months, apply a coat of linseed oil then sand down the wood	Every few months, sand down the wood then apply a coat of linseed oil	1
52	How do you load a staple gun?	Flip the stapler upside down and close the base away from the body. Pull the magazine pusher back to expose the staple channel. Drop the staples into the magazine channel with the points facing up.	Flip the stapler upside down and open the base away from the body. Pull the magazine pusher back to expose the staple channel. Drop the staples into the magazine channel with the points facing up.	1
53	Which part of a bird can be used as a form of pen?	Lungs of a bird can be used as pens.	Feathers of a bird can be used as pens.	1
54	Prevent mildew on shower door.	Apply layer of car wax before regular cleaner.	Apply layer of car wax after regular cleaner.	1
55	To prepare pot roast before adding it to a slow cooker.	Marinade the meat covered in seasoning and add to cooker.	Brown the meat covered in seasoning in a frying pan and add to cooker	1
56	Where does a chef work	A chef will work in an office	A chef will work in a restaurant	1
57	How do I beat Halo 4?	Strategically plan everything, and do your best with what you have	Strategically plan everything, and looks up guides for exact info	1
58	How to unpin a program from the start menu in Windows 10	"Locate the program on the desktop. Right click the icon. Left click the button that says ""Unpin from taskbar"""	"Locate the program on the start menu. Right click the icon. Left click the button that says ""Unpin from start"""	1
59	brush	can be sold with oil in space	can get covered in oil if you pour it	1
60	to blow a bubble	Open bubble solution. Remove bubble tool from bottle. There should be a slight film in the circular section of the too. blow the film on the circular section very hard	Open bubble solution. Remove bubble tool from bottle. There should be a slight film in the circular section of the too. Lightly blow the film on the circular section.	1
61	paintbrush	can make a design on a q-tip 	can make a design on a vase 	1
62	how do you eat a pickle?	lick it with your tongue.	crunch down on it with your teeth.	1
63	To remove the peel from a lemon, you can	Cut it with a spatula and begin removing the fruit	Cut it with a knife and being removing the fruit	1
