premise	hypothesis	label
Skiers riding a ski carousel	people are skiing	0
A woman in blue looks in a black leather bag while sitting on a bench during a sunny afternoon while people and limousines passed behind her.	A person is sitting outside during the day.	0
Three woman walk, in their hijab, alone in an area of Muslim denomination.	Three woman are clothed.	0
a small brown and black dog lying down in a furry rug.	A small animal is on relaxing on a rug.	0
Two dogs are playing in a fenced in yard.	Two dogs are in a yard.	0
A SouthEast Asian girl sits in a makeshift metal bucket as a boat, holding a snake, giving a fierce smile as she floats over muddy water.	An Asian girl sits in a makeshift bucket as a boat.	0
A little girl in a red jumper crying with her older sister and mom.	A young girl cires to her family.	0
Several tall women jumping into the air while wearing traditional matched outfits and sandals with three aloft hot air balloons in the background.	Several women jump into the air.	0
A woman in a mustard dress with a white purse is walking down the street in front of a brick building.	a woman walks down the street	0
A group of people are sitting near the ocean.	The people are at the ocean sitting down.	0
A family is taking ride in a old style horse-drawn wagon, driven by a man in a vest and derby hat, down a tree and shrubbery lined grassy path	A family is behind a horse.	0
Children are dressed in vibrant colors.	There is more than one child in this picture.	0
The couple eat their meal outside.	A couple eats outdoors.	0
A bearded man is sitting with his eyes closed and his mouth open in an airplane seat.	The man is in an airplane.	0
Children in life jackets while paddling a boat.	The kids wear life jackets.	0
A white bearded man sitting on a bench watching boats.	a man sitting on a bench	0
Gay tourist giving directions to fellow gay men.	The man showed the other man where to go	0
A man wearing glasses is leaning against the wall reading a book.	A man wearing glasses leans while reading a book.	0
A man in a white hat, sunglasses, and dark shirt speaks into a microphone.	A man is talking in to a mike.	0
Two women in colorful clothes sit on the ground near their cow.	Some people, sitting on the grass by a cow have bright Tshirts on.	0
A girl in a flower print shirt drawing.	A girl is currently practicing art.	0
A man and boy are eating food outdoors while sitting down next to a shopping cart.	Two people are outside.	0
Several people, wearing blue robes and white keffiyehs, are riding yellow bicycles.	People are riding yellow bikes.	0
Two construction workers sitting on some pipes while one waves, obscuring his face.	Two men are sitting while on the job	0
Confetti is in the air among a huge crowd of people at some kind of celebration.	There is colored paper above a crowd.	0
A girl smiles while a boy makes a V sign behind her head.	A girl smiles.	0
A baby decides to pack himself away in a suitcase.	A baby ends up in a suitcase.	0
Musicians play at night in front of an old-looking building.	Musicians are performing in front of a building.	0
A man rides a bicycle towards a European-style skywalk.	The man rides a bicycle	0
Men playing during a concert wearing feather boas.	the men are playing	0
A man on a snowboard is grinding a ramp.	A man tries a snowboarding trick.	0
A man in a black shirt and red pants walks down a corridor.	A man with  clothes on.	0
Two people in hockey uniforms on the ice.	Hockey players on the ice rink.	0
A man in a blue checked shirt is walking on the street with his hand in his pocket, and passing an orange cone.	a man is walking	0
A dog running through a lot of twigs.	A dog runs through twigs.	0
People walking the streets of Berlin.	People are walking to get to work	1
Man lying under palm tree	The man is outdoors.	1
An elderly Asian women, pushes a cart with bags on it, through the street.	The woman is strong	1
A man is leaning on a skateboard while holding onto a pole.	a man knows how to ride a skateboard	1
A man is playing guitar while young children dance around him and older children play soccer.	A man is playing guitar as children sing along.	1
A girl with brown eyes sits in the water.	A girl with brown eyes is swimming.	1
Person on swing	the person on swing with baby	1
A man in a white shirt and black pants looks on as other people are seated at tables beneath green umbrellas.	A man has a white long-sleeve shirt.	1
An elderly man is cooking hotdogs outside.	An elderly man is grilling in his yard.	1
A man wearing an orange jumpsuit is working underneath a railroad car.	A man is working on a railroad car as the passengers watch on.	1
A woman wearing a short dress and high heels walking in front of two men carrying a large bottle while walking beside a white car.	Two men are carrying a large wine bottle.	1
A woman and a girl are sitting on a tile floor behind a wooden rack for weaving.	A woman and girl are sitting together.	1
A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain.	The horse is running.	1
The men in the long dress wardrobe are putting on a show.	Men wearing long dresses are standing onstage performing a play to a crowd.	1
A small, Asian girl wearing a white outfit running down the street while there is a woman wearing a pink baseball hat behind her in the distance.	two females are playing tag in the street.	1
An older gentleman riding a motorcycle.	There is another passenger.	1
A street performer entertains tourists with a fake bird in a cage.	A magician takes his act to the streets.	1
Two young people are walking outside past a two-toned wall.	Two young people are walking past a wall covered in graffiti.	1
A woman in a short red dress and black boots stands while playing an electrified red cello.	The sound of the cello is very loud.	1
A black man sitting inside a postal drop box.	a man is sitting in a postal drop box waiting to scare someone	1
A man and a woman are holding a sign that says teaching children.	The couple are protesting.	1
A woman in a small top and wearing bracelets drinks from a bottle outside.	A sad woman in a small top and wearing bracelets drinks from a bottle outside.	1
A person with a sweater on is carrying a back and walking beside a little girl wearing a backpack as she pushes a cart.	A mother takes a walk with her daughter.	1
The man with the red tie is making faces.	The clown with a red tie makes funny faces at the birthday boy.	1
A group of people walking by a lake.	There are people walking in warm weather	1
Using an anvil, a worker shapes a piece of metal.	The worker is making a sculpture using an anvil.	1
People watching performance in a nightclub.	People are watching a comedy show.	1
A black and white dog is playing with a Frisbee outside.	Dog fetching frisbee with owner.	1
A woman smiles while holding several green peppers at a grocery stand.	A woman has just purchased green peppers.	1
A group of anime cosplayers gather for a photo.	A group of cosplayers are at a convention.	1
Two individuals are working a food booth.	Two men working at classy burger stall	1
two people wearing masks, one green one purple.	Tall humans wearing masks	1
An older man, dressed in red, yellow, and black, is standing outside waving a large flag and a long horn.	An older man is proudly waving a large American flag.	1
A girl blows a whistle.	The girl is a referee.	1
Two women wearing colorful skirts and t-shirts are dancing in a dirt clearing in the center of a circle of other women, who are clapping.	Two women are in the woods.	1
A senior sitting on a stone path giving a shoeshine.	A person shines shoes for a dollar.	1
A young girl in red Snoopy pants is holding a very small baby on her lap.	girl holds new brother	1
People standing on a sidewalk listening to a man playing an instrument.	The man is playing the harmonica.	1
a boy runs through the puddle.	A boy is getting wet.	1
Two men sit at a pier with a pair of cranes stand in the background near a building.	Two men are friends.	1
A group of people entering a building.	People are entering a bank.	1
A man resting his legs on spool of metal cable.	A man sits down after a hard days work.	1
A skier performs a high jump in a snow-covered valley.	The athlete is practicing for the Olympics.	1
A singing choir with purple and white decorations.	A choir singing with pimp-themed decorations.	1
someone using a microscope is working on something really small	someone using a microscope is working hard on something really small	1
A black dog and a brown dog are jumping up to catch a red toy.	the dogs are outside	1
A girl and boy wearing swimming goggles have their arms around each other.	A brother and sister are touching.	1
A woman is looking at a group of photographs.	A woman is enjoying the picture album.	1
A girl in a white hat is jumping to play tennis.	A girl is jumping to hit a fast ball in tennis.	1
A man in a brown sweater and a woman smile for their video camera.	A couple is making home videos of happy moments.	1
A man relaxes on a fence during sunset.	The man is a farmer.	1
A woman in a black shirt is hugging a man.	The man and woman who are hugging know each other very well.	1
A little boy with yellow swim goggles, in blue stripe topped shirt and blue pajama pants caught in midair at home.	A little boy experiences joy and trust that only happens when we are very small, being tossed up high by adults.	1
Three friends skateboarding on an inviting street.	The three friends are students that are playing hooky from their local school.	1
Two young woman are walking on a sidewalk surrounded by other young people.	The two women are college students.	1
A waiter presenting an order to the kitchen staff.	A cook is taking an order from a waiter.	1
Three men taking an afternoon nap.	The construction workers take a nap in the field.	1
a quad launches from a dirt jump.	The quad is in a trick competition.	1
A man wearing green goggles watches as a woman in green goggles and holding a torch solders some metal on top of wooden blocks.	The people solder for a living.	1
A woman standing on what looks like a Roman street.	A woman is waiting for her husband.	1
Picture of men on horses in the street.	Policeman sitting on horses on the street.	1
A young boy is playing his guitar in his pajamas on a couch.	The child is sitting on a sofa playing his musical instrument after swimming.	1
A man sitting on a bus bench while listening to music.	The man is sitting on a bus bench listening to rock.	1
A graffiti artist paints over a poster on a brick wall.	A woman spraypaints over an advertisement.	1
3 safety jacket clad Construction workers appear to be poking something interesting with their shovels.	3 construction workers on their lunch break.	2
Two men are kayaking in yellow kayaks in a race.	Two men watching a race.	2
An old man in a red hat is holding open a door.	A young newlywed holds the door for his bride.	2
A group of people are standing around waiting for a train.	The people are riding bicycles.	2
Two gondoliers sitting in Venice	Two Asian women sitting in Japan.	2
Cop wrestle one man with his hand sticking up in the air as other cops watch.	Cops practice their card playing skills.	2
A girl skips rope.	A girl is eating	2
Black people climbing up to a roof.	Black people climbing a fence.	2
Men in gas masks kneel in front of a large audience.	Men dance in front of audience.	2
A woman in jeans and a black jacket standing on the road in front of a white and red bus.	THe wom	2
A group of sports players from Argentina are on a basketball court.	The men are standing on the ice arena.	2
A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.	A man with short hair and a goatee holds a trombone as he sits in front of a Russian flag.	2
2 people are cooking hotdogs in a pot over a fire outside in the snow.	People cook outside on a bright and sunny summer day.	2
People riding bikes in a town while traffic goes by over the water.	Bike riding through the desert.	2
Three men on horseback rope a calf at a rodeo.	Three men on zebraback	2
A man in a red shirt is throwing a frisbee while another man wearing a white t-shirt is trying to stop him from making the throw.	The two men are taking a shower.	2
A boy is posing with a metal ladle in each hand.	A cat eating some of his food.	2
A woman in a brown shirt looking down.	Nobody is looking	2
A man and two children help put groceries on the check-out conveyor belt.	The man and two children are driving home.	2
A little girl gets her picture taken while on the merry-go-round.	A boy is on the monkey bars.	2
A man sits and works on a crafts project.	A man is hard at work in the courtroom on a trial.	2
Man carries bike over obstacle	A sailor mops the deck as the sun sets behind him on the ocean	2
A group of people are standing outside staring at various people lying on the ground.	People swimming	2
Finally he got one bar on his wifi connection.	A man finally gets power to his home.	2
Three women standing by a table with drinks on it on a city sidewalk.	Women are eating their meal at an expensive restaurant.	2
A black dog with white paws is jumping on hay bales.	A white dog with black paws laying down on hay.	2
A man squatting and wearing a hat.	A man in a hat is taking a nap under a tree.	2
Three women are rollerskating in full roller derby attire.	The three women are ice skating.	2
a middle-aged hockey player swerving on the ice	A man is fishing at the lake.	2
Two soccer players, one wearing red and one wearing white, are competing to kick a soccer ball across a soccer field.	Two girls are frolicking	2
A man is waist deep in water with a fishing net and box.	A man sits on the shore of the lake skipping rocks	2
Three individuals examine a table full of bags with other tables and people are in the background.	There are two individuals talking to each other.	2
A group of women blending drinks and getting ready for a party.	Some people are cooking at a party.	2
A dog running through water.	The cat is in the ocean.	2
A kid wearing glasses and a brown shirt is feeding a swan a large loaf of bread	A kid wearing glasses and a brown shirt is laughing at a cow.	2
man scaling wall with fire in hand	A man is driving a car.	2
Three dogs play with a red ball.	three cats sleep peacefuly in a box	2
Brown and white dog with baseball in mouth, field and building.	The dog is black.	2
A woman in a red sweater, along with two young boys, eating from red heart shape plates at a wooden table.	Two boys are eating from square plates at a formica table.	2
A dog bounding across the sandy landscape in front of people watching.	The people are watching a car wreck.	2
A person wearing a cone-shaped hat is walking down the street with many bags.	A person is not carrying any bags.	2
The woman in the brown shirt is sitting on a bright red bench.	A shirtless women standing on a bench.	2
A man in a blue sweatshirt and a child in a tan sweater walk in opposite directions in a crowded metropolitan area.	The man and child are holding hands	2
The boy is wearing a jacket.	The boy is swimming.	2
A dancer in a dancing pose on the street, audience in the backgound.	The dancer is dancing on stage	2
A policeman rides his motorcycle while a truck displaying a very provocative ad is in front of him to the left.	A truck had no ads or stickers.	2
Two people are dressed in green and purple outfits wearing masks.	Two people are not wearing anything, they are naked.	2
Cheerleaders in red and white uniforms cheering in the street.	No cheerleaders are present	2
A band plays bathed in stage lights.	A band is playing in the dark.	2
A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.	The man is not going to eat or drink anything.	2
An orchestra teacher is teaching his kids.	The kids are sleeping.	2
Several people, including a man in a green shirt and a woman wearing a scarf, are dancing at a party.	A group of teenagers taking the SATs.	2
Three muzzled black dogs race through the grass.	Three white dogs walk through some grass	2
a person jumping off of a sand dune.	The sand dune is on the moon.	2
A large crowd gathers for a night in the city.	A small collection of people gather during the day.	2
The boy in red is holding his shoe over his head.	A girl is riding a bike.	2
A man in a bright green shirt with a baseball hat is in a high reach cutting down a tree.	A man climbs a tree.	2
Two men meet by a fountain engulfed in lights, they are wearing Winter coats.	Two men are playing tennis.	2
A woman picking up a child from the floor	A woman drops the child.	2
Two dogs both have the same stick in their mouth while they are swimming.	Both dogs play with separate sticks.	2
A bride and a groom are sitting by a tree smiling at one another.	the couple are going through a divorce	2
Three people doing some sort of yard work that involves a tarp.	The 3 people are at the pool relaxing for the day.	2
A person on a bike laying on a small dirt road with several other people in the background.	A person is fixing a flat tire on their car.	2
A man sitting on the left near a man walking along the side of a street with colorful buildings.	Nobody is sitting	2
