	question	option1	option2	label
18	How can I start my day in an organized way?	Schedule an extra 30 min. in the morning that isn't regimented, this downtime will make the day feel less rushed and if there is anything unforseen or frantic you will be able to handle it easily.	Schedule a 30 min.reduction of time in the morning that isn't regimented, this reduction in  downtime will make the day feel less rushed and if there is anything unforseen or frantic you will be able to handle it easily.	0
19	How do I fix a hole in my wall?	You need to fill the drywall with spackle, sand it, and paint it.	You can put an old t-shirt in the hole and hang a picture over it to cover it up.	0
20	To slowly heat up the egg and sugar mixture for making Swiss Meringue Buttercream	Place a metal bowl in a saucepan of boiling water	Place a plastic bowl in a saucepan of boiling water	0
21	wash cloth	is dried in the dryer while bathing	is dried in the shower while bathing	0
22	Keep cake warm and fresh for a party.	Store in a microwave.	Store in a fridge.	0
23	toilet roll	can be used to make paper mache  when wet	can be used to make a fire when wet	0
24	To prevent your dog from choking,	do not give the dog chicken bones, because they could get lodged in the dog's throat.	do not give the dog chicken broth, because it could get lodged in the dog's throat.	0
25	Make a blanket ladder.	cut down an old ladder to the right size, sand it and paint it and sand a bit more to make it shabby chic.	Take some lengths of 2x4s as you see fit, attach dowels using some masking tape. paint the entire business and then antique it, hang the blankets	0
26	How often should I water my apple tree?	If the tree is one or two years old, give it a really deep watering twice a week, or less often if the rain is plentiful in your area. After a fruit tree is 3 + years old water only when the soil is dry to 8 inches or so. When the tree is just establishing itself, deep watering promotes deep roots and shallow watering promotes shallow roots, a liability for a tree.	Apple trees don't need to be watered at all unless you live in a complete desert. Let mother nature take care of it.	0
27	Score the bottles the same height	Use a roll of duct tape to mark the bottles the same height and then score	Use a roll of duct tape to cover the bottle and score	0
28	how to keep cookies from sticking	use nonstick baking mats	use a cutting board sprayed with olive oil	0
29	How to tell when a pancake is done cooking.	It's fully cooked when it becomes puffy in the middle.	It's fully cooked when it becomes flat in the middle.	0
30	ruler	bend bobby pin effortlessly	bend peeler effortlessly	0
31	To cut onions without your eyes tearing up.	Chew gum while you cut the onions to prevent tears.	Chew paper while you cut the onions to prevent tears.	0
32	To score lines on a piece of brass, you can	Use a chopstick to score the lines	Use a scalpel to score the lines	1
33	Finishing the top of a log slice table.	Brush the bottom of the log slice with mineral oil.	Brush the top of the log slice with mineral oil.	1
34	Infusing Oil with Orange	Choose an orange, and grate the peel. Heat the oil and pineapple tops. Remove from heat.	Choose a type of oil. Grate the peel. Heat the oil and the zest. Remove pan from heat	1
35	Other then a pot, what else can you use to make blueberry lavender butter?	Use a pressure cooker.	Use a slow cooker.	1
36	To trace a circle on a piece of a paper, you can	Take a brick, lay it flat on the paper, and trace around it with a pencil	Take a cd, lay it flat on the paper, and trace around it with a pencil	1
37	A cheap way to cool down your laptop	Don’t throw away the paperboard for socks	Don’t throw away the paperboard for eggs	1
38	To shorten the length of the grass in your lawn,	start up the garden tiller and smoothly mow the lawn until even.	start up the lawn mower and smoothly mow the lawn until even.	1
39	how to be a vegetarian?	only consume organic meat products	do not consume any meat products	1
40	Treat bad headaches.	Rub vaseline on temples.	Rub vapor rub on temples.	1
41	how do you play a harmonica?	wave it in the air and position your fingers for different notes.	blow into the mouthpiece and position your fingers for different notes.	1
42	To attach the shelves to the back of the cabinet	Make sure the shelves have a place to rest on and use a soldering iron to attach everything	Make sure the shelves have a place to rest on and use a nail gun to attach everything	1
43	How do you store hard boiled eggs in the refrigerator?	First, place eggs in hot water immediately after boiling. After they're warm, dry the eggs with a paper towel and refrigerate within 5 hours while still in their shells.	First, place eggs in cold water immediately after boiling. After they're cool, dry the eggs with a paper towel and refrigerate within 2 hours while still in their shells.	1
44	How to Clean Lampshades	Wipe paper or plastic shades with a microfiber cloth to remove dust.Dust a fabric lampshade using a lint roller.Use a vacuum with a carpet cleaning attachment on a very dusty fabric shade	Wipe paper or plastic shades with a microfiber cloth to remove dust.Dust a fabric lampshade using a lint roller.Use a vacuum with a brush attachment on a very dusty fabric shade	1
45	What can you use to cut the wrapping paper into desired shape	Use a brush to cut the wrapping paper into desired shape	Use a scissor to cut the wrapping paper into desired shape	1
46	If I'm out of mod-podge, what is a substitute?	Kinetic Sand	White Glue	1
47	How to use AAA batteries in place of AAs?	Place the AAA batteries into the holder with a piece of clingwrap at either end of the bracket	Place the AAA batteries into the holder with a piece of aluminium foil at either end of the bracket	1
48	To make a beer cold quickly,	put a beer inside of a refrigerator and check on it until it is cold enough to drink.	wrap the beer with a cold napkin and then put it in the freezer for a few minutes.	1
49	how to make a bank deposit	When you deposit cash at a bank or credit union, you typically need to use a deposit slip. That's simply a slip of paper that tells the teller where to put the money. Write your name and account number on the deposit slip  amount of money you are withdrawing	When you deposit cash at a bank or credit union, you typically need to use a deposit slip. That's simply a slip of paper that tells the teller where to put the money. Write your name and account number on the deposit slip and the amount of money you are depositing	1
50	To make icing look like real pumpkin, you can	Add green food coloring to the icing	Add orange food coloring to the icing	1
51	How to Get Rid of Thigh Pain	During recovery from all strains, avoid the HARM factors during the first 24 to 72 minutes after injury	During recovery from all strains, avoid the HARM factors during the first 24 to 72 hours after injury	1
52	how do you get rid of frizzy hair?	rub a towel over it.	hairspray it down.	1
53	To know what your home smells like to guests,	sit in your home for a day while thinking about the smell.	leave for a day and then smell the home when entering it.	1
54	How to Have a Good Relationship with Your Teacher	Make sure your assignments are neat and presentable. If your handwriting is bad, consider turning it in anyway.	Make sure your assignments are neat and presentable. If your handwriting is bad, consider typing some assignments.	1
55	To eat yogurt without a spoon,	use a napkin that is shaped into a spoon.	bend the lid into a scoop to use instead.	1
56	How can I keep from crying when chopping onions?	Place onions in a bowl for 15 min. before chopping, this will make cutting them tear free.	Place onions in a freezer for 15 min. before chopping, this will make cutting them tear free.	1
57	Keep control of your garden hose.	Curl it up around a tree and store it this way.	Curl it up in an old laundry basket and store.	1
58	To unwrap a sucker	pry up an edge of wrapper by stem with fingernail, put glue under raised edge, pull the same way it is wrapped and press wrapper.	pry up an edge of wrapper by stem with fingernail, grab raised edge, pull the opposite way it is wrapped and remove wrapper.	1
59	Prevent plunger grime on bathroom floor.	Store plunger in a grocery bag.	Store plunger in a medium clay flower pot.	1
60	cloth	can slip through a sponge 	can slip through a net 	1
61	How to place styrofoam into the bottom of the planter.	Grab each styrofoam sheet and place it inside the bucket until 1/3 of the planter is full.	Grab each styrofoam sheet and place it inside the planter until 1/3 of the planter is full.	1
62	How did Amazon get its name?	"An often reported story on how Amazon got its name is that Jeff Bezos, Amazon's founder, had at first suggested ""cadaver"" as it rhymes with Abracadabra. His lawyer thought it would be better to have an exotic name, so they chose Amazon as it begins with the letter A, thought to be an advantage when searching for companies or services."	"An often reported story on naming the company describes the founder, Jeff Bezos, telling his lawyer he wanted to call the company ""cadabra"", from abracadabra. When his lawyer thought he said ""cadaver"", Mr. Bezos decided Amazon was a better choice as it sounded exotic, and it started with A which may have been an advantage to customers finding the name near the top in a directory when searching for companies or services."	1
63	To flip the pancake over quickly to cook both sides.	Use tongs and flip over the pancake.	Use a spatula and flip with your wrists.	1
