	question	option1	option2	label
35	To make 'magic chocolate shell' for frozen desserts.	Chop 150g of dark chocolate with a knife. Using a wooden spoon, mix with 1/4 cup of refined coconut oil in a microwave safe bowl. Heat in microwave for one minute. Stir with the wooden spoon until smooth. If the chocolate hasn't quite melted, heat for another thirty seconds. Cool for ten minutes, then pour over your frozen dessert. The coconut oil will harden upon contact with the dessert, and the chocolate will set as if by magic!	Chop 150g of dark chocolate with a knife. Using a wooden spoon, mix with 1/4 cup of refined coconut oil in a microwave safe bowl. Heat in microwave for one minute. Stir with the wooden spoon until smooth. If the chocolate hasn't quite melted, heat for another thirty seconds. Cool for ten minutes, then pour over a hot dessert. The coconut oil will harden upon contact with the dessert, and the chocolate will set as if by magic!	0
36	To prevent ants in your kitchen,	empty garbage frequently, keep counter tops clean, and do not leave any food out.	empty garbage frequently, keep counter tops clean, and do not leave any repellent out.	0
37	how to identify orions belt	. If you go outside and look south to southeast before dawn now, you'll notice Orion's Belt, which consists of a short, straight row of medium-bright stars. Just draw a line through Orion's Belt and extend that line toward the horizon. You'll easily spot Sirius, the sky's brightest star.	If you go outside and look south to northeast before dawn now, you'll notice Orion's Belt, which consists of a short, straight row of medium-bright stars. Just draw a line through Orion's Belt and extend that line toward the horizon. You'll easily spot Sirius, the sky's brightest star.	0
38	create a self-draining boot tray.	take a pet crate tray, and fill with a bag of pebbles.	get a sheet tray, and drill holes in it. Take a slightly larger tray and glue moss. Top with the first sheet tray, and fill with plaster of paris.	0
39	Increase shelf life of milk.	Add pinch of salt to milk.	Add pinch of sugar to milk.	0
40	How can you tell someone is lying to you?	You can tell someone is lying to you if they begin to fidget, or touch their face with their hands, or play with their hair.	You can tell someone is lying to you if they begin to fidget, or scratch their face with their hands, or play with their hair.	0
41	To eat a cupcake with an equal balance of cake and frosting,	cut the bottom off the cupcake and place on top the frosting to make a sandwich.	place one half of the cupcake in your mouth and leave the other half with the frosting.	0
42	nail file	smooth the  nail  edge 	smooth the  skin  edge 	0
43	To get the wrinkles out of clothes quickly.	Throw clothes in the dryer for 5-10 minutes with a few ice cubes.	Throw clothes in the dryer for 5-10 minutes with a hair dryer.	0
44	To make an inexpensive Valentine's day card,	paint some paper with water color paint from the dollar store.	purchase a card from the gift aisle at your local grocery store.	0
45	To get permanent marker off of walls.	Use toothpaste and scrub the spot with a rag.	Use canola oil and scrub the spot with a rag.	0
46	To get the edges of pie crust to stick together.	Brush one half of the pie crust disc with water before folding, then crimp with a fork.	Brush one half of the pie crust disc with water before folding, then crimp with a spatula.	0
47	Make a blooming onion.	Cut slices into the top of the onion, stopping before slicing all the way through, until it begins to open and feather out. Coat in deep fry batter and fry.	Slice several small onions and coat them with baking mix. Lay them out in the bottom of a greased cookie sheet in the form of a flower and then bake until golden.	0
48	shelf	is used to being wiped with a brush 	is used to being wiped with a ziplock bag 	0
49	easily peel a kiwi	To peel a kiwi the easy way, slice the top and bottom off then wedge a spoon between the peel and flesh. Give it a spin	To peel a kiwi the easy way, slice both sides off, peel and then wedge a spoon between the peel and flesh. Give it a spin	0
50	How to quickly remove the pit from an avocado?	Slice the avocado in half and chop down on the pit with a knife then raise the knife to dislodge the pit	Slice the avocado in half and chop down on the flesh with a knife then peel away the flesh of the avocado	0
51	how to use a compass	To use a compass, hold the compass flat on your outspread hand in front of your chest. Next, turn the degree dial so that the orienting arrow lines up with the magnetic arrow inside the compass. Then, look at the travel arrow on the baseplate of the compass to tell you which direction you're facing.	To use a compass, hold the compass at a diagonal angle on your outspread hand in front of your chest. Next, turn the degree dial so that the orienting arrow lines up with the magnetic arrow inside the compass. Then, look at the travel arrow on the baseplate of the compass to tell you which direction you're facing.	0
52	How can you reduce a throbbing headache?	Take a lime, cut it in half and rub it on your forehead, it will help reduce your headache.	Take a piece of sandpaper, cut it in half and rub it on your forehead, it will help reduce your headache.	0
53	How do you crumble Feta cheese?	Hold a chunk in your hand, then rub it back and forth with your finger tips, making bits crumble off.	Hold a chunk in your hand, then rub it back and forth with your finger tips, making bits stick together.	0
54	how do you drink wine?	drink it in small sips out of a wine glass.	chug it out of a shot glass.	0
55	How to dye your jewelry?	Take your hot water off the stove and onto a hot pad. Mix your dye. Put your necklaces in for about 30 minutes. Take out and let dry.	Take your hot water off the stove and onto a cold pad. Mix your dye. Put your necklaces in for about 30 minutes. Take out and let dry.	0
56	What can you do with your key if you are on a run or hike with no pockets?	Clip the key or key ring into the loop at the back of your baseball cap to keep it with you.	Clip the key or key ring into the loop at the back of your baseball glove to keep it with you.	0
57	To smooth down the outside of a homemade ring.	Wrap some masking tape around a large drill bit so that it is slightly larger than the inside of your ring. Twist your ring onto the bit, making sure it's held firmly in place. If it's still loose, add more tape then try again. Once the ring is on the bit, attach the bit to an electric drill and turn it on.        Wrap a small piece of wood in sandpaper, and hold the spinning ring against it to smooth the outside of the ring. Use increasingly higher grits to get it nice and smooth. Use a rough cloth once you're done sanding for a finishing touch.	Wrap some masking tape around a large drill bit so that it is much larger than the inside of your ring. Twist your ring onto the bit, making sure it's held firmly in place. If it's still loose, add more tape then try again. Once the ring is on the bit, attach the bit to an electric drill and turn it on.        Wrap a small piece of wood in sandpaper, and hold the spinning ring against it to smooth the outside of the ring. Use increasingly higher grits to get it nice and smooth. Use a rough cloth once you're done sanding for a finishing touch.	0
58	To roll out dough without a rolling pin.	Use a wine bottle. Empty or full, remove the label and scrape off any residue, then wash the outside of the bottle. You can also simply place some wax paper or plastic wrap on top of your dough and roll right with the label on the bottle.	Use a wine bottle. Empty or full, remove the label and scrape off any residue, then wash the outside of the bottle. You can also simply place some construction paper or plastic wrap on top of your dough and roll right with the label on the bottle.	0
59	sponge	can be chewed by teeth for fun	can be chewed by box cutter for fun	0
60	How can I reinforce my reusable grocery bag so it doesn't break at the bottom?	Use a scrap piece of plywood lying around your workshop and cut it to the measurements of the base of your reusable grocery bag replace the thin plastic insert (so prone to cracking and splitting) with the measured and cut a piece of plywood and place it in the bottom of your reusable grocery bag.	Use a scrap piece of drywall lying around your workshop and cut it to the measurements of the base of your reusable grocery bag replace the thin plastic insert (so prone to cracking and splitting) with the measured and cut a piece of drywall and place it in the bottom of your reusable grocery bag.	0
61	To hammer a nail into a board,	secure the nail with one hand with the pointy end facing the board, then hit the head of the nail with the hammer to drive it into the board.	secure the nail with one hand with the pointy end facing the board, then hit the point end of the nail with the hammer to drive it into the board.	0
62	To put new strings on a violin.	Take the old strings off and then wrap the new strings between the face of the violin and the pegs.	Take the old strings off and then wrap the new rags between the face of the violin and the pegs.	0
63	To make a chili less spicy, you can	Add less cayenne pepper when you make it	Add more cayenne pepper when you make it	0
64	How to color R2D2's body with paint.	Using a paintbrush and a picture of the robot, dip your paintbrush in pink paint to color the entire outer layer white. Then, dip another paintbrush with the color blue and paint the areas that are supposed to be blue.	Using a paintbrush and a picture of the robot, dip your paintbrush in white paint to color the entire outer layer white. Then, dip another paintbrush with the color blue and paint the areas that are supposed to be blue.	1
65	What do I do once my egg whites are foamy when making pavlova cookies?	When the egg whites are foamy, gradually add the fine sugar and beat until sugar is completely dissolved, scraping the sides of the bowl with a rotary beater as needed	When the egg whites are foamy, gradually add the fine sugar and beat until sugar is completely dissolved, scraping the sides of the bowl with a spatula as needed	1
66	To make sure that you are happy with your hair and makeup for your wedding,	have the artist try several looks on the big day.	have the artist do a test run before the big day.	1
67	Remove stains from suede shoes.	Hold shoes over a cold pot of water, then rub stain off with cloth.	Hold shoes over a boiling pot, then rub stain off with cloth.	1
68	phone	can be used to make a call to your parents if you have no reception	can be used to make a call to your police if you have no reception	1
69	glass	formed fan 	formed window 	1
70	What can I use to plant seeds inside before starting a garden?	Cut plastic soda bottles in half and use the top as planters.	Cut plastic soda bottles in half and use the bottoms as planters.	1
71	To run a flea flicker play in football,	have the quarterback hand the ball off to a runner, then have the runner throw the ball down the field.	have the quarterback hand the ball off to a runner, then have the runner pitch the ball back to the quarterback for him to throw down the field.	1
72	saw	can be used to shred comb to make pillow stuffing	can be used to shred mittens to make pillow stuffing	1
73	make cucumber sandwich filling	Grate or very finely chop chicken salad. Remove the center part of cucumber and chop it very finely as well. In a mixing bow, mix carrot, cucumber and cheese spread, black pepper.    Spread it over the bread slice and cover it with another one. Trim the edges if desired and cut into triangles to serve.	Grate or very finely chop carrot. Remove the center part of cucumber and chop it very finely as well. In a mixing bow, mix carrot, cucumber and cheese spread, black pepper.    Spread it over the bread slice and cover it with another one. Trim the edges if desired and cut into triangles to serve.	1
74	Make cupcakes.	Put paper cupcake liners into each cell of a muffin tin and then fill each liner with frosting. Bake until done, then cover the top of each cupcake with cupcake batter.	Put paper cupcake liners into each cell of a muffin tin and then fill each liner with cupcake batter. Bake until done, then cover the top of each cupcake with frosting.	1
75	how do you run a nickel coverage in football?	Play with 5 Linebackers on defence.	Play with 5 defensive backs on defense.	1
76	rolling pin	can flatten nails 	can flatten paper 	1
77	To cut pieces of metal to size, you can	Use a hand saw	Use a table saw	1
78	To wash carrots, you can	Rinse in some boiling water	Rinse in some cold water	1
79	How to best feed baby rabbits?	Place a tiny plate inside the baby's cage filled with milk and other essential vitamins.	The ideal way to feed them is through their mothers itself, however, if necessary, one can use tiny nipple feeders to pour milk into their mouths.	1
80	how do you rewind a dvd?	take the dvd out and put it back in.	press the backward arrow on the dvd remote.	1
81	To free yourself from a riptide,	swim directly towards the shore.	swim parallel to the shore.	1
82	How to make sure that a hairpiece is not visible in your hair?	If you have dark hair, use a light colored hair pick comb and allow your hair to be removed from it	If you have dark hair, use a black hair pick comb and allow your hair to fall over it to cover the hair comb	1
83	How do I fix the L-profile on the board ?	Place the L-profile on the board and using a drill press, drill a 1/8 inch hole  through the L and through 1 inch of the board. Then screw the screw in the hole with a hammer.	Place the L-profile on the board and using a drill press, drill a 1/8 inch hole  through the L and through 1 inch of the board. Then screw the screw in the hole with a screwdriver.	1
84	How can I hang clothes in a closet that doesn't have a rod installed?	Buy a curtain rod and wedge to install in closet.	Buy a tension rod for shower curtains and install in closet.	1
85	To get through to someone who's phone is on do not disturb.	Call again as sometimes the do not disturb setting will allow a call to go through if called back to back.	Go over and talk to them in person if possible if not then call someone that can get ahold of them.	1
86	how do you dry a painting?	aim a blow dryer at it.	let it sit for hours.	1
87	To cut a perfect circle out of a piece of fabric,	use a CD case as a template and trace around it completely. Then, cut the circle out of the fabric with a pair of scissors or rotary cutter.	use a CD as a template and trace around it completely. Then, cut the circle out of the fabric with a pair of scissors or rotary cutter.	1
88	What do you need to do for the mixture to thicken?	When the bag is placed inside the freezer bag full of ice, you need to place the bag in the freezer.	When the bag is placed inside the freezer bag full of ice, you need to shake the bag for 10 minutes.	1
89	How to thread needle.	Lick end of thread and place through the eye of the needle quickly.	Lick end of thread and place through the eye of the needle carefully.	1
90	wrapper	can be used as a  tooth pick for a cow	can be used as a  toy for a cow	1
91	How can you freshen oil you have cooked in before?	Place a few slices of  fresh plastic in the oil and cook it.  This will remove previous odors.	Place a few slices of  fresh ginger in the oil and cook it.  This will remove previous odors.	1
92	To remove blood from clothing	Wait for it to dry, then remove	Remove before it has a chance to dry	1
93	To substitute oil in a recipe to make cake fluffier.	Unsweetened applesauce can be substituted for oil, using half the amount as the recipe calls for.	Unsweetened applesauce can be substituted for oil, using the exact amount as the recipe calls for.	1
94	stone	can be ammunition for a gun 	can be ammunition for a slingshot 	1
95	To find a job in a bad economy,	ask your friends to hook you up with a job.	go out every morning to put in applications.	1
96	To play Sonic 3 & Knuckles on Sega Genesis.	Insert the Sonic & Knuckles cart into the Genesis and open the top. Power on the console, then insert Sonic 3 into the top slot.	Insert the Sonic & Knuckles cart into the Genesis and open the top. Insert Sonic 3 into the top slot, then power on the console.	1
97	how to sharpen a knife quickly	sharpen your knife quickly by rubbing the food processor against the unglazed portion on the bottom of a ceramic plate or mug.	sharpen your knife quickly by rubbing the blade against the unglazed portion on the bottom of a ceramic plate or mug.	1
98	Store manicure supplies.	Keep in telephone case.	Keep in eyeglass case.	1
99	How to bake a cake.	Preheat the oven to 325 °F and grease and flour a cake pan. Place the butter and sugar in a mixing bowl and beat them together until the mixture is light. Add the eggs and vanilla. Stir in the cake flour. Keep the electric mixer on low or use a wooden spoon to stir the flour in a bit at a time until it's just incorporated. Pour the batter into the pan. Bake the cake for 2 hours 15 minutes.	Preheat the oven to 325 °F and grease and flour a cake pan. Place the butter and sugar in a mixing bowl and beat them together until the mixture is light. Add the eggs and vanilla. Stir in the cake flour. Keep the electric mixer on low or use a wooden spoon to stir the flour in a bit at a time until it's just incorporated. Pour the batter into the pan. Bake the cake for 1 hour 15 minutes.	1
100	how do you own a home?	rent it.	buy it.	1
101	Store emergency wipes in car.	Keep coffee filters under driver seat.	Keep coffee filters in glove compartment.	1
102	Reduce spread of plant disease in garden.	Disinfect garden tools once a year by soaking in brewed coffee.	Disinfect garden tools once a year by soaking in bleach.	1
103	How can I make a mandarin orange strip to easily eat the slices?	Cut about 4 inches off either end of the orange, cut into one side of the orange to the middle, unfold all the slices and they'll stick to the peel in a strip.	Cut about 3/4 inch off either end of the orange, cut into one side of the orange to the middle, unfold all the slices and they'll stick to the peel in a strip.	1
104	To protect your electronics.	Use a power strip or an outlet adapter.	Use a surge protector or a UPS.	1
105	To drain juice from pineapples, you can	Place it in a paper bag	Place it in a mesh strainer	1
106	Prevent ants from gathering on sidewalks.	Sprinkle sugar on sidewalk cracks.	Sprinkle cream of tartar on sidewalk cracks.	1
107	How can I organize fasteners and parts when putting things together?	When disassembling a piece of furniture that needs to be repaired or moved, thread the screws and nails into a piece of Latte foam and group similar fasteners together or arrange them however it will be most helpful when piecing the furniture back together, also write on the foam with a pen or marker to label the fasteners or to make notes that will be helpful when reassembling the piece at a later time.	When disassembling a piece of furniture that needs to be repaired or moved, thread the screws and nails into a piece of rigid foam and group similar fasteners together or arrange them however it will be most helpful when piecing the furniture back together, also write on the foam with a pen or marker to label the fasteners or to make notes that will be helpful when reassembling the piece at a later time.	1
108	How to wash clothes	Place clothes in washing machine, pour dishwashing detergent in machine, and press start.	Place clothes in washing machine, pour laundry detergent in machine, and press start.	1
109	Recycle newspaper and use in garden.	Shred, wet and use in compost for raised beds or as mulch. Line the beds with newspapers before putting soil, wet and weigh down with foil, locks and band to provide mulch, insulation and as a substitute for garden fabric.	Shred, wet and use in compost for raised beds or as mulch. Line the beds with newspapers before putting soil, wet and weigh down with soil rocks and sand to provide mulch, insulation and as a substitute for garden fabric.	1
110	How to straighten your hair.	Start with completely wet hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	Start with completely dry hair, using a flat iron place one section of hair between irons close and run down the length of the hair, repeat procedure until all hair has been flat ironed.	1
111	Store saw blades easily.	To keep the blades in order, create Paper towel tubes. Get a paper towel insert and crimp the 2 ends. Glue one end on the tube and add saw blades. Crease the top of the tube to close.	To keep the blades in order, create PVC tubes. Get a piece of PVC tubing and 2 end caps. Glue one end cap on the tube and add saw blades. Top with other end cap.	1
112	How to make you child eat their dinner.	Tell them it is the last meal of the day and if they still complain, threaten to ground them from washing dishes and chores.	Tell them it is the last meal of the day and if they still complain, threaten to ground them from tv and video games.	1
113	How to tie mesh together to stay as a cylinder.	Let mesh coil up by itself. Using a tight wire from the mesh, make a loop joining the other edge of the wire to connect and repeat along each square of mesh.	Let mesh coil up by itself. Using a loose wire from the mesh, make a loop joining the other edge of the wire to connect and repeat along each square of mesh.	1
114	rolling pin	can be used to pound meat for meatballs	can be used to pound garlic for meatballs	1
115	To make a hamburger,	grill a hamburger patty on a bbq grill, and place the raw patty onto a hamburger bun with a slice of cheese and a piece of lettuce.	grill a hamburger patty on a bbq grill, and place the cooked patty onto a hamburger bun with a slice of cheese and a piece of lettuce.	1
116	How do you put salt around the rim of a margarita glass?	Spread a thin layer of sea salt on a plate. Pour a thin layer of water on another plate. Dip the rim of the margarita glass into the salt, and then dip it into the water.	Spread a thin layer of sea salt on a plate. Pour a thin layer of water on another plate. Dip the rim of the margarita glass into the water, and then dip it into the salt.	1
117	How can I prevent ceramic bowls from being scratched up or damaged?	Use softer utensils made up of materials such as wood or silicone to prevent scratching the bowls. Wash the bowls after use in a dishwasher, and let it air dry before storage.	When using metal utensils, refrain from scratching into the bowl. Use wooden utensil or softer materials if possible, and wash the bowls by hand with a soft soap, not steel wool.	1
118	how do you get picked for jury duty?	you go sign up at the courthouse.	it is at random.	1
119	Give your cat a bath.	Allow warm water to fill tub and drop your cat in it. Gently wash them with pet soap and rinse with running water. Dry with a warm towel.	Allow warm water to fill tub and train your cat to sit in it. Gently wash them with pet soap and rinse. Dry with a warm towel.	1
120	Remove pet hair from furniture and clothes.	Wear fabric gloves and sweep hair.	Wear latex gloves and sweep hair.	1
121	To score lines on a piece of brass, you can	Use a chopstick to score the lines	Use a scalpel to score the lines	1
122	To dye coconut shreds with food coloring,	place the coconut in a mixing bowl and drop as many drops of food coloring into the bowl as are left in the bottle, stirring the coconut shreds and food coloring together afterwards with a spoon or your hands.	place the coconut in a mixing bowl and drop individual drops of food coloring into the bowl, stirring after each addition with a spoon or your hands, until the desired color concentration is achieved.	1
123	How to find a good book to read?	You can go into a book store and take a book home to see if you like it enough to buy it.	You can research what the best sellers are and see if any of them catch your interest.	1
124	how do you get gas out of your body?	suck it out with a vacuum.	burp or fart.	1
125	How to measure doorway opening for cedar door.	Use a piece of tape to measure length, width and height of the doorway	Use a tape measure to measure length, width and height of the doorway	1
126	How can I protect a cell phone from the rain?	Place in a paper bag.	Place in a plastic bag.	1
127	How to make Delicious Dewberry Ice Cream at home.	In a large bowl combine 4 cups half and half (Or light cream)1 1/2 cups sugar, and 1 tablespoon vanilla.  Stir until sugar dissolves.  Stir in 2 cups whipping cream. In a blender blend 4 cups fresh Dewberries Thorns until nearly smooth.  Add this to Ice cream mixture. Freeze in 4 or 5 quart Ice cream freezer according to manufacturers directions. Serve with fresh berries.	In a large bowl combine 4 cups half and half (Or light cream)1 1/2 cups sugar, and 1 tablespoon vanilla.  Stir until sugar dissolves.  Stir in 2 cups whipping cream. In a blender blend 4 cups fresh Dewberries until nearly smooth.  Add this to Ice cream mixture. Freeze in 4 or 5 quart Ice cream freezer according to manufacturers directions. Serve with fresh berries.	1
