premise	hypothesis	label
A young boy in a gray sweatshirt and brown hat is holding a small American flag above his head.	The boy is at a parade for Memorial Day.	1
Five men on ladders cleaning the outside of a building.	The men are washing the windows.	1
A man and a woman that is holding flowers smile in the sunlight.	A couple smile on the bench.	1
People are pulling something out of a second story window	People are pulling a couch out of a second story window.	1
The girl is playing with her dog in her driveway.	The house is actually her neighbors house.	1
Man working on scaffolding at construction job site.	A man is working on scaffolding at a construction job site but he isn't wearing his helmet.	1
A young boy is posing with incredible hulk gloves on.	A boy wears gigantic green hulk gloves.	1
A woman holding an umbrella.	The woman is trying to avoid the rain.	1
A woman wearing a red helmet with a white star on it, rollerblading.	Someone is wearing a helmet.	1
The girl eating spaghetti is wearing a red jacket.	The girl is eating spaghetti because it is her favorite food.	1
A Asian women rides a bike while wearing a respirator mask.	Because of the heavy smog rating that day, the old woman had to wear a mask for breathing protection in order to ride her bike to work.	1
Two men are wrestling, one has the other pinned to the floor and the man on the floor is wincing in pain.	Two men have been wrestling for an hour as one of them are about to win.	1
A man in a black coat is sledding down a hill on a green sled.	A man is sledding in the snow.	1
People are sitting and drinking wine at tables.	The wine is cheap.	1
A man is being thrown a Frisbee in front of a monument and flags.	A tall human awaits a Frisbee.	1
A man is pulling a sled with two children on it.	There is snow on the ground.	1
A child in a blue jacket and red shoes is sitting in a stroller.	watched by a group	1
A guy plays his guitar wearing his sunglasses.	Somebody is playing a musical instrument	1
a boy in a white t-shirt is playing on a swing that is attached to a tree.	The boy is trying to swing as high as possible.	1
A woman with holding a young girl playing with bubbles at a picnic.	The mother and daughter are at the park.	1
A New York City taxi drives past crowds of people on the sidewalks.	a taxi driver ignores black customers on the side of the road	1
People walking around on a busy sidewalk at night.	Dogs walking around on a busy sidewalk at night.	2
A man in a blue shirt driving a Segway type vehicle.	The man is riding a bike.	2
A man with dirty feet is resting on a window ledge and his shoes lay beside him.	The man has very recently washed his feet.	2
Young boy doing the backstroke in a swimming competition for his school.	The girl is doing gymnastics.	2
A man sits on a stool as another paints a graffiti piece on a wall.	A man jumps up and down.	2
Little girl crouches to splash fountain water.	A girl is taking a shower.	2
A person kneels near a creek with a Camera.	A person sits down to chat near a river with their friend.	2
Four hikers are ascending a snow filled mountain topped by steep cliffs.	People pitch a tent at the base of a mountain.	2
Two workers spraying a solution on garbage.	Nobody is spraying	2
A little girl enjoying a frozen treat on the beach.	An infant lays in the NICU waiting for it's parents to visit.	2
A dog has an orange ball in its mouth.	A dog is chewing on a bone.	2
A person in a large black hat is eating a bowl of noodles with chopsticks.	a puppy drinking beer	2
A man is sleeping with a small dog.	a man is playing fetch with his dog	2
A man working with cement in construction.	The man is washing his windshield.	2
A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it.	A man gets his thumb caught in the bowling ball.	2
A man in jeans plays with a white and brown dog at the beach.	A man is playing with his dogs indoors	2
A boy in a red shirt is bent down looking at firework he has lit.	The boy is jumping in front of the firework he lit.	2
A young woman in a tank top holding a tree in a rural, mountainous setting.	The woman is in a hotel.	2
An ensemble of musicians playing an accordion, a saxophone, and a trumpet are in front of a store, dressed as santas.	A group of men play trombones.	2
Asian man in blue Asian robe dancing in front of Asian musicians in blue.	A woman knitting a quilt	2
A scene from a hockey game where the player in blue has just taken a shot, while the player in white tries to block it.	During a hockey game, the white team shoots to score.	2
A dark-skinned man walks by a woman talking on a cellphone.	An albino man walks by a miniature sun and shrieks as the rays play havoc on his sensitive skin.	2
A dog is jumping in the air to catch an item.	A dog is sitting on the ground barking.	2
A child throwing an orange toy.	The child is throwing a blue baseball.	2
A black and white dog performs a jump with his owner looking on.	There is a blue and green dog.	2
A woman with green knee pads is skating inside a cement hole.	the goat eats roaches	2
Two boys and a girl dressed in traditional clothing.	the people are naked	2
Two young boys are holding toy guns while playing a carnival game, the boy on the right as a pink stuffed animal between his legs.	The girls are playing with toy guns.	2
A worker with a white hard-hat is at the bottom landing of an exterior fire escape and is struggling to work with the edge of a large yellow sign.	A worker is not wearing a hat.	2
A girl in a pink hat sits on the ground.	A girl is in red.	2
A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her.	Two girls struggle to fill out tax forms.	2
A woman with long hair jumps from a stone bench to another.	A woman with long hair does somersaults in the grass.	2
