premise	hypothesis	label
A man playing the guitar for a small group of people.	The man is playing an acoustic guitar.	1
A man is bowling using empty spray cans as pins in front of a wall covered in graffiti.	The man was a former champion.	1
Three elderly women, two with canes, walk through a parking lot.	the women are black	1
A dog takes a leap of faith as he jumps into a pool to grab an orange toy.	The dog is inside about to jump in a pool.	1
Several people are in a group where a man in a blue shirt is smiling.	The man is having a pleasant talk with his friends.	1
Two people, one wearing white hat with green shirt, the other red shirt and red cap, in a boat, staring at the shore.	A tall human staring	1
A group of children and two adults are sitting on a bench.	People are outside on a bench waiting to get in a restuarant.	1
A man with a plaid shirt riding a bike going down a brick road with blue fence segments in the distance.	The man is wearing brown shoes.	1
A group of women, dressed in festive blue dresses and feather head decors, parade down the street.	People perform in a Parade as it marches down the street.	1
A toddler is washing a window with cleaning spray and paper towels.	The toddler is trying to help his mother.	1
A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.	A woman is doing some shopping.	1
A boy, midair, after jumping off of a small dirt hill.	The boy is wearing sneakers.	1
A boy jumping in a fountain.	A boy is in the fountain	1
Many people in an urban setting waving flags and setting off smoke bombs.	People riot and protest after an election	1
A little girl is ecstatic after opening a present at her birthday party.	A little girl loves her present.	1
Dad holding little girls hand while walking.	Dad is holding his daughter's hand as he walks her into the surgery room.	1
A woman is using a machine and is smiling.	A tall human smiling	1
A little girl, with long blond-hair and wearing a dress, looking at her refection in a puddle.	The blonde haired girl is wearing a dress that has sunflowers on it, while staring at a puddle.	1
People are gathered outside for a protest, and one woman in the front is smiling at the camera.	Cops might have to beat some people up.	1
A young toddler is playing with a dinosaur toy and a yellow block while sitting in the bathtub.	A toddler is taking a bath.	1
A man gives a speech at a Pop! Tech event.	A man pitches a new idea.	1
Two Asian women are sitting at a table enjoying their foods.	Two Asian women are sitting at a table enjoying their foods in the chinese restaurant.	1
A crowd of people, some standing by a river, some in the river with old buildings in the background.	a pack of friends meet up in a river	1
A young man in a black sweater plays a trumpet into a microphone.	A person is playing an instrument into a recording device.	1
A man eating something with a spoon.	A man is eating ice cream.	1
A woman in a white shirt and blue shorts is wearing headphones.	A woman in a white shirt listens to music.	1
Seven children are jumping in a grassy meadow.	Seven children are in the rain.	1
A crowd of people come out of an old building	a bunch of people come outside from class	1
A class of art students drawing.	They are drawing bears.	1
The boy in the white and red shirt is holding a phone.	A boy calls his dad on the phone.	1
Children are walking along a dirt path.	Children are walking a path on a huge mountain.	1
Two young girls wearing goth clothes.	Two young girls wearing all black	1
A dark-haired woman in a black coat and blue jeans sitting on white stone bench outdoors	The man was sitting outdoors.	2
An older person, sex indeterminate, visits with two spotted rabbits in a large cage.	The person is young.	2
A man smiles as he sits in a cubicle and types on a computer.	A woman writes a love letter in her notebook	2
Two elderly men are discussing something out on a the sidewalk.	The elderly men are laying in hospital beds.	2
An old gray-haired man demonstrates a vegetable peeler on a carrot.	A young woman is cleaning the house.	2
Four people with black hair pose for a picture with windows in the background.	Four people are having a physical altercation.	2
A man tying his shoe at a beach.	The man is sleeping.	2
A woman with a spunky hairdo painting a building.	The woman is wearing a big floppy hat and laying on a towel at the beach.	2
The men are fishing at a highly littered river.	Some men are sailing on a clear lake.	2
A young man is sitting at a table playing BINGO with an older lady.	A young man is slapping his grandmother.	2
Man and woman looking out a window from behind a green curtain.	A man and woman sleeping in front of a window.	2
A beautiful brown and white St Bernard running in the snow	A white St. Bernard rests by the fire.	2
Children gathered around an adult	The children are alone with no adults.	2
Woman bending down to pick up a tennis ball outside in front of a wall with graffiti on it.	Two tennis players carry their rackets.	2
Two children are making snow angels.	The kids are throwing snowballs at passing cars.	2
Firefighters wear reflective uniforms and stare upwards.	Firefighters wear reflective uniforms and run out of a building.	2
Child wearing fireman's hat sits on ground next to man holding a handsaw.	Two people are sitting on the ground.	2
A man surfing on a surfboard in the sea with waves behind him.	A man snowboards down a mountain.	2
A dog rests on a mattress while a old woman sits on the floor.	A dog and woman are taking a walk.	2
An orange and white motorcycle is being ridden on a racetrack.	the bike is flat black	2
A black and tan dog plays with a stuffed toy.	A dog is sleeping.	2
a young child is climbing a rock wall in all his protective gear.	man swims	2
A woman wearing a yellow flowered top is carrying a Starbucks coffee cup.	A woman holding a beer bottle.	2
Two field hockey players with their sticks in the air	A hockey player shoots the puck and scores a goal.	2
A man and a woman share a kiss on the beach.	An empty beach.	2
People looking at clothes and other items at an outside market.	People are shopping at an indoor mall.	2
A woman wearing a white shirt and red pants is writing something down at a museum.	A woman does nothing.	2
A clown standing in front of a crowd along a street.	the clown got hit by a car	2
A man with a pink camera taking a picture of a rock concert.	A man screams with excitement at a Justin Beiber concert.	2
A young male playing an electric bass guitar.	a young female plays the drums	2
People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him.	A man is walking by a building.	2
A couple walking down a beach in the surf carrying their sandals.	A couple swimming in the sea.	2
