sentence	label
How Do I upload a file to server using java servlets/JSP?	4
how do i know if i have have bluetooth on my pc?	4
is there any online theme maker for sony ericsson w800i?	4
Verity error codes?	4
Yahoo Mail page buttons, Move, Mark, Reply, and Search Mail are not functioning. Need help, any and all kinds?	4
is internet friendship wise? what precautions should be taken while making friends on internet?	4
what are the requirements for designing a good software testing environment?	4
which site represents india.?	4
i have tried all of the answers given so far but with no success, even clicking apply and restarting my system	4
Hi all i need help with finding REGAL boats parts in sweden can any help?	5
Is Gerrard back to his best???	5
How can i train for Basketball?	5
Alabama or Auburn?  Which one do you go for?	5
What restaurants, pubs, etc. in MA or NH will show UFC 65 on 11/18?	5
Shevchenko back to Milan....... and he is taking Gerrard with him???	5
trying to find a rifle sling with shooting sticks inside that I saw on t.v a while back?	5
date of super bowal sunday?	5
do you think bruce  lee (if alive)can beat heavy weight champion  fedor?	5
when did manchester last won the perimeir ship?	5
Do halogen bicycle headlamps degrade over time?	5
Do you know their individual records so far this season?	5
"What is the Monster Truck ""BEARFOOT"" famous for?"	5
how excited are you about the daytona 500???	5
do you know the telephone number of Club serene resort in Taytay,Rizal or perhaps their website?	5
time for red sox game today?	5
who thinks that god has a plan for all of us?	6
How do I buy Ford Motor stock directly from Ford Motor and skip broker fees?	6
How do authority figures get respect?	6
Is Wal-mart good for Americans? Why and Why Not?	6
Where do I go to see if a business already exist in Jacksonville Florida?	6
what does carpe diem mean???	6
what can I use to get clear fingernail polish out of my blue jeans?	6
What is autosurfing and what is unethical about it?	6
Does anyone know of any businesses where the owner is looking to sell and the following is true?	6
Had to wake up but I'm SO TIRED.. what do I do??!?	6
does anyone suffer from a uncontrolible bladder?	6
how can I write off my federral student loans?	6
what is the biling address?	6
I have my hood pierced can i put a hoop in it or do I have to keep a bar bell?	6
does auto insurance cover stolen in dash cd players.?	6
DO you believe in God, and are you saved, and if you are not would you like yo be?	6
Who likes EMINEM HERE!?	7
Turkey or Ham?	7
what's that christmas song?	7
what is a good rapper nickname?	7
what is music for you?	7
Another Worst Poll Ever?	7
Colin Fry and John Edwards accomplised mediums or just very good at cold reading and having info before show?	7
Do  You  Think  You  Would  Enjoy  Spending a Day  Socially  With  Judge  Judy?	7
Who think O' Ryan should make a movie with Omarion without Marques Houston?	7
Have you ever met a celebrity you admired and they turned out to be a jerk?	7
pls name some antichrist music bands and artists..... just 2 know?	7
A question for LOST (the abc tv series) fans?	7
who is fitter? William Moseley or Skandar Keynes?	7
Is it true that Shakira lived in Bahrain for a little bit, and went to the Bahrain International School?	7
THE GODFATHER III...  What the hell went wrong?	7
Whats the best song from The Doors ever?	7
"Ladies, is there a real falacy to the statement...""Friends first before being lovers""?"	8
who is he?	8
Ladies!     Honestly what is more important?  Length or Width?	8
I shaved my head and all of the sudden I am getting a lot of dates, why is that?	8
how much wood could a woodchuck cut if a woodchuck could chuck a guys wood?	8
Why is it hard for you women to tuck in that little white tag on your panties.  Every time I go to a Grocery?	8
Are there any techniques to good oral sex?	8
does size really matters?	8
you dont have to understand women?	8
How not to miss your partner when they're away for a long time?	8
Mean Person?	8
Is he cheating on me?	8
want sex but all the sites i went to say only for 18 and older what should i do?	8
I like to date different men and not one in particular, why do these men have a problem with this?	8
Guy I like hides his personal ad ? Cheater ?	8
need help?????????????	8
Did you know that the White House drug test is multiple choice?	9
Is money refundable?	9
Is it true that the flouride found in toothpaste and drinking water is actually a mind control agent?	9
Say someone you know has crown deeds can they be disputed in a court of law in Canada?Need answer soon.?	9
why can't we build a wall around america to keep the illegals out ?	9
are most conservatives white?(and men)(and old)?	9
How do I find local active warrents for Moberly Missouri?	9
Why do liberals whine so much? Reminds of a room full of two year olds.?	9
Who do peopel vote for to in turn cast their votes for a presidential candidate?	9
What is wrong wit you civilians?	9
Thoughts on Terry Schiavo's case?	9
If GWB was caught drinking PEPSI (wich is a very gay drink) in public would that be reason to impeach him?	9
WHATS going to  happent  to  iraq now?	9
When will MS-13 stop being a gang?	9
How can I help my husband get his citizenship?	9
Is it true that Cheney and Rumsfled called for the invasion of Iraq in 1998??	9
