	sentence	label
82	it 's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !	1
83	mr . deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .	1
84	guy gets girl , guy loses girl , audience falls asleep .	1
85	medem packs it with so much stunning , wildly colorful imagery -- and so much sex -- that it transfixes you even when you 're not quite sure what 's going on .	1
86	looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	1
87	though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .	1
88	its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .	1
89	the boys ' sparring , like the succession of blows dumped on guei , wears down the story 's more cerebral , and likable , plot elements .	1
90	becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .	1
91	a strong first quarter , slightly less so second quarter , and average second half .	1
92	by the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .	1
93	juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .	1
94	if you 're able to go , relax and lower your expectations , you might be carried away by it .	1
95	the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .	1
96	when you resurrect a dead man , hard copy should come a-knocking , no ?	1
97	read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .	1
98	the off-center humor is a constant , and the ensemble gives it a buoyant delivery .	1
99	initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .	1
100	[ diaz ] can blunder into the crudest situations with such sweet innocence as to inspire giggles rather than groans .	1
101	harry potter and the chamber of secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate . it 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .	1
102	eventually moves and stirs you , even if it often resembles those steamy mexican tv dramas/soap operas called telenovelas .	1
103	it 's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .	1
104	bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .	1
105	it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .	1
106	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .	1
107	nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .	1
108	a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .	1
109	once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . .	1
110	the movie stays afloat thanks to its hallucinatory production design .	1
111	gives an intriguing twist to the french coming-of-age genre .	1
112	an indelible and ultimately moving vision of humanity buffeted by the elements and by international political tides .	1
113	with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap .	1
114	wise , cruelly observant of human nature and hysterically funny .	1
115	unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller .	1
116	wonder of wonders -- a teen movie with a humanistic message .	1
117	whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .	1
118	what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than `` bladerunner `` and one of the most high-concept sci fi adventures attempted for the screen .	1
119	the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .	1
120	this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .	1
121	kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it 's close . )	1
122	as 'chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .	1
123	what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .	1
124	like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance .	1
125	a kinetic drama that seems to wander aimlessly , beautifully until it crashes in an odd anti-climax befitting reality itself .	1
126	the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for the tuxedo .	1
127	one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .	1
